TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4512.00000        8.41450
TAB:  Italy_Puglia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Italy_Puglia Confirmed cc1=  .999739 cc2=  .845434 lx=  8.34050 if=  46 il=  87 4/18/2020  n=  41 now=    4512 end=       4206      3409      4250 U=    13.24 T=   66.4 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  46. x2=  87. y1=  1.54 y2= -1.56 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4206    3409     4250    15    97 4/28/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999784 cc2=  .843611 lx=  8.33450 if=  47 il=  87 4/18/2020  n=  40 now=    4512 end=       4165      3409      4250 U=    12.93 T=   66.2 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  47. x2=  87. y1=  1.49 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999802 cc2=  .841688 lx=  8.33450 if=  48 il=  87 4/18/2020  n=  39 now=    4512 end=       4165      3409      4250 U=    12.76 T=   66.5 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  48. x2=  87. y1=  1.45 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999788 cc2=  .839660 lx=  8.33450 if=  49 il=  87 4/18/2020  n=  38 now=    4512 end=       4165      3409      4250 U=    12.70 T=   66.6 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  49. x2=  87. y1=  1.38 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999771 cc2=  .837549 lx=  8.33450 if=  50 il=  87 4/18/2020  n=  37 now=    4512 end=       4165      3409      4250 U=    12.70 T=   66.6 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  50. x2=  87. y1=  1.31 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999752 cc2=  .835353 lx=  8.33450 if=  51 il=  87 4/18/2020  n=  36 now=    4512 end=       4165      3409      4250 U=    12.62 T=   66.7 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  51. x2=  87. y1=  1.25 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999740 cc2=  .833073 lx=  8.33450 if=  52 il=  87 4/18/2020  n=  35 now=    4512 end=       4165      3409      4250 U=    12.60 T=   66.7 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  52. x2=  87. y1=  1.17 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999732 cc2=  .830702 lx=  8.33450 if=  53 il=  87 4/18/2020  n=  34 now=    4512 end=       4165      3409      4250 U=    12.73 T=   66.5 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  53. x2=  87. y1=  1.06 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999708 cc2=  .828210 lx=  8.33450 if=  54 il=  87 4/18/2020  n=  33 now=    4512 end=       4165      3409      4250 U=    12.72 T=   66.5 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  54. x2=  87. y1=   .99 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999681 cc2=  .825603 lx=  8.33450 if=  55 il=  87 4/18/2020  n=  32 now=    4512 end=       4165      3409      4250 U=    12.67 T=   66.6 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  55. x2=  87. y1=   .92 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999652 cc2=  .822875 lx=  8.33450 if=  56 il=  87 4/18/2020  n=  31 now=    4512 end=       4165      3409      4250 U=    12.51 T=   66.9 p1=  -7.7 p2=   108.3 ed=    96 4/27/2020   x1=  56. x2=  87. y1=   .87 y2= -1.61     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4165    3409     4250    15    96 4/27/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999681 cc2=  .820076 lx=  8.34450 if=  57 il=  87 4/18/2020  n=  30 now=    4512 end=       4206      3409      4250 U=    12.84 T=   67.0 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  57. x2=  87. y1=   .78 y2= -1.56 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999681 cc2=  .820076 lx=  8.34350 if=  57 il=  87 4/18/2020  n=  30 now=    4512 end=       4206      3409      4250 U=    12.84 T=   67.0 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  57. x2=  87. y1=   .78 y2= -1.56 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4206    3409     4250    15    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999681 cc2=  .817107 lx=  8.34450 if=  58 il=  87 4/18/2020  n=  29 now=    4512 end=       4206      3409      4250 U=    12.93 T=   66.8 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  58. x2=  87. y1=   .68 y2= -1.56 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999683 cc2=  .817107 lx=  8.34850 if=  58 il=  87 4/18/2020  n=  29 now=    4512 end=       4206      3409      4250 U=    12.93 T=   66.8 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  58. x2=  87. y1=   .68 y2= -1.56 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4206    3409     4250    15    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999661 cc2=  .813966 lx=  8.35450 if=  59 il=  87 4/18/2020  n=  28 now=    4512 end=       4249      3409      4250 U=    13.19 T=   67.0 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  59. x2=  87. y1=   .61 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999662 cc2=  .813966 lx=  8.35150 if=  59 il=  87 4/18/2020  n=  28 now=    4512 end=       4249      3409      4250 U=    13.19 T=   67.0 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  59. x2=  87. y1=   .61 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999639 cc2=  .810657 lx=  8.35450 if=  60 il=  87 4/18/2020  n=  27 now=    4512 end=       4249      3409      4250 U=    13.26 T=   66.9 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  60. x2=  87. y1=   .52 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999639 cc2=  .810657 lx=  8.35550 if=  60 il=  87 4/18/2020  n=  27 now=    4512 end=       4249      3409      4250 U=    13.26 T=   66.9 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  60. x2=  87. y1=   .52 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999600 cc2=  .807150 lx=  8.35450 if=  61 il=  87 4/18/2020  n=  26 now=    4512 end=       4249      3409      4250 U=    13.35 T=   66.8 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  61. x2=  87. y1=   .44 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999601 cc2=  .807150 lx=  8.35650 if=  61 il=  87 4/18/2020  n=  26 now=    4512 end=       4249      3409      4250 U=    13.35 T=   66.8 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  61. x2=  87. y1=   .44 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999555 cc2=  .803439 lx=  8.35450 if=  62 il=  87 4/18/2020  n=  25 now=    4512 end=       4249      3409      4250 U=    13.31 T=   66.9 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  62. x2=  87. y1=   .37 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999555 cc2=  .803439 lx=  8.35550 if=  62 il=  87 4/18/2020  n=  25 now=    4512 end=       4249      3409      4250 U=    13.31 T=   66.9 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  62. x2=  87. y1=   .37 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999500 cc2=  .799500 lx=  8.35450 if=  63 il=  87 4/18/2020  n=  24 now=    4512 end=       4249      3409      4250 U=    13.20 T=   67.0 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  63. x2=  87. y1=   .31 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999500 cc2=  .799500 lx=  8.35550 if=  63 il=  87 4/18/2020  n=  24 now=    4512 end=       4249      3409      4250 U=    13.20 T=   67.0 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  63. x2=  87. y1=   .31 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999446 cc2=  .795322 lx=  8.35450 if=  64 il=  87 4/18/2020  n=  23 now=    4512 end=       4249      3409      4250 U=    13.07 T=   67.2 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  64. x2=  87. y1=   .25 y2= -1.51 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999449 cc2=  .795322 lx=  8.35850 if=  64 il=  87 4/18/2020  n=  23 now=    4512 end=       4249      3409      4250 U=    13.07 T=   67.2 p1=  -5.8 p2=   106.2 ed=    98 4/29/2020   x1=  64. x2=  87. y1=   .25 y2= -1.51 BEST
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4249    3409     4250    15    98 4/29/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999486 cc2=  .790971 lx=  8.37450 if=  65 il=  87 4/18/2020  n=  22 now=    4512 end=       4335      3409      4250 U=    13.84 T=   67.3 p1=  -3.9 p2=   104.1 ed=    99 4/30/2020   x1=  65. x2=  87. y1=   .16 y2= -1.43     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4335    3409     4250    15    99 4/30/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999440 cc2=  .786239 lx=  8.37450 if=  66 il=  87 4/18/2020  n=  21 now=    4512 end=       4335      3409      4250 U=    13.89 T=   67.2 p1=  -3.9 p2=   104.1 ed=    99 4/30/2020   x1=  66. x2=  87. y1=   .09 y2= -1.43     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4335    3409     4250    15    99 4/30/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999379 cc2=  .781161 lx=  8.38450 if=  67 il=  87 4/18/2020  n=  20 now=    4512 end=       4378      3409      4250 U=    14.05 T=   67.5 p1=  -3.0 p2=   103.1 ed=   100 5/1/2020    x1=  67. x2=  87. y1=   .04 y2= -1.39     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4378    3409     4250    15   100 5/1/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999459 cc2=  .775852 lx=  8.40450 if=  68 il=  87 4/18/2020  n=  19 now=    4512 end=       4467      3409      4250 U=    15.00 T=   67.4 p1=  -1.0 p2=   101.0 ed=   102 5/3/2020    x1=  68. x2=  87. y1=  -.04 y2= -1.31     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4467    3409     4250    15   102 5/3/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999380 cc2=  .769964 lx=  8.41450 if=  69 il=  87 4/18/2020  n=  18 now=    4512 end=       4511      3409      4250 U=    15.18 T=   67.7 p1=    .0 p2=   100.0 ed=   103 5/4/2020    x1=  69. x2=  87. y1=  -.09 y2= -1.27     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4511    3409     4250    15   103 5/4/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999399 cc2=  .763697 lx=  8.44450 if=  70 il=  87 4/18/2020  n=  17 now=    4512 end=       4649      3409      4250 U=    16.47 T=   67.7 p1=   3.0 p2=    97.1 ed=   106 5/7/2020    x1=  70. x2=  87. y1=  -.14 y2= -1.17     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4649    3409     4250    15   106 5/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999294 cc2=  .756758 lx=  8.44450 if=  71 il=  87 4/18/2020  n=  16 now=    4512 end=       4649      3409      4250 U=    16.77 T=   67.4 p1=   3.0 p2=    97.1 ed=   106 5/7/2020    x1=  71. x2=  87. y1=  -.22 y2= -1.17     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4649    3409     4250    15   106 5/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999251 cc2=  .749251 lx=  8.42450 if=  72 il=  87 4/18/2020  n=  15 now=    4512 end=       4557      3409      4250 U=    16.11 T=   67.1 p1=   1.0 p2=    99.0 ed=   105 5/6/2020    x1=  72. x2=  87. y1=  -.31 y2= -1.24     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4557    3409     4250    15   105 5/6/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999433 cc2=  .741235 lx=  8.38450 if=  73 il=  87 4/18/2020  n=  14 now=    4512 end=       4378      3409      4250 U=    14.21 T=   67.3 p1=  -3.0 p2=   103.1 ed=   100 5/1/2020    x1=  73. x2=  87. y1=  -.40 y2= -1.39     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4378    3409     4250    15   100 5/1/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999336 cc2=  .732074 lx=  8.37450 if=  74 il=  87 4/18/2020  n=  13 now=    4512 end=       4335      3409      4250 U=    13.57 T=   67.7 p1=  -3.9 p2=   104.1 ed=    99 4/30/2020   x1=  74. x2=  87. y1=  -.47 y2= -1.43     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4335    3409     4250    15    99 4/30/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999231 cc2=  .721881 lx=  8.39450 if=  75 il=  87 4/18/2020  n=  12 now=    4512 end=       4422      3409      4250 U=    14.57 T=   67.4 p1=  -2.0 p2=   102.0 ed=   101 5/2/2020    x1=  75. x2=  87. y1=  -.52 y2= -1.35     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4422    3409     4250    15   101 5/2/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999052 cc2=  .710377 lx=  8.38450 if=  76 il=  87 4/18/2020  n=  11 now=    4512 end=       4378      3409      4250 U=    13.82 T=   67.9 p1=  -3.0 p2=   103.1 ed=   100 5/1/2020    x1=  76. x2=  87. y1=  -.59 y2= -1.39     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4378    3409     4250    15   100 5/1/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999030 cc2=  .697518 lx=  8.43450 if=  77 il=  87 4/18/2020  n=  10 now=    4512 end=       4603      3409      4250 U=    16.13 T=   67.6 p1=   2.0 p2=    98.0 ed=   105 5/6/2020    x1=  77. x2=  87. y1=  -.58 y2= -1.20     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4603    3409     4250    15   105 5/6/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .998720 cc2=  .682492 lx=  8.44450 if=  78 il=  87 4/18/2020  n=   9 now=    4512 end=       4649      3409      4250 U=    16.38 T=   67.8 p1=   3.0 p2=    97.1 ed=   106 5/7/2020    x1=  78. x2=  87. y1=  -.62 y2= -1.17     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     4649    3409     4250    15   106 5/7/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .998587 cc2=  .665254 lx=  8.55450 if=  79 il=  87 4/18/2020  n=   8 now=    4512 end=       5190      3409      4250 U=    21.12 T=   68.7 p1=  15.0 p2=    86.9 ed=   118 5/19/2020   x1=  79. x2=  87. y1=  -.49 y2=  -.87     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512     5190    3409     4250    15   118 5/19/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .998895 cc2=  .645342 lx=  9.21450 if=  80 il=  87 4/18/2020  n=   7 now=    4512 end=      10041      3409      4250 U=    50.59 T=   90.9 p1= 122.5 p2=    44.9 ed=   210 8/19/2020   x1=  80. x2=  87. y1=   .22 y2=   .08     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512    10041    3409     4250    15   210 8/19/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999074 cc2=  .621109 lx= 10.41450 if=  81 il=  87 4/18/2020  n=   6 now=    4512 end=      33339      3409      4250 U=   107.03 T=  175.2 p1= 638.9 p2=    13.5 ed=   427 3/24/2021   x1=  81. x2=  87. y1=   .88 y2=   .82     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512    -        3409     4250    15   427 3/24/2021 
AAA2     1 Italy_Puglia Confirmed cc1=  .998520 cc2=  .590271 lx= 10.41450 if=  82 il=  87 4/18/2020  n=   5 now=    4512 end=      33339      3409      4250 U=   109.67 T=  177.4 p1= 638.9 p2=    13.5 ed=   436 4/2/2021    x1=  82. x2=  87. y1=   .87 y2=   .82     
GP: Confirmed Italy_Puglia 4/18/2020        87    4512    -        3409     4250    15   436 4/2/2021  
AAA2     1 Italy_Puglia Confirmed cc1=  .999042 cc2=  .861681 lx=  8.41450 if=  36 il=  88 4/19/2020  n=  52 now=    4512 end=       4511      3529      4250 U=    14.72 T=   67.3 p1=    .0 p2=   100.0 ed=   102 5/3/2020    x1=  36. x2=  88. y1=  2.13 y2= -1.40     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4511    3529     4250    14   102 5/3/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999090 cc2=  .860415 lx=  8.40450 if=  37 il=  88 4/19/2020  n=  51 now=    4512 end=       4467      3529      4250 U=    14.85 T=   66.5 p1=  -1.0 p2=   101.0 ed=   101 5/2/2020    x1=  37. x2=  88. y1=  1.99 y2= -1.45     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4467    3529     4250    14   101 5/2/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999381 cc2=  .859353 lx=  8.39450 if=  38 il=  88 4/19/2020  n=  50 now=    4512 end=       4422      3529      4250 U=    14.39 T=   66.6 p1=  -2.0 p2=   102.0 ed=   100 5/1/2020    x1=  38. x2=  88. y1=  1.99 y2= -1.49     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4422    3529     4250    14   100 5/1/2020  
AAA2     1 Italy_Puglia Confirmed cc1=  .999536 cc2=  .858115 lx=  8.38450 if=  39 il=  88 4/19/2020  n=  49 now=    4512 end=       4378      3529      4250 U=    13.92 T=   66.6 p1=  -3.0 p2=   103.1 ed=    99 4/30/2020   x1=  39. x2=  88. y1=  1.99 y2= -1.53     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4378    3529     4250    14    99 4/30/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999575 cc2=  .856717 lx=  8.38450 if=  40 il=  88 4/19/2020  n=  48 now=    4512 end=       4378      3529      4250 U=    13.80 T=   66.8 p1=  -3.0 p2=   103.1 ed=    99 4/30/2020   x1=  40. x2=  88. y1=  1.95 y2= -1.53     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4378    3529     4250    14    99 4/30/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999589 cc2=  .855251 lx=  8.37450 if=  41 il=  88 4/19/2020  n=  47 now=    4512 end=       4335      3529      4250 U=    13.56 T=   66.6 p1=  -3.9 p2=   104.1 ed=    98 4/29/2020   x1=  41. x2=  88. y1=  1.88 y2= -1.58     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4335    3529     4250    14    98 4/29/2020 
AAA2     1 Italy_Puglia Confirmed cc1=  .999595 cc2=  .853730 lx=  8.37450 if=  42 il=  88 4/19/2020  n=  46 now=    4512 end=       4335      3529      4250 U=    13.52 T=   66.6 p1=  -3.9 p2=   104.1 ed=    98 4/29/2020   x1=  42. x2=  88. y1=  1.82 y2= -1.58     
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4335    3529     4250    14    98 4/29/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999598 cc2=  .852156 lx=  8.36450 if=  43 il=  88 4/19/2020  n=  45 now=    4512 end=       4291      3529      4250 U=    13.33 T=   66.3 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  43. x2=  88. y1=  1.74 y2= -1.63 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999601 cc2=  .852156 lx=  8.36950 if=  43 il=  88 4/19/2020  n=  45 now=    4512 end=       4291      3529      4250 U=    13.33 T=   66.3 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  43. x2=  88. y1=  1.74 y2= -1.63 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4291    3529     4250    14    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999617 cc2=  .850546 lx=  8.36450 if=  44 il=  88 4/19/2020  n=  44 now=    4512 end=       4291      3529      4250 U=    13.17 T=   66.5 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  44. x2=  88. y1=  1.71 y2= -1.63 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999618 cc2=  .850546 lx=  8.36550 if=  44 il=  88 4/19/2020  n=  44 now=    4512 end=       4291      3529      4250 U=    13.17 T=   66.5 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  44. x2=  88. y1=  1.71 y2= -1.63 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4291    3529     4250    14    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999600 cc2=  .848844 lx=  8.36450 if=  45 il=  88 4/19/2020  n=  43 now=    4512 end=       4291      3529      4250 U=    13.18 T=   66.5 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  45. x2=  88. y1=  1.63 y2= -1.63 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999600 cc2=  .848844 lx=  8.36350 if=  45 il=  88 4/19/2020  n=  43 now=    4512 end=       4291      3529      4250 U=    13.18 T=   66.5 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  45. x2=  88. y1=  1.63 y2= -1.63 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4291    3529     4250    14    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999588 cc2=  .847089 lx=  8.36450 if=  46 il=  88 4/19/2020  n=  42 now=    4512 end=       4291      3529      4250 U=    13.24 T=   66.4 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  46. x2=  88. y1=  1.54 y2= -1.63 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999589 cc2=  .847089 lx=  8.36150 if=  46 il=  88 4/19/2020  n=  42 now=    4512 end=       4291      3529      4250 U=    13.24 T=   66.4 p1=  -4.9 p2=   105.2 ed=    97 4/28/2020   x1=  46. x2=  88. y1=  1.54 y2= -1.63 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4291    3529     4250    14    97 4/28/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999603 cc2=  .845300 lx=  8.35450 if=  47 il=  88 4/19/2020  n=  41 now=    4512 end=       4249      3529      4250 U=    12.91 T=   66.3 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  47. x2=  88. y1=  1.49 y2= -1.68 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999605 cc2=  .845300 lx=  8.35750 if=  47 il=  88 4/19/2020  n=  41 now=    4512 end=       4249      3529      4250 U=    12.91 T=   66.3 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  47. x2=  88. y1=  1.49 y2= -1.68 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4249    3529     4250    14    96 4/27/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999595 cc2=  .843421 lx=  8.35450 if=  48 il=  88 4/19/2020  n=  40 now=    4512 end=       4249      3529      4250 U=    12.75 T=   66.5 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  48. x2=  88. y1=  1.45 y2= -1.68 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999595 cc2=  .843421 lx=  8.35550 if=  48 il=  88 4/19/2020  n=  40 now=    4512 end=       4249      3529      4250 U=    12.75 T=   66.5 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  48. x2=  88. y1=  1.45 y2= -1.68 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4249    3529     4250    14    96 4/27/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999564 cc2=  .841450 lx=  8.35450 if=  49 il=  88 4/19/2020  n=  39 now=    4512 end=       4249      3529      4250 U=    12.69 T=   66.6 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  49. x2=  88. y1=  1.39 y2= -1.68 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999564 cc2=  .841450 lx=  8.35450 if=  49 il=  88 4/19/2020  n=  39 now=    4512 end=       4249      3529      4250 U=    12.69 T=   66.6 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  49. x2=  88. y1=  1.39 y2= -1.68 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4249    3529     4250    14    96 4/27/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999531 cc2=  .839403 lx=  8.35450 if=  50 il=  88 4/19/2020  n=  38 now=    4512 end=       4249      3529      4250 U=    12.69 T=   66.6 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  50. x2=  88. y1=  1.31 y2= -1.68 BEST
AAA2     1 Italy_Puglia Confirmed cc1=  .999532 cc2=  .839403 lx=  8.35550 if=  50 il=  88 4/19/2020  n=  38 now=    4512 end=       4249      3529      4250 U=    12.69 T=   66.6 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  50. x2=  88. y1=  1.31 y2= -1.68 BEST
GP: Confirmed Italy_Puglia 4/19/2020        88    4512     4249    3529     4250    14    96 4/27/2020 
AAA1     1 Italy_Puglia Confirmed cc1=  .999495 cc2=  .837274 lx=  8.35450 if=  51 il=  88 4/19/2020  n=  37 now=    4512 end=       4249      3529      4250 U=    12.61 T=   66.8 p1=  -5.8 p2=   106.2 ed=    96 4/27/2020   x1=  51. x2=  88. y1=  1.25 y2= -1.68 BEST
