TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       19000.00000        9.85219
TAB:  US_New_Jersey_Hudson Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18810   14916    19303    13   110 5/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998925 cc2=  .827427 lx=  9.84219 if=  66 il=  99 4/30/2020  n=  33 now=   19000 end=      18810     14916     19303 U=    12.58 T=   80.6 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  66. x2=  99. y1=  1.16 y2= -1.46     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18810   14916    19303    13   110 5/11/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .998890 cc2=  .824813 lx=  9.85219 if=  67 il=  99 4/30/2020  n=  32 now=   19000 end=      18999     14916     19303 U=    12.76 T=   80.9 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  67. x2=  99. y1=  1.09 y2= -1.42 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998891 cc2=  .824813 lx=  9.85019 if=  67 il=  99 4/30/2020  n=  32 now=   19000 end=      18999     14916     19303 U=    12.76 T=   80.9 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  67. x2=  99. y1=  1.09 y2= -1.42 BEST
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18999   14916    19303    13   111 5/12/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .998901 cc2=  .822124 lx=  9.86219 if=  68 il=  99 4/30/2020  n=  31 now=   19000 end=      19190     14916     19303 U=    13.11 T=   80.9 p1=   1.0 p2=    99.0 ed=   111 5/12/2020   x1=  68. x2=  99. y1=   .99 y2= -1.38 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998901 cc2=  .822124 lx=  9.86019 if=  68 il=  99 4/30/2020  n=  31 now=   19000 end=      19190     14916     19303 U=    13.11 T=   80.9 p1=   1.0 p2=    99.0 ed=   111 5/12/2020   x1=  68. x2=  99. y1=   .99 y2= -1.38 BEST
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    19190   14916    19303    13   111 5/12/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .998852 cc2=  .819247 lx=  9.87219 if=  69 il=  99 4/30/2020  n=  30 now=   19000 end=      19383     14916     19303 U=    13.32 T=   81.2 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  69. x2=  99. y1=   .91 y2= -1.34 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998853 cc2=  .819247 lx=  9.86819 if=  69 il=  99 4/30/2020  n=  30 now=   19000 end=      19383     14916     19303 U=    13.32 T=   81.2 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  69. x2=  99. y1=   .91 y2= -1.34 BEST
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    19383   14916    19303    13   112 5/13/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .998829 cc2=  .816255 lx=  9.88219 if=  70 il=  99 4/30/2020  n=  29 now=   19000 end=      19578     14916     19303 U=    13.51 T=   81.4 p1=   3.0 p2=    97.0 ed=   113 5/14/2020   x1=  70. x2=  99. y1=   .84 y2= -1.30 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998830 cc2=  .816255 lx=  9.87919 if=  70 il=  99 4/30/2020  n=  29 now=   19000 end=      19578     14916     19303 U=    13.51 T=   81.4 p1=   3.0 p2=    97.0 ed=   113 5/14/2020   x1=  70. x2=  99. y1=   .84 y2= -1.30 BEST
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    19578   14916    19303    13   113 5/14/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998888 cc2=  .813193 lx=  9.89219 if=  71 il=  99 4/30/2020  n=  28 now=   19000 end=      19775     14916     19303 U=    13.74 T=   81.6 p1=   4.1 p2=    96.1 ed=   114 5/15/2020   x1=  71. x2=  99. y1=   .77 y2= -1.27     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    19775   14916    19303    13   114 5/15/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999078 cc2=  .810096 lx=  9.92219 if=  72 il=  99 4/30/2020  n=  27 now=   19000 end=      20377     14916     19303 U=    14.64 T=   81.9 p1=   7.2 p2=    93.2 ed=   116 5/17/2020   x1=  72. x2=  99. y1=   .68 y2= -1.16     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    20377   14916    19303    13   116 5/17/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999157 cc2=  .806707 lx=  9.95219 if=  73 il=  99 4/30/2020  n=  26 now=   19000 end=      20998     14916     19303 U=    15.69 T=   82.2 p1=  10.5 p2=    90.5 ed=   119 5/20/2020   x1=  73. x2=  99. y1=   .58 y2= -1.07     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    20998   14916    19303    13   119 5/20/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999076 cc2=  .802960 lx=  9.95219 if=  74 il=  99 4/30/2020  n=  25 now=   19000 end=      20998     14916     19303 U=    15.72 T=   82.1 p1=  10.5 p2=    90.5 ed=   119 5/20/2020   x1=  74. x2=  99. y1=   .52 y2= -1.07     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    20998   14916    19303    13   119 5/20/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998988 cc2=  .798988 lx=  9.97219 if=  75 il=  99 4/30/2020  n=  24 now=   19000 end=      21422     14916     19303 U=    16.26 T=   82.5 p1=  12.7 p2=    88.7 ed=   120 5/21/2020   x1=  75. x2=  99. y1=   .46 y2= -1.02     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    21422   14916    19303    13   120 5/21/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998881 cc2=  .794757 lx=  9.98219 if=  76 il=  99 4/30/2020  n=  23 now=   19000 end=      21637     14916     19303 U=    16.69 T=   82.5 p1=  13.9 p2=    87.8 ed=   121 5/22/2020   x1=  76. x2=  99. y1=   .39 y2=  -.99     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    21637   14916    19303    13   121 5/22/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998729 cc2=  .790214 lx=  9.98219 if=  77 il=  99 4/30/2020  n=  22 now=   19000 end=      21637     14916     19303 U=    16.77 T=   82.4 p1=  13.9 p2=    87.8 ed=   121 5/22/2020   x1=  77. x2=  99. y1=   .32 y2=  -.99     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    21637   14916    19303    13   121 5/22/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998550 cc2=  .785349 lx=  9.97219 if=  78 il=  99 4/30/2020  n=  21 now=   19000 end=      21422     14916     19303 U=    16.50 T=   82.2 p1=  12.7 p2=    88.7 ed=   121 5/22/2020   x1=  78. x2=  99. y1=   .26 y2= -1.02     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    21422   14916    19303    13   121 5/22/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998334 cc2=  .780117 lx=  9.97219 if=  79 il=  99 4/30/2020  n=  20 now=   19000 end=      21422     14916     19303 U=    16.61 T=   82.1 p1=  12.7 p2=    88.7 ed=   121 5/22/2020   x1=  79. x2=  99. y1=   .19 y2= -1.02     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    21422   14916    19303    13   121 5/22/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .997874 cc2=  .762172 lx=  9.89219 if=  82 il=  99 4/30/2020  n=  17 now=   19000 end=      19775     14916     19303 U=    14.37 T=   80.8 p1=   4.1 p2=    96.1 ed=   114 5/15/2020   x1=  82. x2=  99. y1=  -.08 y2= -1.27     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    19775   14916    19303    13   114 5/15/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .998010 cc2=  .755475 lx=  9.85219 if=  83 il=  99 4/30/2020  n=  16 now=   19000 end=      18999     14916     19303 U=    12.92 T=   80.7 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  83. x2=  99. y1=  -.18 y2= -1.42 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998011 cc2=  .755475 lx=  9.84819 if=  83 il=  99 4/30/2020  n=  16 now=   19000 end=      18999     14916     19303 U=    12.92 T=   80.7 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  83. x2=  99. y1=  -.18 y2= -1.42 BEST
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18999   14916    19303    13   111 5/12/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .997727 cc2=  .739528 lx=  9.80219 if=  85 il=  99 4/30/2020  n=  14 now=   19000 end=      18073     14916     19303 U=    11.08 T=   80.7 p1=  -4.9 p2=   105.1 ed=   106 5/7/2020    x1=  85. x2=  99. y1=  -.39 y2= -1.65     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18073   14916    19303    13   106 5/7/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .997677 cc2=  .730415 lx=  9.78219 if=  86 il=  99 4/30/2020  n=  13 now=   19000 end=      17715     14916     19303 U=    10.28 T=   80.9 p1=  -6.8 p2=   107.3 ed=   105 5/6/2020    x1=  86. x2=  99. y1=  -.50 y2= -1.76     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    17715   14916    19303    13   105 5/6/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .997706 cc2=  .720356 lx=  9.75219 if=  87 il=  99 4/30/2020  n=  12 now=   19000 end=      17191     14916     19303 U=     8.91 T=   81.6 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  87. x2=  99. y1=  -.60 y2= -1.95     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    17191   14916    19303    13   102 5/3/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .997157 cc2=  .708482 lx=  9.75219 if=  88 il=  99 4/30/2020  n=  11 now=   19000 end=      17191     14916     19303 U=     8.82 T=   81.8 p1=  -9.5 p2=   110.5 ed=   102 5/3/2020    x1=  88. x2=  99. y1=  -.70 y2= -1.95     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    17191   14916    19303    13   102 5/3/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .996360 cc2=  .694848 lx=  9.74219 if=  89 il=  99 4/30/2020  n=  10 now=   19000 end=      17020     14916     19303 U=     8.59 T=   81.6 p1= -10.4 p2=   111.6 ed=   101 5/2/2020    x1=  89. x2=  99. y1=  -.86 y2= -2.02     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    17020   14916    19303    13   101 5/2/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998149 cc2=  .664815 lx=  9.82219 if=  91 il=  99 4/30/2020  n=   8 now=   19000 end=      18438     14916     19303 U=    11.61 T=   81.0 p1=  -3.0 p2=   103.0 ed=   108 5/9/2020    x1=  91. x2=  99. y1=  -.86 y2= -1.55     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    18438   14916    19303    13   108 5/9/2020  
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999277 cc2=  .645724 lx= 10.14219 if=  92 il=  99 4/30/2020  n=   7 now=   19000 end=      25392     14916     19303 U=    26.29 T=   82.4 p1=  33.6 p2=    74.8 ed=   144 6/14/2020   x1=  92. x2=  99. y1=  -.36 y2=  -.63     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    25392   14916    19303    13   144 6/14/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998940 cc2=  .620976 lx= 10.24219 if=  93 il=  99 4/30/2020  n=   6 now=   19000 end=      28062     14916     19303 U=    30.65 T=   84.9 p1=  47.7 p2=    67.7 ed=   157 6/27/2020   x1=  93. x2=  99. y1=  -.26 y2=  -.46     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    28062   14916    19303    13   157 6/27/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998610 cc2=  .590362 lx= 11.85219 if=  94 il=  99 4/30/2020  n=   5 now=   19000 end=     140392     14916     19303 U=   104.72 T=  183.5 p1= 638.9 p2=    13.5 ed=   430 3/27/2021   x1=  94. x2=  99. y1=   .86 y2=   .81     
GP: Confirmed US_New_Jersey_Hudson 4/30/2020        99   19000    -       14916    19303    13   430 3/27/2021 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998391 cc2=  .863551 lx=  9.90219 if=  46 il= 100 5/1/2020   n=  54 now=   19000 end=      19974     15148     18644 U=    15.09 T=   80.6 p1=   5.1 p2=    95.1 ed=   116 5/17/2020   x1=  46. x2= 100. y1=  2.29 y2= -1.29     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19974   15148    18644     8   116 5/17/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998792 cc2=  .862709 lx=  9.89219 if=  47 il= 100 5/1/2020   n=  53 now=   19000 end=      19775     15148     18644 U=    14.67 T=   80.6 p1=   4.1 p2=    96.1 ed=   115 5/16/2020   x1=  47. x2= 100. y1=  2.29 y2= -1.32     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19775   15148    18644     8   115 5/16/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999055 cc2=  .861694 lx=  9.88219 if=  48 il= 100 5/1/2020   n=  52 now=   19000 end=      19578     15148     18644 U=    14.24 T=   80.6 p1=   3.0 p2=    97.0 ed=   114 5/15/2020   x1=  48. x2= 100. y1=  2.29 y2= -1.36     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19578   15148    18644     8   114 5/15/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999189 cc2=  .860514 lx=  9.87219 if=  49 il= 100 5/1/2020   n=  51 now=   19000 end=      19383     15148     18644 U=    13.82 T=   80.6 p1=   2.0 p2=    98.0 ed=   113 5/14/2020   x1=  49. x2= 100. y1=  2.29 y2= -1.40     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19383   15148    18644     8   113 5/14/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999212 cc2=  .859184 lx=  9.87219 if=  50 il= 100 5/1/2020   n=  50 now=   19000 end=      19383     15148     18644 U=    13.55 T=   81.0 p1=   2.0 p2=    98.0 ed=   113 5/14/2020   x1=  50. x2= 100. y1=  2.29 y2= -1.40     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19383   15148    18644     8   113 5/14/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999172 cc2=  .857751 lx=  9.86219 if=  51 il= 100 5/1/2020   n=  49 now=   19000 end=      19190     15148     18644 U=    13.69 T=   80.3 p1=   1.0 p2=    99.0 ed=   112 5/13/2020   x1=  51. x2= 100. y1=  2.14 y2= -1.44     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19190   15148    18644     8   112 5/13/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999235 cc2=  .856378 lx=  9.86219 if=  52 il= 100 5/1/2020   n=  48 now=   19000 end=      19190     15148     18644 U=    13.51 T=   80.5 p1=   1.0 p2=    99.0 ed=   112 5/13/2020   x1=  52. x2= 100. y1=  2.11 y2= -1.44     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19190   15148    18644     8   112 5/13/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999240 cc2=  .854902 lx=  9.85219 if=  53 il= 100 5/1/2020   n=  47 now=   19000 end=      18999     15148     18644 U=    13.08 T=   80.6 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  53. x2= 100. y1=  2.11 y2= -1.48     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18999   15148    18644     8   111 5/12/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999191 cc2=  .853326 lx=  9.85219 if=  54 il= 100 5/1/2020   n=  46 now=   19000 end=      18999     15148     18644 U=    13.46 T=   80.0 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  54. x2= 100. y1=  1.93 y2= -1.48     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18999   15148    18644     8   111 5/12/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999264 cc2=  .851822 lx=  9.85219 if=  55 il= 100 5/1/2020   n=  45 now=   19000 end=      18999     15148     18644 U=    13.30 T=   80.3 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  55. x2= 100. y1=  1.90 y2= -1.48     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18999   15148    18644     8   111 5/12/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999289 cc2=  .850218 lx=  9.84219 if=  56 il= 100 5/1/2020   n=  44 now=   19000 end=      18810     15148     18644 U=    13.05 T=   80.0 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  56. x2= 100. y1=  1.84 y2= -1.53     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18810   15148    18644     8   110 5/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999289 cc2=  .848533 lx=  9.84219 if=  57 il= 100 5/1/2020   n=  43 now=   19000 end=      18810     15148     18644 U=    13.06 T=   80.0 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  57. x2= 100. y1=  1.76 y2= -1.53     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18810   15148    18644     8   110 5/11/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999313 cc2=  .846815 lx=  9.83219 if=  58 il= 100 5/1/2020   n=  42 now=   19000 end=      18623     15148     18644 U=    12.70 T=   80.0 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  58. x2= 100. y1=  1.73 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999313 cc2=  .846815 lx=  9.83319 if=  58 il= 100 5/1/2020   n=  42 now=   19000 end=      18623     15148     18644 U=    12.70 T=   80.0 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  58. x2= 100. y1=  1.73 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999282 cc2=  .844979 lx=  9.83219 if=  59 il= 100 5/1/2020   n=  41 now=   19000 end=      18623     15148     18644 U=    12.67 T=   80.0 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  59. x2= 100. y1=  1.66 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999282 cc2=  .844979 lx=  9.83119 if=  59 il= 100 5/1/2020   n=  41 now=   19000 end=      18623     15148     18644 U=    12.67 T=   80.0 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  59. x2= 100. y1=  1.66 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999243 cc2=  .843069 lx=  9.83219 if=  60 il= 100 5/1/2020   n=  40 now=   19000 end=      18623     15148     18644 U=    12.56 T=   80.2 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  60. x2= 100. y1=  1.61 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999245 cc2=  .843069 lx=  9.82819 if=  60 il= 100 5/1/2020   n=  40 now=   19000 end=      18623     15148     18644 U=    12.56 T=   80.2 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  60. x2= 100. y1=  1.61 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999185 cc2=  .841072 lx=  9.83219 if=  61 il= 100 5/1/2020   n=  39 now=   19000 end=      18623     15148     18644 U=    12.58 T=   80.2 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  61. x2= 100. y1=  1.52 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999188 cc2=  .841072 lx=  9.82819 if=  61 il= 100 5/1/2020   n=  39 now=   19000 end=      18623     15148     18644 U=    12.58 T=   80.2 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  61. x2= 100. y1=  1.52 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999126 cc2=  .838998 lx=  9.82219 if=  62 il= 100 5/1/2020   n=  38 now=   19000 end=      18438     15148     18644 U=    12.25 T=   80.1 p1=  -3.0 p2=   103.0 ed=   108 5/9/2020    x1=  62. x2= 100. y1=  1.47 y2= -1.63     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18438   15148    18644     8   108 5/9/2020  
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999060 cc2=  .836838 lx=  9.83219 if=  63 il= 100 5/1/2020   n=  37 now=   19000 end=      18623     15148     18644 U=    12.21 T=   80.7 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  63. x2= 100. y1=  1.45 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999063 cc2=  .836838 lx=  9.82819 if=  63 il= 100 5/1/2020   n=  37 now=   19000 end=      18623     15148     18644 U=    12.21 T=   80.7 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  63. x2= 100. y1=  1.45 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA1     1 US_New_Jersey_Hudson Confirmed cc1=  .999103 cc2=  .834705 lx=  9.83219 if=  64 il= 100 5/1/2020   n=  36 now=   19000 end=      18623     15148     18644 U=    12.43 T=   80.4 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  64. x2= 100. y1=  1.32 y2= -1.58 BEST
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999105 cc2=  .834705 lx=  9.83619 if=  64 il= 100 5/1/2020   n=  36 now=   19000 end=      18623     15148     18644 U=    12.43 T=   80.4 p1=  -2.0 p2=   102.0 ed=   109 5/10/2020   x1=  64. x2= 100. y1=  1.32 y2= -1.58 BEST
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18623   15148    18644     8   109 5/10/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999058 cc2=  .832391 lx=  9.84219 if=  65 il= 100 5/1/2020   n=  35 now=   19000 end=      18810     15148     18644 U=    12.64 T=   80.7 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  65. x2= 100. y1=  1.24 y2= -1.53     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18810   15148    18644     8   110 5/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999014 cc2=  .829983 lx=  9.84219 if=  66 il= 100 5/1/2020   n=  34 now=   19000 end=      18810     15148     18644 U=    12.63 T=   80.7 p1=  -1.0 p2=   101.0 ed=   110 5/11/2020   x1=  66. x2= 100. y1=  1.16 y2= -1.53     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18810   15148    18644     8   110 5/11/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998986 cc2=  .827487 lx=  9.85219 if=  67 il= 100 5/1/2020   n=  33 now=   19000 end=      18999     15148     18644 U=    12.82 T=   81.0 p1=    .0 p2=   100.0 ed=   111 5/12/2020   x1=  67. x2= 100. y1=  1.09 y2= -1.48     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    18999   15148    18644     8   111 5/12/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998997 cc2=  .824919 lx=  9.86219 if=  68 il= 100 5/1/2020   n=  32 now=   19000 end=      19190     15148     18644 U=    13.18 T=   81.0 p1=   1.0 p2=    99.0 ed=   112 5/13/2020   x1=  68. x2= 100. y1=   .99 y2= -1.44     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19190   15148    18644     8   112 5/13/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998954 cc2=  .822177 lx=  9.86219 if=  69 il= 100 5/1/2020   n=  31 now=   19000 end=      19190     15148     18644 U=    13.19 T=   81.0 p1=   1.0 p2=    99.0 ed=   112 5/13/2020   x1=  69. x2= 100. y1=   .91 y2= -1.44     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19190   15148    18644     8   112 5/13/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998933 cc2=  .819328 lx=  9.87219 if=  70 il= 100 5/1/2020   n=  30 now=   19000 end=      19383     15148     18644 U=    13.39 T=   81.3 p1=   2.0 p2=    98.0 ed=   112 5/13/2020   x1=  70. x2= 100. y1=   .84 y2= -1.40     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19383   15148    18644     8   112 5/13/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .998984 cc2=  .816410 lx=  9.89219 if=  71 il= 100 5/1/2020   n=  29 now=   19000 end=      19775     15148     18644 U=    13.85 T=   81.7 p1=   4.1 p2=    96.1 ed=   114 5/15/2020   x1=  71. x2= 100. y1=   .77 y2= -1.32     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    19775   15148    18644     8   114 5/15/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999139 cc2=  .813444 lx=  9.91219 if=  72 il= 100 5/1/2020   n=  28 now=   19000 end=      20174     15148     18644 U=    14.55 T=   81.8 p1=   6.2 p2=    94.2 ed=   116 5/17/2020   x1=  72. x2= 100. y1=   .67 y2= -1.25     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    20174   15148    18644     8   116 5/17/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999190 cc2=  .810208 lx=  9.93219 if=  73 il= 100 5/1/2020   n=  27 now=   19000 end=      20582     15148     18644 U=    15.38 T=   81.8 p1=   8.3 p2=    92.3 ed=   118 5/19/2020   x1=  73. x2= 100. y1=   .57 y2= -1.18     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    20582   15148    18644     8   118 5/19/2020 
AAA2     1 US_New_Jersey_Hudson Confirmed cc1=  .999107 cc2=  .806657 lx=  9.94219 if=  74 il= 100 5/1/2020   n=  26 now=   19000 end=      20789     15148     18644 U=    15.65 T=   82.0 p1=   9.4 p2=    91.4 ed=   118 5/19/2020   x1=  74. x2= 100. y1=   .51 y2= -1.15     
GP: Confirmed US_New_Jersey_Hudson 5/1/2020        100   19000    20789   15148    18644     8   118 5/19/2020 
