TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       35306.00000       10.47181
TAB:  Portugal Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Portugal Confirmed cc1=  .999536 cc2=  .859506 lx= 10.26481 if=  49 il=  99 4/30/2020  n=  50 now=   35306 end=      28618     25045     28598 U=    13.03 T=   72.7 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  49. x2=  99. y1=  1.82 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999532 cc2=  .858111 lx= 10.26181 if=  50 il=  99 4/30/2020  n=  49 now=   35306 end=      28618     25045     28598 U=    12.77 T=   73.3 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  50. x2=  99. y1=  1.82 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999533 cc2=  .858111 lx= 10.26281 if=  50 il=  99 4/30/2020  n=  49 now=   35306 end=      28618     25045     28598 U=    12.77 T=   73.3 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  50. x2=  99. y1=  1.82 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999506 cc2=  .856649 lx= 10.26181 if=  51 il=  99 4/30/2020  n=  48 now=   35306 end=      28618     25045     28598 U=    12.88 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  51. x2=  99. y1=  1.71 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999507 cc2=  .856649 lx= 10.26381 if=  51 il=  99 4/30/2020  n=  48 now=   35306 end=      28618     25045     28598 U=    12.88 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  51. x2=  99. y1=  1.71 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999476 cc2=  .855139 lx= 10.26181 if=  52 il=  99 4/30/2020  n=  47 now=   35306 end=      28618     25045     28598 U=    12.88 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  52. x2=  99. y1=  1.64 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999477 cc2=  .855139 lx= 10.26281 if=  52 il=  99 4/30/2020  n=  47 now=   35306 end=      28618     25045     28598 U=    12.88 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  52. x2=  99. y1=  1.64 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999444 cc2=  .853579 lx= 10.26181 if=  53 il=  99 4/30/2020  n=  46 now=   35306 end=      28618     25045     28598 U=    12.87 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  53. x2=  99. y1=  1.56 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999445 cc2=  .853579 lx= 10.26281 if=  53 il=  99 4/30/2020  n=  46 now=   35306 end=      28618     25045     28598 U=    12.87 T=   73.1 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  53. x2=  99. y1=  1.56 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999410 cc2=  .851968 lx= 10.26181 if=  54 il=  99 4/30/2020  n=  45 now=   35306 end=      28618     25045     28598 U=    12.82 T=   73.2 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  54. x2=  99. y1=  1.50 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999410 cc2=  .851968 lx= 10.26181 if=  54 il=  99 4/30/2020  n=  45 now=   35306 end=      28618     25045     28598 U=    12.82 T=   73.2 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  54. x2=  99. y1=  1.50 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999370 cc2=  .850298 lx= 10.26181 if=  55 il=  99 4/30/2020  n=  44 now=   35306 end=      28618     25045     28598 U=    12.79 T=   73.2 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  55. x2=  99. y1=  1.42 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999370 cc2=  .850298 lx= 10.26181 if=  55 il=  99 4/30/2020  n=  44 now=   35306 end=      28618     25045     28598 U=    12.79 T=   73.2 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  55. x2=  99. y1=  1.42 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999326 cc2=  .848570 lx= 10.26181 if=  56 il=  99 4/30/2020  n=  43 now=   35306 end=      28618     25045     28598 U=    12.50 T=   73.8 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  56. x2=  99. y1=  1.42 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999326 cc2=  .848570 lx= 10.26181 if=  56 il=  99 4/30/2020  n=  43 now=   35306 end=      28618     25045     28598 U=    12.50 T=   73.8 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  56. x2=  99. y1=  1.42 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA1     1 Portugal Confirmed cc1=  .999366 cc2=  .846867 lx= 10.26181 if=  57 il=  99 4/30/2020  n=  42 now=   35306 end=      28618     25045     28598 U=    12.75 T=   73.3 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  57. x2=  99. y1=  1.28 y2= -2.01 BEST
AAA2     1 Portugal Confirmed cc1=  .999372 cc2=  .846867 lx= 10.26581 if=  57 il=  99 4/30/2020  n=  42 now=   35306 end=      28618     25045     28598 U=    12.75 T=   73.3 p1= -18.9 p2=   123.4 ed=   103 5/4/2020    x1=  57. x2=  99. y1=  1.28 y2= -2.01 BEST
GP: Confirmed Portugal 4/30/2020        99   35306    28618   25045    28598    10   103 5/4/2020  
AAA2     1 Portugal Confirmed cc1=  .999330 cc2=  .845027 lx= 10.27181 if=  58 il=  99 4/30/2020  n=  41 now=   35306 end=      28906     25045     28598 U=    13.02 T=   73.7 p1= -18.1 p2=   122.1 ed=   104 5/5/2020    x1=  58. x2=  99. y1=  1.21 y2= -1.94     
GP: Confirmed Portugal 4/30/2020        99   35306    28906   25045    28598    10   104 5/5/2020  
AAA2     1 Portugal Confirmed cc1=  .999297 cc2=  .843124 lx= 10.27181 if=  59 il=  99 4/30/2020  n=  40 now=   35306 end=      28906     25045     28598 U=    12.99 T=   73.8 p1= -18.1 p2=   122.1 ed=   104 5/5/2020    x1=  59. x2=  99. y1=  1.14 y2= -1.94     
GP: Confirmed Portugal 4/30/2020        99   35306    28906   25045    28598    10   104 5/5/2020  
AAA2     1 Portugal Confirmed cc1=  .999273 cc2=  .841159 lx= 10.27181 if=  60 il=  99 4/30/2020  n=  39 now=   35306 end=      28906     25045     28598 U=    12.98 T=   73.8 p1= -18.1 p2=   122.1 ed=   104 5/5/2020    x1=  60. x2=  99. y1=  1.06 y2= -1.94     
GP: Confirmed Portugal 4/30/2020        99   35306    28906   25045    28598    10   104 5/5/2020  
AAA2     1 Portugal Confirmed cc1=  .999256 cc2=  .839128 lx= 10.27181 if=  61 il=  99 4/30/2020  n=  38 now=   35306 end=      28906     25045     28598 U=    13.04 T=   73.7 p1= -18.1 p2=   122.1 ed=   104 5/5/2020    x1=  61. x2=  99. y1=   .97 y2= -1.94     
GP: Confirmed Portugal 4/30/2020        99   35306    28906   25045    28598    10   104 5/5/2020  
AAA2     1 Portugal Confirmed cc1=  .999224 cc2=  .837003 lx= 10.28181 if=  62 il=  99 4/30/2020  n=  37 now=   35306 end=      29196     25045     28598 U=    13.23 T=   74.2 p1= -17.3 p2=   120.9 ed=   105 5/6/2020    x1=  62. x2=  99. y1=   .92 y2= -1.87     
GP: Confirmed Portugal 4/30/2020        99   35306    29196   25045    28598    10   105 5/6/2020  
AAA2     1 Portugal Confirmed cc1=  .999273 cc2=  .834874 lx= 10.28181 if=  63 il=  99 4/30/2020  n=  36 now=   35306 end=      29196     25045     28598 U=    13.34 T=   74.0 p1= -17.3 p2=   120.9 ed=   105 5/6/2020    x1=  63. x2=  99. y1=   .82 y2= -1.87     
GP: Confirmed Portugal 4/30/2020        99   35306    29196   25045    28598    10   105 5/6/2020  
AAA2     1 Portugal Confirmed cc1=  .999283 cc2=  .832616 lx= 10.29181 if=  64 il=  99 4/30/2020  n=  35 now=   35306 end=      29490     25045     28598 U=    13.66 T=   74.3 p1= -16.5 p2=   119.7 ed=   106 5/7/2020    x1=  64. x2=  99. y1=   .75 y2= -1.81     
GP: Confirmed Portugal 4/30/2020        99   35306    29490   25045    28598    10   106 5/7/2020  
AAA2     1 Portugal Confirmed cc1=  .999326 cc2=  .830295 lx= 10.29181 if=  65 il=  99 4/30/2020  n=  34 now=   35306 end=      29490     25045     28598 U=    13.76 T=   74.1 p1= -16.5 p2=   119.7 ed=   106 5/7/2020    x1=  65. x2=  99. y1=   .66 y2= -1.81     
GP: Confirmed Portugal 4/30/2020        99   35306    29490   25045    28598    10   106 5/7/2020  
AAA2     1 Portugal Confirmed cc1=  .999350 cc2=  .827851 lx= 10.30181 if=  66 il=  99 4/30/2020  n=  33 now=   35306 end=      29786     25045     28598 U=    14.27 T=   74.0 p1= -15.6 p2=   118.5 ed=   107 5/8/2020    x1=  66. x2=  99. y1=   .56 y2= -1.75     
GP: Confirmed Portugal 4/30/2020        99   35306    29786   25045    28598    10   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .999310 cc2=  .825232 lx= 10.30181 if=  67 il=  99 4/30/2020  n=  32 now=   35306 end=      29786     25045     28598 U=    14.36 T=   73.8 p1= -15.6 p2=   118.5 ed=   107 5/8/2020    x1=  67. x2=  99. y1=   .48 y2= -1.75     
GP: Confirmed Portugal 4/30/2020        99   35306    29786   25045    28598    10   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .999247 cc2=  .822471 lx= 10.30181 if=  68 il=  99 4/30/2020  n=  31 now=   35306 end=      29786     25045     28598 U=    14.21 T=   74.1 p1= -15.6 p2=   118.5 ed=   107 5/8/2020    x1=  68. x2=  99. y1=   .43 y2= -1.75     
GP: Confirmed Portugal 4/30/2020        99   35306    29786   25045    28598    10   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .999251 cc2=  .819646 lx= 10.31181 if=  69 il=  99 4/30/2020  n=  30 now=   35306 end=      30085     25045     28598 U=    14.78 T=   73.9 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  69. x2=  99. y1=   .33 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .999180 cc2=  .816606 lx= 10.31181 if=  70 il=  99 4/30/2020  n=  29 now=   35306 end=      30085     25045     28598 U=    14.84 T=   73.8 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  70. x2=  99. y1=   .26 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .999093 cc2=  .813398 lx= 10.31181 if=  71 il=  99 4/30/2020  n=  28 now=   35306 end=      30085     25045     28598 U=    14.89 T=   73.8 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  71. x2=  99. y1=   .18 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998993 cc2=  .810010 lx= 10.31181 if=  72 il=  99 4/30/2020  n=  27 now=   35306 end=      30085     25045     28598 U=    14.97 T=   73.6 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  72. x2=  99. y1=   .11 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998891 cc2=  .806441 lx= 10.31181 if=  73 il=  99 4/30/2020  n=  26 now=   35306 end=      30085     25045     28598 U=    14.90 T=   73.7 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  73. x2=  99. y1=   .05 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998761 cc2=  .802645 lx= 10.31181 if=  74 il=  99 4/30/2020  n=  25 now=   35306 end=      30085     25045     28598 U=    14.91 T=   73.7 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  74. x2=  99. y1=  -.02 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998614 cc2=  .798614 lx= 10.31181 if=  75 il=  99 4/30/2020  n=  24 now=   35306 end=      30085     25045     28598 U=    14.67 T=   74.1 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  75. x2=  99. y1=  -.06 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998463 cc2=  .794339 lx= 10.31181 if=  76 il=  99 4/30/2020  n=  23 now=   35306 end=      30085     25045     28598 U=    14.63 T=   74.2 p1= -14.8 p2=   117.4 ed=   108 5/9/2020    x1=  76. x2=  99. y1=  -.12 y2= -1.70     
GP: Confirmed Portugal 4/30/2020        99   35306    30085   25045    28598    10   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998341 cc2=  .789826 lx= 10.32181 if=  77 il=  99 4/30/2020  n=  22 now=   35306 end=      30388     25045     28598 U=    15.00 T=   74.4 p1= -13.9 p2=   116.2 ed=   109 5/10/2020   x1=  77. x2=  99. y1=  -.18 y2= -1.64     
GP: Confirmed Portugal 4/30/2020        99   35306    30388   25045    28598    10   109 5/10/2020 
AAA2     1 Portugal Confirmed cc1=  .998348 cc2=  .785147 lx= 10.35181 if=  78 il=  99 4/30/2020  n=  21 now=   35306 end=      31313     25045     28598 U=    16.33 T=   74.5 p1= -11.3 p2=   112.8 ed=   113 5/14/2020   x1=  78. x2=  99. y1=  -.21 y2= -1.50     
GP: Confirmed Portugal 4/30/2020        99   35306    31313   25045    28598    10   113 5/14/2020 
AAA2     1 Portugal Confirmed cc1=  .998512 cc2=  .780294 lx= 10.39181 if=  79 il=  99 4/30/2020  n=  20 now=   35306 end=      32591     25045     28598 U=    19.23 T=   73.3 p1=  -7.7 p2=   108.3 ed=   118 5/19/2020   x1=  79. x2=  99. y1=  -.29 y2= -1.33     
GP: Confirmed Portugal 4/30/2020        99   35306    32591   25045    28598    10   118 5/19/2020 
AAA2     1 Portugal Confirmed cc1=  .998446 cc2=  .774839 lx= 10.37181 if=  80 il=  99 4/30/2020  n=  19 now=   35306 end=      31946     25045     28598 U=    18.18 T=   73.3 p1=  -9.5 p2=   110.5 ed=   116 5/17/2020   x1=  80. x2=  99. y1=  -.37 y2= -1.41     
GP: Confirmed Portugal 4/30/2020        99   35306    31946   25045    28598    10   116 5/17/2020 
AAA2     1 Portugal Confirmed cc1=  .998380 cc2=  .768964 lx= 10.34181 if=  81 il=  99 4/30/2020  n=  18 now=   35306 end=      31002     25045     28598 U=    16.74 T=   73.1 p1= -12.2 p2=   113.9 ed=   112 5/13/2020   x1=  81. x2=  99. y1=  -.47 y2= -1.54     
GP: Confirmed Portugal 4/30/2020        99   35306    31002   25045    28598    10   112 5/13/2020 
AAA2     1 Portugal Confirmed cc1=  .998470 cc2=  .762768 lx= 10.32181 if=  82 il=  99 4/30/2020  n=  17 now=   35306 end=      30388     25045     28598 U=    15.36 T=   73.8 p1= -13.9 p2=   116.2 ed=   110 5/11/2020   x1=  82. x2=  99. y1=  -.54 y2= -1.64     
GP: Confirmed Portugal 4/30/2020        99   35306    30388   25045    28598    10   110 5/11/2020 
AAA2     1 Portugal Confirmed cc1=  .998310 cc2=  .755774 lx= 10.30181 if=  83 il=  99 4/30/2020  n=  16 now=   35306 end=      29786     25045     28598 U=    14.20 T=   74.1 p1= -15.6 p2=   118.5 ed=   107 5/8/2020    x1=  83. x2=  99. y1=  -.63 y2= -1.75     
GP: Confirmed Portugal 4/30/2020        99   35306    29786   25045    28598    10   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .998035 cc2=  .748035 lx= 10.29181 if=  84 il=  99 4/30/2020  n=  15 now=   35306 end=      29490     25045     28598 U=    13.69 T=   74.2 p1= -16.5 p2=   119.7 ed=   106 5/7/2020    x1=  84. x2=  99. y1=  -.72 y2= -1.81     
GP: Confirmed Portugal 4/30/2020        99   35306    29490   25045    28598    10   106 5/7/2020  
AAA2     1 Portugal Confirmed cc1=  .997767 cc2=  .739568 lx= 10.27181 if=  85 il=  99 4/30/2020  n=  14 now=   35306 end=      28906     25045     28598 U=    12.80 T=   74.1 p1= -18.1 p2=   122.1 ed=   104 5/5/2020    x1=  85. x2=  99. y1=  -.85 y2= -1.94     
GP: Confirmed Portugal 4/30/2020        99   35306    28906   25045    28598    10   104 5/5/2020  
AAA2     1 Portugal Confirmed cc1=  .998134 cc2=  .730873 lx= 10.25181 if=  86 il=  99 4/30/2020  n=  13 now=   35306 end=      28333     25045     28598 U=    11.09 T=   75.8 p1= -19.8 p2=   124.6 ed=   101 5/2/2020    x1=  86. x2=  99. y1=  -.92 y2= -2.09     
GP: Confirmed Portugal 4/30/2020        99   35306    28333   25045    28598    10   101 5/2/2020  
AAA2     1 Portugal Confirmed cc1=  .997671 cc2=  .720321 lx= 10.25181 if=  87 il=  99 4/30/2020  n=  12 now=   35306 end=      28333     25045     28598 U=    11.09 T=   75.8 p1= -19.8 p2=   124.6 ed=   101 5/2/2020    x1=  87. x2=  99. y1= -1.01 y2= -2.09     
GP: Confirmed Portugal 4/30/2020        99   35306    28333   25045    28598    10   101 5/2/2020  
AAA2     1 Portugal Confirmed cc1=  .997078 cc2=  .708403 lx= 10.24181 if=  88 il=  99 4/30/2020  n=  11 now=   35306 end=      28051     25045     28598 U=    10.35 T=   76.5 p1= -20.5 p2=   125.9 ed=   100 5/1/2020    x1=  88. x2=  99. y1= -1.11 y2= -2.18     
GP: Confirmed Portugal 4/30/2020        99   35306    28051   25045    28598    10   100 5/1/2020  
AAA2     1 Portugal Confirmed cc1=  .996215 cc2=  .694703 lx= 10.25181 if=  89 il=  99 4/30/2020  n=  10 now=   35306 end=      28333     25045     28598 U=    11.01 T=   76.0 p1= -19.8 p2=   124.6 ed=   101 5/2/2020    x1=  89. x2=  99. y1= -1.18 y2= -2.09     
GP: Confirmed Portugal 4/30/2020        99   35306    28333   25045    28598    10   101 5/2/2020  
AAA2     1 Portugal Confirmed cc1=  .994957 cc2=  .678729 lx= 10.24181 if=  90 il=  99 4/30/2020  n=   9 now=   35306 end=      28051     25045     28598 U=    10.30 T=   76.6 p1= -20.5 p2=   125.9 ed=   100 5/1/2020    x1=  90. x2=  99. y1= -1.30 y2= -2.18     
GP: Confirmed Portugal 4/30/2020        99   35306    28051   25045    28598    10   100 5/1/2020  
AAA2     1 Portugal Confirmed cc1=  .993112 cc2=  .659779 lx= 10.25181 if=  91 il=  99 4/30/2020  n=   8 now=   35306 end=      28333     25045     28598 U=    11.09 T=   75.8 p1= -19.8 p2=   124.6 ed=   101 5/2/2020    x1=  91. x2=  99. y1= -1.37 y2= -2.09     
GP: Confirmed Portugal 4/30/2020        99   35306    28333   25045    28598    10   101 5/2/2020  
AAA2     1 Portugal Confirmed cc1=  .998889 cc2=  .870852 lx= 10.30181 if=  40 il= 100 5/1/2020   n=  60 now=   35306 end=      29786     25117     28573 U=    14.88 T=   73.7 p1= -15.6 p2=   118.5 ed=   108 5/9/2020    x1=  40. x2= 100. y1=  2.26 y2= -1.77     
GP: Confirmed Portugal 5/1/2020        100   35306    29786   25117    28573    11   108 5/9/2020  
AAA2     1 Portugal Confirmed cc1=  .998994 cc2=  .869895 lx= 10.29181 if=  41 il= 100 5/1/2020   n=  59 now=   35306 end=      29490     25117     28573 U=    14.42 T=   73.6 p1= -16.5 p2=   119.7 ed=   107 5/8/2020    x1=  41. x2= 100. y1=  2.26 y2= -1.83     
GP: Confirmed Portugal 5/1/2020        100   35306    29490   25117    28573    11   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .999012 cc2=  .868823 lx= 10.29181 if=  42 il= 100 5/1/2020   n=  58 now=   35306 end=      29490     25117     28573 U=    14.53 T=   73.4 p1= -16.5 p2=   119.7 ed=   107 5/8/2020    x1=  42. x2= 100. y1=  2.16 y2= -1.83     
GP: Confirmed Portugal 5/1/2020        100   35306    29490   25117    28573    11   107 5/8/2020  
AAA2     1 Portugal Confirmed cc1=  .999097 cc2=  .867791 lx= 10.28181 if=  43 il= 100 5/1/2020   n=  57 now=   35306 end=      29196     25117     28573 U=    14.26 T=   73.0 p1= -17.3 p2=   120.9 ed=   106 5/7/2020    x1=  43. x2= 100. y1=  2.10 y2= -1.89     
GP: Confirmed Portugal 5/1/2020        100   35306    29196   25117    28573    11   106 5/7/2020  
AAA2     1 Portugal Confirmed cc1=  .999190 cc2=  .866736 lx= 10.28181 if=  44 il= 100 5/1/2020   n=  56 now=   35306 end=      29196     25117     28573 U=    14.22 T=   73.1 p1= -17.3 p2=   120.9 ed=   106 5/7/2020    x1=  44. x2= 100. y1=  2.04 y2= -1.89     
GP: Confirmed Portugal 5/1/2020        100   35306    29196   25117    28573    11   106 5/7/2020  
AAA2     1 Portugal Confirmed cc1=  .999289 cc2=  .865659 lx= 10.27181 if=  45 il= 100 5/1/2020   n=  55 now=   35306 end=      28906     25117     28573 U=    13.93 T=   72.7 p1= -18.1 p2=   122.1 ed=   105 5/6/2020    x1=  45. x2= 100. y1=  1.98 y2= -1.96     
GP: Confirmed Portugal 5/1/2020        100   35306    28906   25117    28573    11   105 5/6/2020  
AAA2     1 Portugal Confirmed cc1=  .999408 cc2=  .864568 lx= 10.27181 if=  46 il= 100 5/1/2020   n=  54 now=   35306 end=      28906     25117     28573 U=    13.88 T=   72.8 p1= -18.1 p2=   122.1 ed=   105 5/6/2020    x1=  46. x2= 100. y1=  1.93 y2= -1.96     
GP: Confirmed Portugal 5/1/2020        100   35306    28906   25117    28573    11   105 5/6/2020  
AAA2     1 Portugal Confirmed cc1=  .999525 cc2=  .863442 lx= 10.27181 if=  47 il= 100 5/1/2020   n=  53 now=   35306 end=      28906     25117     28573 U=    13.63 T=   73.3 p1= -18.1 p2=   122.1 ed=   105 5/6/2020    x1=  47. x2= 100. y1=  1.93 y2= -1.96     
GP: Confirmed Portugal 5/1/2020        100   35306    28906   25117    28573    11   105 5/6/2020  
AAA1     1 Portugal Confirmed cc1=  .999550 cc2=  .862189 lx= 10.26181 if=  48 il= 100 5/1/2020   n=  52 now=   35306 end=      28618     25117     28573 U=    13.28 T=   73.0 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  48. x2= 100. y1=  1.88 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999555 cc2=  .862189 lx= 10.26581 if=  48 il= 100 5/1/2020   n=  52 now=   35306 end=      28618     25117     28573 U=    13.28 T=   73.0 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  48. x2= 100. y1=  1.88 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
AAA1     1 Portugal Confirmed cc1=  .999561 cc2=  .860885 lx= 10.26181 if=  49 il= 100 5/1/2020   n=  51 now=   35306 end=      28618     25117     28573 U=    13.22 T=   73.1 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  49. x2= 100. y1=  1.82 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999562 cc2=  .860885 lx= 10.26381 if=  49 il= 100 5/1/2020   n=  51 now=   35306 end=      28618     25117     28573 U=    13.22 T=   73.1 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  49. x2= 100. y1=  1.82 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
AAA1     1 Portugal Confirmed cc1=  .999559 cc2=  .859531 lx= 10.26181 if=  50 il= 100 5/1/2020   n=  50 now=   35306 end=      28618     25117     28573 U=    12.96 T=   73.6 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  50. x2= 100. y1=  1.82 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999559 cc2=  .859531 lx= 10.26281 if=  50 il= 100 5/1/2020   n=  50 now=   35306 end=      28618     25117     28573 U=    12.96 T=   73.6 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  50. x2= 100. y1=  1.82 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
AAA1     1 Portugal Confirmed cc1=  .999535 cc2=  .858114 lx= 10.26181 if=  51 il= 100 5/1/2020   n=  49 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  51. x2= 100. y1=  1.71 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999536 cc2=  .858114 lx= 10.26281 if=  51 il= 100 5/1/2020   n=  49 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  51. x2= 100. y1=  1.71 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
AAA1     1 Portugal Confirmed cc1=  .999508 cc2=  .856650 lx= 10.26181 if=  52 il= 100 5/1/2020   n=  48 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  52. x2= 100. y1=  1.64 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999508 cc2=  .856650 lx= 10.26281 if=  52 il= 100 5/1/2020   n=  48 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  52. x2= 100. y1=  1.64 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
AAA1     1 Portugal Confirmed cc1=  .999478 cc2=  .855141 lx= 10.26181 if=  53 il= 100 5/1/2020   n=  47 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  53. x2= 100. y1=  1.56 y2= -2.04 BEST
AAA2     1 Portugal Confirmed cc1=  .999478 cc2=  .855141 lx= 10.26281 if=  53 il= 100 5/1/2020   n=  47 now=   35306 end=      28618     25117     28573 U=    13.07 T=   73.4 p1= -18.9 p2=   123.4 ed=   104 5/5/2020    x1=  53. x2= 100. y1=  1.56 y2= -2.04 BEST
GP: Confirmed Portugal 5/1/2020        100   35306    28618   25117    28573    11   104 5/5/2020  
