TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       20749.00000        9.94025
TAB:  Romania Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  Romania Confirmed .            82     6633    20749    14948        7    10348    61709    24913
TAB:  Romania Confirmed 4/14/2020    83     6879    20749    13677        3     8631    46610    20051
TAB:  Romania Confirmed .            84     7216    20749    13642        3     8978    41393    16907
TAB:  Romania Confirmed 4/16/2020    85     7707    20749    14948        7    13415    42544    21080
TAB:  Romania Confirmed .            86     8067    20749    15714        9    14181    37945    21847
TAB:  Romania Confirmed 4/18/2020    87     8418    20749    16481        7    14948    34879    21080
TAB:  Romania Confirmed .            88     8746    20749    16481        7    11881    32579    21080
TAB:  Romania Confirmed 4/20/2020    89     8936    20749    15397        3     9936    28292    16914
TAB:  Romania Confirmed .            90     9242    20749    15488        4    10679    26662    17327
TAB:  Romania Confirmed 4/22/2020    91     9710    20749    16562        5    14316    26856    18247
TAB:  Romania Confirmed .            92    10096    20749    16481       11    15714    25680    20314
TAB:  Romania Confirmed 4/24/2020    93    10417    20749    17247        8    15714    24913    20314
TAB:  Romania Confirmed .            94    10635    20749    17247       10    11881    40245    20314
TAB:  Romania Confirmed 4/26/2020    95    11036    20749    18366        6    13733    59733    19690
TAB:  Romania Confirmed .            96    11339    20749    17886        5    14745    31322    18758
TAB:  Romania Confirmed 4/28/2020    97    11616    20749    17883        7    15209    25571    19220
TAB:  Romania Confirmed .            98    11978    20749    17247       13    17247    25680    20314
TAB:  Romania Confirmed 4/30/2020    99    12240    20749    18399        6    16326    25137    19781
TAB:  Romania Confirmed .           100    12567    20749    18325        8    17354    32646    20024
TAB:  Romania Confirmed 5/2/2020    101    12732    20749    18440        6    14912    21219    18760
TAB:  Romania Confirmed .           102    13163    20749    18287        9    17729    40065    20800
TAB:  Romania Confirmed 5/4/2020    103    13512    20749    18781       18    18014    34879    22613
TAB:  Romania Confirmed .           104    13837    20749    18781       21    18014    45611    23380
TAB:  Romania Confirmed 5/6/2020    105    14107    20749    18781       20    18781   133000    24147
TAB:  Romania Confirmed .           106    14499    20749    19547       17    18781    61709    26446
TAB:  Romania Confirmed 5/8/2020    107    14811    20749    19547       19    18781    73974    26446
TAB:  Romania Confirmed .           108    15131    20749    19547       15    19547   129167    29513
TAB:  Romania Confirmed 5/10/2020   109    15362    20749    20011       19    18825    57662    25644
TAB:  Romania Confirmed .           110    15588    20749    20143       14    16897    36754    23580
TAB:  Romania Confirmed 5/12/2020   111    15778    20749    20351       14    16946    30101    22982
TAB:  Romania Confirmed .           112    16002    20749    20311       17    17399    27521    22529
TAB:  Romania Confirmed 5/14/2020   113    16247    20749    20314       21    18014    25680    21847
TAB:  Romania Confirmed .           114    16437    20749    20314       21    18781    34879    22613
TAB:  Romania Confirmed 5/16/2020   115    16704    20749    21080       25    19547    24913    22613
TAB:  Romania Confirmed .           116    16871    20749    20714       20    19751    48976    22320
TAB:  Romania Confirmed 5/18/2020   117    17036    20749    20797       18    18749    24381    21565
TAB:  Romania Confirmed .           118    17191    20749    20762       17    18188    23218    21113
TAB:  Romania Confirmed 5/20/2020   119    17387    20749    20924       16    19319    22759    20924
TAB:  Romania Confirmed .           120    17585    20749    21080       37    20314    22613    21847
TAB:  Romania Confirmed 5/22/2020   121    17712    20749    21080       40    20314    70908    21847
TAB:  Romania Confirmed .           122    17857    20749    20928       21    19562    22419    21176
TAB:  Romania Confirmed 5/24/2020   123    18070    20749    21027       19    20546    36406    21988
TAB:  Romania Confirmed .           124    18283    20749    21080       39    21080    31046    23380
TAB:  Romania Confirmed 5/26/2020   125    18429    20749    21080       36    21080    32579    24147
TAB:  Romania Confirmed .           126    18594    20749    21080       29    21080   138366    25680
TAB:  Romania Confirmed 5/28/2020   127    18791    20749    21847       28    21080    37178    24913
TAB:  Romania Confirmed .           128    18982    20749    22613       29    21080    44844    25680
TAB:  Romania Confirmed 5/30/2020   129    19133    20749    22613       37    21080   126868    27979
TAB:  Romania Confirmed .           130    19257    20749    22584       32    20570    48478    25461
TAB:  Romania Confirmed 6/1/2020    131    19398    20749    22778       22    20321    34120    24669
TAB:  Romania Confirmed .           132    19517    20749    22753       29    20608    28882    23673
TAB:  Romania Confirmed 6/3/2020    133    19669    20749    21888       25    21117    28252    23816
TAB:  Romania Confirmed .           134    19907    20749    22613       37    21847    34112    26446
TAB:  Romania Confirmed 6/5/2020    135    20103    20749    23380       25    21847    81640    28746
TAB:  Romania Confirmed .           136    20290    20749    22613       29    21847    87006    29513
TAB:  Romania Confirmed 6/7/2020    137    20479    20749    22613       33    22613    57109    31046
TAB:  Romania Confirmed .           138    20604    20749    22613       31    21847    66308    31046
TAB:  Romania Confirmed 6/9/2020    139    20749    20749    22613       30    21847   149098    31046
AAA2     1 Romania Confirmed cc1=  .880934 cc2=  .547601 lx=  5.94025 if=  35 il=  43 3/5/2020   n=   8 now=   20749 end=        380         6         0 U=    22.28 T=   74.7 p1= -98.2 p2=  5460.3 ed=   127 5/28/2020   x1=  35. x2=  43. y1=  1.78 y2=  1.42     
GP: Confirmed Romania 3/5/2020         43   20749      380       6        0     0   127 5/28/2020 
AAA1     1 Romania Confirmed cc1=  .912556 cc2=  .596328 lx=  5.94025 if=  35 il=  44 3/6/2020   n=   9 now=   20749 end=        380         9       383 U=    19.49 T=   69.7 p1= -98.2 p2=  5460.3 ed=   115 5/16/2020   x1=  35. x2=  44. y1=  1.78 y2=  1.32 BEST
AAA2     1 Romania Confirmed cc1=  .912556 cc2=  .596328 lx=  5.92925 if=  35 il=  44 3/6/2020   n=   9 now=   20749 end=        380         9       383 U=    19.49 T=   69.7 p1= -98.2 p2=  5460.3 ed=   115 5/16/2020   x1=  35. x2=  44. y1=  1.78 y2=  1.32 BEST
GP: Confirmed Romania 3/6/2020         44   20749      380       9      383     2   115 5/16/2020 
AAA1     1 Romania Confirmed cc1=  .879268 cc2=  .545935 lx=  5.94025 if=  36 il=  44 3/6/2020   n=   8 now=   20749 end=        380         9       383 U=    17.32 T=   66.9 p1= -98.2 p2=  5460.3 ed=   107 5/8/2020    x1=  36. x2=  44. y1=  1.78 y2=  1.32 BEST
AAA2     1 Romania Confirmed cc1=  .879323 cc2=  .545935 lx=  5.84025 if=  36 il=  44 3/6/2020   n=   8 now=   20749 end=        380         9       383 U=    17.32 T=   66.9 p1= -98.2 p2=  5460.3 ed=   107 5/8/2020    x1=  36. x2=  44. y1=  1.78 y2=  1.32 BEST
GP: Confirmed Romania 3/6/2020         44   20749      380       9      383     2   107 5/8/2020  
AAA2     1 Romania Confirmed cc1=  .914436 cc2=  .506187 lx= 11.94025 if=  39 il=  44 3/6/2020   n=   5 now=   20749 end=     153315         9       383 U=    46.80 T=  150.5 p1= 638.9 p2=    13.5 ed=   260 10/8/2020   x1=  39. x2=  44. y1=  2.38 y2=  2.28     
GP: Confirmed Romania 3/6/2020         44   20749    -           9      383     2   260 10/8/2020 
AAA1     1 Romania Confirmed cc1=  .934146 cc2=  .632635 lx=  5.94025 if=  35 il=  45 3/7/2020   n=  10 now=   20749 end=        380         9       383 U=    21.65 T=   73.6 p1= -98.2 p2=  5460.3 ed=   124 5/25/2020   x1=  35. x2=  45. y1=  1.78 y2=  1.32 BEST
AAA2     1 Romania Confirmed cc1=  .934182 cc2=  .632635 lx=  5.84025 if=  35 il=  45 3/7/2020   n=  10 now=   20749 end=        380         9       383 U=    21.65 T=   73.6 p1= -98.2 p2=  5460.3 ed=   124 5/25/2020   x1=  35. x2=  45. y1=  1.78 y2=  1.32 BEST
GP: Confirmed Romania 3/7/2020         45   20749      380       9      383     2   124 5/25/2020 
AAA1     1 Romania Confirmed cc1=  .911853 cc2=  .595625 lx=  5.94025 if=  36 il=  45 3/7/2020   n=   9 now=   20749 end=        380         9       383 U=    19.49 T=   70.7 p1= -98.2 p2=  5460.3 ed=   116 5/17/2020   x1=  36. x2=  45. y1=  1.78 y2=  1.32 BEST
AAA2     1 Romania Confirmed cc1=  .911939 cc2=  .595625 lx=  5.84025 if=  36 il=  45 3/7/2020   n=   9 now=   20749 end=        380         9       383 U=    19.49 T=   70.7 p1= -98.2 p2=  5460.3 ed=   116 5/17/2020   x1=  36. x2=  45. y1=  1.78 y2=  1.32 BEST
GP: Confirmed Romania 3/7/2020         45   20749      380       9      383     2   116 5/17/2020 
AAA2     1 Romania Confirmed cc1=  .885808 cc2=  .552474 lx= 11.94025 if=  37 il=  45 3/7/2020   n=   8 now=   20749 end=     153315         9       383 U=    74.88 T=  215.5 p1= 638.9 p2=    13.5 ed=   392 2/17/2021   x1=  37. x2=  45. y1=  2.38 y2=  2.28     
GP: Confirmed Romania 3/7/2020         45   20749    -           9      383     2   392 2/17/2021 
AAA2     1 Romania Confirmed cc1=  .914602 cc2=  .561049 lx= 11.94025 if=  38 il=  45 3/7/2020   n=   7 now=   20749 end=     153315         9       383 U=    65.52 T=  194.2 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  38. x2=  45. y1=  2.38 y2=  2.28     
GP: Confirmed Romania 3/7/2020         45   20749    -           9      383     2   348 1/4/2021  
AAA2     1 Romania Confirmed cc1=  .942551 cc2=  .564587 lx= 11.94025 if=  39 il=  45 3/7/2020   n=   6 now=   20749 end=     153315         9       383 U=    56.16 T=  172.8 p1= 638.9 p2=    13.5 ed=   305 11/22/2020  x1=  39. x2=  45. y1=  2.38 y2=  2.28     
GP: Confirmed Romania 3/7/2020         45   20749    -           9      383     2   305 11/22/2020
AAA2     1 Romania Confirmed cc1=  .965460 cc2=  .557212 lx= 11.94025 if=  40 il=  45 3/7/2020   n=   5 now=   20749 end=     153315         9       383 U=    46.80 T=  151.5 p1= 638.9 p2=    13.5 ed=   261 10/9/2020   x1=  40. x2=  45. y1=  2.38 y2=  2.28     
GP: Confirmed Romania 3/7/2020         45   20749    -           9      383     2   261 10/9/2020 
AAA2     1 Romania Confirmed cc1=  .946243 cc2=  .657568 lx= 11.94025 if=  35 il=  46 3/8/2020   n=  11 now=   20749 end=     153315        15     13415 U=    42.77 T=  141.1 p1= 638.9 p2=    13.5 ed=   241 9/19/2020   x1=  35. x2=  46. y1=  2.48 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   241 9/19/2020 
AAA1     1 Romania Confirmed cc1=  .930037 cc2=  .628525 lx=  9.51025 if=  36 il=  46 3/8/2020   n=  10 now=   20749 end=      13497        15     13415 U=    29.84 T=  103.2 p1= -35.0 p2=   153.7 ed=   173 7/13/2020   x1=  36. x2=  46. y1=  2.25 y2=  1.92 BEST
AAA2     1 Romania Confirmed cc1=  .930037 cc2=  .628525 lx=  9.50825 if=  36 il=  46 3/8/2020   n=  10 now=   20749 end=      13497        15     13415 U=    29.84 T=  103.2 p1= -35.0 p2=   153.7 ed=   173 7/13/2020   x1=  36. x2=  46. y1=  2.25 y2=  1.92 BEST
GP: Confirmed Romania 3/8/2020         46   20749    13497      15    13415     1   173 7/13/2020 
AAA2     1 Romania Confirmed cc1=  .910274 cc2=  .594047 lx= 11.94025 if=  37 il=  46 3/8/2020   n=   9 now=   20749 end=     153315        15     13415 U=    56.01 T=  170.5 p1= 638.9 p2=    13.5 ed=   302 11/19/2020  x1=  37. x2=  46. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   302 11/19/2020
AAA2     1 Romania Confirmed cc1=  .934750 cc2=  .601416 lx= 11.94025 if=  38 il=  46 3/8/2020   n=   8 now=   20749 end=     153315        15     13415 U=    49.78 T=  156.7 p1= 638.9 p2=    13.5 ed=   274 10/22/2020  x1=  38. x2=  46. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   274 10/22/2020
AAA2     1 Romania Confirmed cc1=  .957849 cc2=  .604296 lx= 11.94025 if=  39 il=  46 3/8/2020   n=   7 now=   20749 end=     153315        15     13415 U=    43.56 T=  142.8 p1= 638.9 p2=    13.5 ed=   245 9/23/2020   x1=  39. x2=  46. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   245 9/23/2020 
AAA2     1 Romania Confirmed cc1=  .976433 cc2=  .598468 lx= 11.94025 if=  40 il=  46 3/8/2020   n=   6 now=   20749 end=     153315        15     13415 U=    37.34 T=  129.0 p1= 638.9 p2=    13.5 ed=   217 8/26/2020   x1=  40. x2=  46. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   217 8/26/2020 
AAA2     1 Romania Confirmed cc1=  .983986 cc2=  .575738 lx= 11.94025 if=  41 il=  46 3/8/2020   n=   5 now=   20749 end=     153315        15     13415 U=    31.11 T=  115.2 p1= 638.9 p2=    13.5 ed=   188 7/28/2020   x1=  41. x2=  46. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/8/2020         46   20749    -          15    13415     1   188 7/28/2020 
AAA2     1 Romania Confirmed cc1=  .957687 cc2=  .680337 lx=  9.85025 if=  35 il=  47 3/9/2020   n=  12 now=   20749 end=      18963        15       383 U=    37.33 T=  120.4 p1=  -8.6 p2=   109.4 ed=   208 8/17/2020   x1=  35. x2=  47. y1=  2.29 y2=  1.97     
GP: Confirmed Romania 3/9/2020         47   20749    18963      15      383     2   208 8/17/2020 
AAA2     1 Romania Confirmed cc1=  .946243 cc2=  .657568 lx=  8.19025 if=  36 il=  47 3/9/2020   n=  11 now=   20749 end=       3605        15       383 U=    27.40 T=   93.6 p1= -82.6 p2=   575.6 ed=   158 6/28/2020   x1=  36. x2=  47. y1=  2.10 y2=  1.70     
GP: Confirmed Romania 3/9/2020         47   20749     3605      15      383     2   158 6/28/2020 
AAA2     1 Romania Confirmed cc1=  .933352 cc2=  .631840 lx= 11.94025 if=  37 il=  47 3/9/2020   n=  10 now=   20749 end=     153315        15       383 U=    62.23 T=  185.3 p1= 638.9 p2=    13.5 ed=   332 12/19/2020  x1=  37. x2=  47. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/9/2020         47   20749    -          15      383     2   332 12/19/2020
AAA2     1 Romania Confirmed cc1=  .952272 cc2=  .636044 lx= 11.94025 if=  38 il=  47 3/9/2020   n=   9 now=   20749 end=     153315        15       383 U=    56.01 T=  171.5 p1= 638.9 p2=    13.5 ed=   303 11/20/2020  x1=  38. x2=  47. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/9/2020         47   20749    -          15      383     2   303 11/20/2020
AAA2     1 Romania Confirmed cc1=  .968682 cc2=  .635349 lx= 11.94025 if=  39 il=  47 3/9/2020   n=   8 now=   20749 end=     153315        15       383 U=    49.78 T=  157.7 p1= 638.9 p2=    13.5 ed=   275 10/23/2020  x1=  39. x2=  47. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/9/2020         47   20749    -          15      383     2   275 10/23/2020
AAA2     1 Romania Confirmed cc1=  .979698 cc2=  .626145 lx= 11.94025 if=  40 il=  47 3/9/2020   n=   7 now=   20749 end=     153315        15       383 U=    43.56 T=  143.8 p1= 638.9 p2=    13.5 ed=   246 9/24/2020   x1=  40. x2=  47. y1=  2.38 y2=  2.22     
GP: Confirmed Romania 3/9/2020         47   20749    -          15      383     2   246 9/24/2020 
AAA1     1 Romania Confirmed cc1=  .981341 cc2=  .603377 lx=  5.94025 if=  41 il=  47 3/9/2020   n=   6 now=   20749 end=        380        15       383 U=    14.85 T=   64.4 p1= -98.2 p2=  5460.3 ed=    99 4/30/2020   x1=  41. x2=  47. y1=  1.58 y2=  1.17 BEST
AAA2     1 Romania Confirmed cc1=  .981355 cc2=  .603377 lx=  5.84025 if=  41 il=  47 3/9/2020   n=   6 now=   20749 end=        380        15       383 U=    14.85 T=   64.4 p1= -98.2 p2=  5460.3 ed=    99 4/30/2020   x1=  41. x2=  47. y1=  1.58 y2=  1.17 BEST
GP: Confirmed Romania 3/9/2020         47   20749      380      15      383     2    99 4/30/2020 
AAA1     1 Romania Confirmed cc1=  .970052 cc2=  .561804 lx=  5.94025 if=  42 il=  47 3/9/2020   n=   5 now=   20749 end=        380        15       383 U=    14.58 T=   64.1 p1= -98.2 p2=  5460.3 ed=    98 4/29/2020   x1=  42. x2=  47. y1=  1.52 y2=  1.17 BEST
AAA2     1 Romania Confirmed cc1=  .970092 cc2=  .561804 lx=  5.84025 if=  42 il=  47 3/9/2020   n=   5 now=   20749 end=        380        15       383 U=    14.58 T=   64.1 p1= -98.2 p2=  5460.3 ed=    98 4/29/2020   x1=  42. x2=  47. y1=  1.52 y2=  1.17 BEST
GP: Confirmed Romania 3/9/2020         47   20749      380      15      383     2    98 4/29/2020 
AAA2     1 Romania Confirmed cc1=  .963937 cc2=  .696676 lx= 11.94025 if=  35 il=  48 3/10/2020  n=  13 now=   20749 end=     153315        25         0 U=    41.38 T=  137.6 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  35. x2=  48. y1=  2.48 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   235 9/13/2020 
AAA2     1 Romania Confirmed cc1=  .955224 cc2=  .677874 lx= 11.94025 if=  36 il=  48 3/10/2020  n=  12 now=   20749 end=     153315        25         0 U=    38.20 T=  130.7 p1= 638.9 p2=    13.5 ed=   220 8/29/2020   x1=  36. x2=  48. y1=  2.48 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   220 8/29/2020 
AAA2     1 Romania Confirmed cc1=  .944095 cc2=  .655420 lx= 11.94025 if=  37 il=  48 3/10/2020  n=  11 now=   20749 end=     153315        25         0 U=    50.55 T=  157.5 p1= 638.9 p2=    13.5 ed=   276 10/24/2020  x1=  37. x2=  48. y1=  2.38 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   276 10/24/2020
AAA2     1 Romania Confirmed cc1=  .960518 cc2=  .659007 lx= 11.94025 if=  38 il=  48 3/10/2020  n=  10 now=   20749 end=     153315        25         0 U=    45.95 T=  147.5 p1= 638.9 p2=    13.5 ed=   255 10/3/2020   x1=  38. x2=  48. y1=  2.38 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   255 10/3/2020 
AAA2     1 Romania Confirmed cc1=  .974610 cc2=  .658382 lx= 11.94025 if=  39 il=  48 3/10/2020  n=   9 now=   20749 end=     153315        25         0 U=    41.36 T=  137.6 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  39. x2=  48. y1=  2.38 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   235 9/13/2020 
AAA2     1 Romania Confirmed cc1=  .984235 cc2=  .650901 lx= 11.94025 if=  40 il=  48 3/10/2020  n=   8 now=   20749 end=     153315        25         0 U=    36.76 T=  127.6 p1= 638.9 p2=    13.5 ed=   214 8/23/2020   x1=  40. x2=  48. y1=  2.38 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   214 8/23/2020 
AAA2     1 Romania Confirmed cc1=  .986143 cc2=  .632590 lx= 11.94025 if=  41 il=  48 3/10/2020  n=   7 now=   20749 end=     153315        25         0 U=    32.17 T=  117.7 p1= 638.9 p2=    13.5 ed=   193 8/2/2020    x1=  41. x2=  48. y1=  2.38 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   193 8/2/2020  
AAA2     1 Romania Confirmed cc1=  .979146 cc2=  .601182 lx= 11.94025 if=  42 il=  48 3/10/2020  n=   6 now=   20749 end=     153315        25         0 U=    31.46 T=  116.1 p1= 638.9 p2=    13.5 ed=   190 7/30/2020   x1=  42. x2=  48. y1=  2.36 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   190 7/30/2020 
AAA2     1 Romania Confirmed cc1=  .966921 cc2=  .558672 lx= 11.94025 if=  43 il=  48 3/10/2020  n=   5 now=   20749 end=     153315        25         0 U=    32.99 T=  119.5 p1= 638.9 p2=    13.5 ed=   197 8/6/2020    x1=  43. x2=  48. y1=  2.32 y2=  2.17     
GP: Confirmed Romania 3/10/2020        48   20749    -          25        0     0   197 8/6/2020  
AAA2     1 Romania Confirmed cc1=  .961488 cc2=  .703289 lx= 11.94025 if=  35 il=  49 3/11/2020  n=  14 now=   20749 end=     153315        45         0 U=    36.47 T=  125.4 p1= 638.9 p2=    13.5 ed=   211 8/20/2020   x1=  35. x2=  49. y1=  2.48 y2=  2.10     
GP: Confirmed Romania 3/11/2020        49   20749    -          45        0     0   211 8/20/2020 
AAA2     1 Romania Confirmed cc1=  .954144 cc2=  .686883 lx= 11.94025 if=  36 il=  49 3/11/2020  n=  13 now=   20749 end=     153315        45         0 U=    33.86 T=  120.0 p1= 638.9 p2=    13.5 ed=   199 8/8/2020    x1=  36. x2=  49. y1=  2.48 y2=  2.10     
GP: Confirmed Romania 3/11/2020        49   20749    -          45        0     0   199 8/8/2020  
AAA2     1 Romania Confirmed cc1=  .942333 cc2=  .664982 lx= 11.94025 if=  37 il=  49 3/11/2020  n=  12 now=   20749 end=     153315        45         0 U=    41.75 T=  136.5 p1= 638.9 p2=    13.5 ed=   235 9/13/2020   x1=  37. x2=  49. y1=  2.38 y2=  2.10     
GP: Confirmed Romania 3/11/2020        49   20749    -          45        0     0   235 9/13/2020 
