TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9059.00000        9.11151
TAB:  US_New_Jersey_Ocean Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998003 cc2=  .853665 lx=  9.00151 if=  57 il= 104 5/5/2020   n=  47 now=    9059 end=       8115      7060      8199 U=    12.78 T=   78.8 p1= -10.4 p2=   111.6 ed=   108 5/9/2020    x1=  57. x2= 104. y1=  1.71 y2= -1.97 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8115    7060     8199     8   108 5/9/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997909 cc2=  .852044 lx=  9.00151 if=  58 il= 104 5/5/2020   n=  46 now=    9059 end=       8115      7060      8199 U=    12.77 T=   78.8 p1= -10.4 p2=   111.6 ed=   108 5/9/2020    x1=  58. x2= 104. y1=  1.63 y2= -1.97 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997911 cc2=  .852044 lx=  9.00351 if=  58 il= 104 5/5/2020   n=  46 now=    9059 end=       8115      7060      8199 U=    12.77 T=   78.8 p1= -10.4 p2=   111.6 ed=   108 5/9/2020    x1=  58. x2= 104. y1=  1.63 y2= -1.97 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8115    7060     8199     8   108 5/9/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997761 cc2=  .847005 lx=  9.01151 if=  61 il= 104 5/5/2020   n=  43 now=    9059 end=       8196      7060      8199 U=    13.04 T=   79.2 p1=  -9.5 p2=   110.5 ed=   109 5/10/2020   x1=  61. x2= 104. y1=  1.40 y2= -1.90 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997764 cc2=  .847005 lx=  9.01451 if=  61 il= 104 5/5/2020   n=  43 now=    9059 end=       8196      7060      8199 U=    13.04 T=   79.2 p1=  -9.5 p2=   110.5 ed=   109 5/10/2020   x1=  61. x2= 104. y1=  1.40 y2= -1.90 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8196    7060     8199     8   109 5/10/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997720 cc2=  .845221 lx=  9.02151 if=  62 il= 104 5/5/2020   n=  42 now=    9059 end=       8279      7060      8199 U=    13.21 T=   79.7 p1=  -8.6 p2=   109.4 ed=   110 5/11/2020   x1=  62. x2= 104. y1=  1.34 y2= -1.84 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997721 cc2=  .845221 lx=  9.01951 if=  62 il= 104 5/5/2020   n=  42 now=    9059 end=       8279      7060      8199 U=    13.21 T=   79.7 p1=  -8.6 p2=   109.4 ed=   110 5/11/2020   x1=  62. x2= 104. y1=  1.34 y2= -1.84 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8279    7060     8199     8   110 5/11/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997779 cc2=  .843476 lx=  9.03151 if=  63 il= 104 5/5/2020   n=  41 now=    9059 end=       8362      7060      8199 U=    13.38 T=   80.2 p1=  -7.7 p2=   108.3 ed=   111 5/12/2020   x1=  63. x2= 104. y1=  1.29 y2= -1.78 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997786 cc2=  .843476 lx=  9.02651 if=  63 il= 104 5/5/2020   n=  41 now=    9059 end=       8362      7060      8199 U=    13.38 T=   80.2 p1=  -7.7 p2=   108.3 ed=   111 5/12/2020   x1=  63. x2= 104. y1=  1.29 y2= -1.78 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8362    7060     8199     8   111 5/12/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998056 cc2=  .841882 lx=  9.04151 if=  64 il= 104 5/5/2020   n=  40 now=    9059 end=       8446      7060      8199 U=    14.07 T=   79.8 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  64. x2= 104. y1=  1.12 y2= -1.72     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8446    7060     8199     8   113 5/14/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998023 cc2=  .839909 lx=  9.04151 if=  65 il= 104 5/5/2020   n=  39 now=    9059 end=       8446      7060      8199 U=    14.08 T=   79.8 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  65. x2= 104. y1=  1.05 y2= -1.72     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8446    7060     8199     8   113 5/14/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998020 cc2=  .837891 lx=  9.05151 if=  66 il= 104 5/5/2020   n=  38 now=    9059 end=       8531      7060      8199 U=    14.47 T=   79.9 p1=  -5.8 p2=   106.2 ed=   114 5/15/2020   x1=  66. x2= 104. y1=   .96 y2= -1.66     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8531    7060     8199     8   114 5/15/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997973 cc2=  .835752 lx=  9.06151 if=  67 il= 104 5/5/2020   n=  37 now=    9059 end=       8617      7060      8199 U=    14.80 T=   80.1 p1=  -4.9 p2=   105.1 ed=   115 5/16/2020   x1=  67. x2= 104. y1=   .89 y2= -1.61     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8617    7060     8199     8   115 5/16/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997935 cc2=  .833536 lx=  9.06151 if=  68 il= 104 5/5/2020   n=  36 now=    9059 end=       8617      7060      8199 U=    14.75 T=   80.2 p1=  -4.9 p2=   105.1 ed=   115 5/16/2020   x1=  68. x2= 104. y1=   .83 y2= -1.61     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8617    7060     8199     8   115 5/16/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997994 cc2=  .831327 lx=  9.07151 if=  69 il= 104 5/5/2020   n=  35 now=    9059 end=       8703      7060      8199 U=    15.05 T=   80.5 p1=  -3.9 p2=   104.1 ed=   115 5/16/2020   x1=  69. x2= 104. y1=   .76 y2= -1.56     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8703    7060     8199     8   115 5/16/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998160 cc2=  .829129 lx=  9.09151 if=  70 il= 104 5/5/2020   n=  34 now=    9059 end=       8879      7060      8199 U=    15.72 T=   80.8 p1=  -2.0 p2=   102.0 ed=   117 5/18/2020   x1=  70. x2= 104. y1=   .69 y2= -1.47     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8879    7060     8199     8   117 5/18/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998384 cc2=  .826885 lx=  9.11151 if=  71 il= 104 5/5/2020   n=  33 now=    9059 end=       9058      7060      8199 U=    16.30 T=   81.4 p1=    .0 p2=   100.0 ed=   119 5/20/2020   x1=  71. x2= 104. y1=   .64 y2= -1.39     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9058    7060     8199     8   119 5/20/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998876 cc2=  .824799 lx=  9.14151 if=  72 il= 104 5/5/2020   n=  32 now=    9059 end=       9334      7060      8199 U=    17.65 T=   81.5 p1=   3.0 p2=    97.1 ed=   123 5/24/2020   x1=  72. x2= 104. y1=   .54 y2= -1.28     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9334    7060     8199     8   123 5/24/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .999106 cc2=  .822329 lx=  9.17151 if=  73 il= 104 5/5/2020   n=  31 now=    9059 end=       9619      7060      8199 U=    19.09 T=   81.6 p1=   6.2 p2=    94.2 ed=   126 5/27/2020   x1=  73. x2= 104. y1=   .45 y2= -1.17     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9619    7060     8199     8   126 5/27/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .999093 cc2=  .819488 lx=  9.18151 if=  74 il= 104 5/5/2020   n=  30 now=    9059 end=       9715      7060      8199 U=    19.43 T=   81.8 p1=   7.2 p2=    93.2 ed=   127 5/28/2020   x1=  74. x2= 104. y1=   .40 y2= -1.14     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9715    7060     8199     8   127 5/28/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .999117 cc2=  .816543 lx=  9.20151 if=  75 il= 104 5/5/2020   n=  29 now=    9059 end=       9912      7060      8199 U=    20.17 T=   82.2 p1=   9.4 p2=    91.4 ed=   129 5/30/2020   x1=  75. x2= 104. y1=   .36 y2= -1.08     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9912    7060     8199     8   129 5/30/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .999157 cc2=  .813461 lx=  9.22151 if=  76 il= 104 5/5/2020   n=  28 now=    9059 end=      10112      7060      8199 U=    21.24 T=   82.3 p1=  11.6 p2=    89.6 ed=   132 6/2/2020    x1=  76. x2= 104. y1=   .29 y2= -1.02     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    10112    7060     8199     8   132 6/2/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .999083 cc2=  .810101 lx=  9.23151 if=  77 il= 104 5/5/2020   n=  27 now=    9059 end=      10213      7060      8199 U=    21.80 T=   82.3 p1=  12.7 p2=    88.7 ed=   133 6/3/2020    x1=  77. x2= 104. y1=   .24 y2= -1.00     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    10213    7060     8199     8   133 6/3/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998977 cc2=  .806527 lx=  9.23151 if=  78 il= 104 5/5/2020   n=  26 now=    9059 end=      10213      7060      8199 U=    22.15 T=   81.9 p1=  12.7 p2=    88.7 ed=   134 6/4/2020    x1=  78. x2= 104. y1=   .18 y2= -1.00     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    10213    7060     8199     8   134 6/4/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998920 cc2=  .802804 lx=  9.22151 if=  79 il= 104 5/5/2020   n=  25 now=    9059 end=      10112      7060      8199 U=    21.83 T=   81.7 p1=  11.6 p2=    89.6 ed=   133 6/3/2020    x1=  79. x2= 104. y1=   .12 y2= -1.02     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    10112    7060     8199     8   133 6/3/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998918 cc2=  .798918 lx=  9.20151 if=  80 il= 104 5/5/2020   n=  24 now=    9059 end=       9912      7060      8199 U=    20.91 T=   81.4 p1=   9.4 p2=    91.4 ed=   130 5/31/2020   x1=  80. x2= 104. y1=   .07 y2= -1.08     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9912    7060     8199     8   130 5/31/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998883 cc2=  .794759 lx=  9.18151 if=  81 il= 104 5/5/2020   n=  23 now=    9059 end=       9715      7060      8199 U=    20.05 T=   81.1 p1=   7.2 p2=    93.2 ed=   128 5/29/2020   x1=  81. x2= 104. y1=   .01 y2= -1.14     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9715    7060     8199     8   128 5/29/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998834 cc2=  .790320 lx=  9.16151 if=  82 il= 104 5/5/2020   n=  22 now=    9059 end=       9523      7060      8199 U=    18.63 T=   81.5 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  82. x2= 104. y1=  -.03 y2= -1.21     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9523    7060     8199     8   125 5/26/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998724 cc2=  .785523 lx=  9.18151 if=  83 il= 104 5/5/2020   n=  21 now=    9059 end=       9715      7060      8199 U=    19.64 T=   81.6 p1=   7.2 p2=    93.2 ed=   127 5/28/2020   x1=  83. x2= 104. y1=  -.07 y2= -1.14     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9715    7060     8199     8   127 5/28/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998313 cc2=  .774706 lx=  9.19151 if=  85 il= 104 5/5/2020   n=  19 now=    9059 end=       9813      7060      8199 U=    20.51 T=   81.2 p1=   8.3 p2=    92.3 ed=   129 5/30/2020   x1=  85. x2= 104. y1=  -.18 y2= -1.11     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9813    7060     8199     8   129 5/30/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998156 cc2=  .768740 lx=  9.16151 if=  86 il= 104 5/5/2020   n=  18 now=    9059 end=       9523      7060      8199 U=    19.14 T=   80.9 p1=   5.1 p2=    95.1 ed=   126 5/27/2020   x1=  86. x2= 104. y1=  -.27 y2= -1.21     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9523    7060     8199     8   126 5/27/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997955 cc2=  .762253 lx=  9.14151 if=  87 il= 104 5/5/2020   n=  17 now=    9059 end=       9334      7060      8199 U=    17.98 T=   81.1 p1=   3.0 p2=    97.1 ed=   123 5/24/2020   x1=  87. x2= 104. y1=  -.33 y2= -1.28     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9334    7060     8199     8   123 5/24/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997589 cc2=  .755053 lx=  9.14151 if=  88 il= 104 5/5/2020   n=  16 now=    9059 end=       9334      7060      8199 U=    17.49 T=   81.7 p1=   3.0 p2=    97.1 ed=   122 5/23/2020   x1=  88. x2= 104. y1=  -.36 y2= -1.28     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9334    7060     8199     8   122 5/23/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997346 cc2=  .747346 lx=  9.17151 if=  89 il= 104 5/5/2020   n=  15 now=    9059 end=       9619      7060      8199 U=    19.00 T=   81.7 p1=   6.2 p2=    94.2 ed=   126 5/27/2020   x1=  89. x2= 104. y1=  -.38 y2= -1.17     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     9619    7060     8199     8   126 5/27/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996978 cc2=  .738779 lx=  9.22151 if=  90 il= 104 5/5/2020   n=  14 now=    9059 end=      10112      7060      8199 U=    21.26 T=   82.2 p1=  11.6 p2=    89.6 ed=   132 6/2/2020    x1=  90. x2= 104. y1=  -.37 y2= -1.02     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    10112    7060     8199     8   132 6/2/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996713 cc2=  .729451 lx=  9.32151 if=  91 il= 104 5/5/2020   n=  13 now=    9059 end=      11175      7060      8199 U=    25.91 T=   83.8 p1=  23.4 p2=    81.1 ed=   144 6/14/2020   x1=  91. x2= 104. y1=  -.28 y2=  -.78     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    11175    7060     8199     8   144 6/14/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996851 cc2=  .719501 lx=  9.68151 if=  92 il= 104 5/5/2020   n=  12 now=    9059 end=      16018      7060      8199 U=    43.55 T=   95.3 p1=  76.8 p2=    56.6 ed=   198 8/7/2020    x1=  92. x2= 104. y1=   .08 y2=  -.20     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    16018    7060     8199     8   198 8/7/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996478 cc2=  .694966 lx= 11.11151 if=  94 il= 104 5/5/2020   n=  10 now=    9059 end=      66937      7060      8199 U=   120.46 T=  201.6 p1= 638.9 p2=    13.5 ed=   485 5/21/2021   x1=  94. x2= 104. y1=   .89 y2=   .81     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    -        7060     8199     8   485 5/21/2021 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .995587 cc2=  .679360 lx= 11.11151 if=  95 il= 104 5/5/2020   n=   9 now=    9059 end=      66937      7060      8199 U=   124.20 T=  204.7 p1= 638.9 p2=    13.5 ed=   497 6/2/2021    x1=  95. x2= 104. y1=   .88 y2=   .81     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    -        7060     8199     8   497 6/2/2021  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996582 cc2=  .663248 lx= 11.11151 if=  96 il= 104 5/5/2020   n=   8 now=    9059 end=      66937      7060      8199 U=   117.35 T=  199.1 p1= 638.9 p2=    13.5 ed=   476 5/12/2021   x1=  96. x2= 104. y1=   .88 y2=   .81     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    -        7060     8199     8   476 5/12/2021 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .995529 cc2=  .641975 lx= 10.32151 if=  97 il= 104 5/5/2020   n=   7 now=    9059 end=      30379      7060      8199 U=    77.56 T=  133.3 p1= 235.3 p2=    29.8 ed=   316 12/3/2020   x1=  97. x2= 104. y1=   .47 y2=   .38     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059    -        7060     8199     8   316 12/3/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .995634 cc2=  .617669 lx=  9.03151 if=  98 il= 104 5/5/2020   n=   6 now=    9059 end=       8362      7060      8199 U=    11.10 T=   84.3 p1=  -7.7 p2=   108.3 ed=   110 5/11/2020   x1=  98. x2= 104. y1= -1.24 y2= -1.78 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .995634 cc2=  .617669 lx=  9.03551 if=  98 il= 104 5/5/2020   n=   6 now=    9059 end=       8362      7060      8199 U=    11.10 T=   84.3 p1=  -7.7 p2=   108.3 ed=   110 5/11/2020   x1=  98. x2= 104. y1= -1.24 y2= -1.78 BEST
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     8362    7060     8199     8   110 5/11/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .996900 cc2=  .588652 lx=  8.92151 if=  99 il= 104 5/5/2020   n=   5 now=    9059 end=       7491      7060      8199 U=     5.00 T=   89.9 p1= -17.3 p2=   120.9 ed=   101 5/2/2020    x1=  99. x2= 104. y1= -1.82 y2= -2.82     
GP: Confirmed US_New_Jersey_Ocean 5/5/2020        104    9059     7491    7060     8199     8   101 5/2/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997812 cc2=  .862972 lx=  8.98151 if=  51 il= 105 5/6/2020   n=  54 now=    9059 end=       7954      7125      8199 U=    12.27 T=   77.9 p1= -12.2 p2=   113.9 ed=   106 5/7/2020    x1=  51. x2= 105. y1=  2.20 y2= -2.21     
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     7954    7125     8199    10   106 5/7/2020  
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997689 cc2=  .861606 lx=  8.98151 if=  52 il= 105 5/6/2020   n=  53 now=    9059 end=       7954      7125      8199 U=    12.04 T=   78.4 p1= -12.2 p2=   113.9 ed=   106 5/7/2020    x1=  52. x2= 105. y1=  2.20 y2= -2.21     
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     7954    7125     8199    10   106 5/7/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997589 cc2=  .860229 lx=  8.99151 if=  53 il= 105 5/6/2020   n=  52 now=    9059 end=       8034      7125      8199 U=    12.05 T=   79.5 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  53. x2= 105. y1=  2.20 y2= -2.12 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997600 cc2=  .860229 lx=  8.98651 if=  53 il= 105 5/6/2020   n=  52 now=    9059 end=       8034      7125      8199 U=    12.05 T=   79.5 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  53. x2= 105. y1=  2.20 y2= -2.12 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8034    7125     8199    10   107 5/8/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997662 cc2=  .858987 lx=  8.99151 if=  54 il= 105 5/6/2020   n=  51 now=    9059 end=       8034      7125      8199 U=    12.19 T=   79.2 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  54. x2= 105. y1=  2.07 y2= -2.12 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997662 cc2=  .858987 lx=  8.99051 if=  54 il= 105 5/6/2020   n=  51 now=    9059 end=       8034      7125      8199 U=    12.19 T=   79.2 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  54. x2= 105. y1=  2.07 y2= -2.12 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8034    7125     8199    10   107 5/8/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997658 cc2=  .857630 lx=  8.99151 if=  55 il= 105 5/6/2020   n=  50 now=    9059 end=       8034      7125      8199 U=    12.05 T=   79.5 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  55. x2= 105. y1=  2.03 y2= -2.12 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997661 cc2=  .857630 lx=  8.99451 if=  55 il= 105 5/6/2020   n=  50 now=    9059 end=       8034      7125      8199 U=    12.05 T=   79.5 p1= -11.3 p2=   112.8 ed=   107 5/8/2020    x1=  55. x2= 105. y1=  2.03 y2= -2.12 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8034    7125     8199    10   107 5/8/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997832 cc2=  .856410 lx=  9.00151 if=  56 il= 105 5/6/2020   n=  49 now=    9059 end=       8115      7125      8199 U=    12.33 T=   79.9 p1= -10.4 p2=   111.6 ed=   108 5/9/2020    x1=  56. x2= 105. y1=  1.93 y2= -2.04 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997832 cc2=  .856410 lx=  9.00051 if=  56 il= 105 5/6/2020   n=  49 now=    9059 end=       8115      7125      8199 U=    12.33 T=   79.9 p1= -10.4 p2=   111.6 ed=   108 5/9/2020    x1=  56. x2= 105. y1=  1.93 y2= -2.04 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8115    7125     8199    10   108 5/9/2020  
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .998056 cc2=  .855199 lx=  9.01151 if=  57 il= 105 5/6/2020   n=  48 now=    9059 end=       8196      7125      8199 U=    13.07 T=   79.3 p1=  -9.5 p2=   110.5 ed=   110 5/11/2020   x1=  57. x2= 105. y1=  1.71 y2= -1.97 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998062 cc2=  .855199 lx=  9.00751 if=  57 il= 105 5/6/2020   n=  48 now=    9059 end=       8196      7125      8199 U=    13.07 T=   79.3 p1=  -9.5 p2=   110.5 ed=   110 5/11/2020   x1=  57. x2= 105. y1=  1.71 y2= -1.97 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8196    7125     8199    10   110 5/11/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997977 cc2=  .853640 lx=  9.01151 if=  58 il= 105 5/6/2020   n=  47 now=    9059 end=       8196      7125      8199 U=    13.06 T=   79.3 p1=  -9.5 p2=   110.5 ed=   110 5/11/2020   x1=  58. x2= 105. y1=  1.63 y2= -1.97 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997979 cc2=  .853640 lx=  9.00951 if=  58 il= 105 5/6/2020   n=  47 now=    9059 end=       8196      7125      8199 U=    13.06 T=   79.3 p1=  -9.5 p2=   110.5 ed=   110 5/11/2020   x1=  58. x2= 105. y1=  1.63 y2= -1.97 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8196    7125     8199    10   110 5/11/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997859 cc2=  .848788 lx=  9.02151 if=  61 il= 105 5/6/2020   n=  44 now=    9059 end=       8279      7125      8199 U=    13.35 T=   79.7 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  61. x2= 105. y1=  1.40 y2= -1.90 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997860 cc2=  .848788 lx=  9.02051 if=  61 il= 105 5/6/2020   n=  44 now=    9059 end=       8279      7125      8199 U=    13.35 T=   79.7 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  61. x2= 105. y1=  1.40 y2= -1.90 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8279    7125     8199    10   111 5/12/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997823 cc2=  .847068 lx=  9.02151 if=  62 il= 105 5/6/2020   n=  43 now=    9059 end=       8279      7125      8199 U=    13.28 T=   79.8 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  62. x2= 105. y1=  1.34 y2= -1.90 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997827 cc2=  .847068 lx=  9.02451 if=  62 il= 105 5/6/2020   n=  43 now=    9059 end=       8279      7125      8199 U=    13.28 T=   79.8 p1=  -8.6 p2=   109.4 ed=   111 5/12/2020   x1=  62. x2= 105. y1=  1.34 y2= -1.90 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8279    7125     8199    10   111 5/12/2020 
AAA1     1 US_New_Jersey_Ocean Confirmed cc1=  .997898 cc2=  .845400 lx=  9.03151 if=  63 il= 105 5/6/2020   n=  42 now=    9059 end=       8362      7125      8199 U=    13.46 T=   80.3 p1=  -7.7 p2=   108.3 ed=   112 5/13/2020   x1=  63. x2= 105. y1=  1.29 y2= -1.83 BEST
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .997898 cc2=  .845400 lx=  9.03151 if=  63 il= 105 5/6/2020   n=  42 now=    9059 end=       8362      7125      8199 U=    13.46 T=   80.3 p1=  -7.7 p2=   108.3 ed=   112 5/13/2020   x1=  63. x2= 105. y1=  1.29 y2= -1.83 BEST
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8362    7125     8199    10   112 5/13/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998167 cc2=  .843864 lx=  9.04151 if=  64 il= 105 5/6/2020   n=  41 now=    9059 end=       8446      7125      8199 U=    14.16 T=   79.9 p1=  -6.8 p2=   107.3 ed=   113 5/14/2020   x1=  64. x2= 105. y1=  1.12 y2= -1.77     
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8446    7125     8199    10   113 5/14/2020 
AAA2     1 US_New_Jersey_Ocean Confirmed cc1=  .998140 cc2=  .841966 lx=  9.05151 if=  65 il= 105 5/6/2020   n=  40 now=    9059 end=       8531      7125      8199 U=    14.45 T=   80.2 p1=  -5.8 p2=   106.2 ed=   114 5/15/2020   x1=  65. x2= 105. y1=  1.05 y2= -1.71     
GP: Confirmed US_New_Jersey_Ocean 5/6/2020        105    9059     8531    7125     8199    10   114 5/15/2020 
