TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       10025.00000        9.21284
TAB:  Moldova Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Moldova 4/23/2020        92   10025     4735    2926     4259     8   115 5/16/2020 
AAA2     1 Moldova Confirmed cc1=  .996792 cc2=  .680565 lx=  9.61284 if=  83 il=  92 4/23/2020  n=   9 now=   10025 end=      14955      2926      4259 U=    39.79 T=  111.5 p1=  49.2 p2=    67.0 ed=   205 8/14/2020   x1=  83. x2=  92. y1=   .72 y2=   .49     
GP: Confirmed Moldova 4/23/2020        92   10025    14955    2926     4259     8   205 8/14/2020 
AAA2     1 Moldova Confirmed cc1=  .996187 cc2=  .662853 lx= 11.21284 if=  84 il=  92 4/23/2020  n=   8 now=   10025 end=      74075      2926      4259 U=    76.49 T=  181.7 p1= 638.9 p2=    13.5 ed=   362 1/18/2021   x1=  84. x2=  92. y1=  1.28 y2=  1.17     
GP: Confirmed Moldova 4/23/2020        92   10025    -        2926     4259     8   362 1/18/2021 
AAA1     1 Moldova Confirmed cc1=  .998416 cc2=  .854078 lx=  8.88284 if=  46 il=  93 4/24/2020  n=  47 now=   10025 end=       7207      3110      7222 U=    19.93 T=   89.5 p1= -28.1 p2=   139.1 ed=   136 6/6/2020    x1=  46. x2=  93. y1=  2.18 y2=  -.17 BEST
AAA2     1 Moldova Confirmed cc1=  .998416 cc2=  .854078 lx=  8.87884 if=  46 il=  93 4/24/2020  n=  47 now=   10025 end=       7207      3110      7222 U=    19.93 T=   89.5 p1= -28.1 p2=   139.1 ed=   136 6/6/2020    x1=  46. x2=  93. y1=  2.18 y2=  -.17 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7207    3110     7222     8   136 6/6/2020  
AAA1     1 Moldova Confirmed cc1=  .998317 cc2=  .852452 lx=  8.87284 if=  47 il=  93 4/24/2020  n=  46 now=   10025 end=       7135      3110      7222 U=    19.42 T=   89.4 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  47. x2=  93. y1=  2.18 y2=  -.19 BEST
AAA2     1 Moldova Confirmed cc1=  .998317 cc2=  .852452 lx=  8.87284 if=  47 il=  93 4/24/2020  n=  46 now=   10025 end=       7135      3110      7222 U=    19.42 T=   89.4 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  47. x2=  93. y1=  2.18 y2=  -.19 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7135    3110     7222     8   135 6/5/2020  
AAA1     1 Moldova Confirmed cc1=  .998240 cc2=  .850798 lx=  8.89284 if=  48 il=  93 4/24/2020  n=  45 now=   10025 end=       7279      3110      7222 U=    20.31 T=   89.7 p1= -27.4 p2=   137.7 ed=   137 6/7/2020    x1=  48. x2=  93. y1=  2.05 y2=  -.16 BEST
AAA2     1 Moldova Confirmed cc1=  .998240 cc2=  .850798 lx=  8.89384 if=  48 il=  93 4/24/2020  n=  45 now=   10025 end=       7279      3110      7222 U=    20.31 T=   89.7 p1= -27.4 p2=   137.7 ed=   137 6/7/2020    x1=  48. x2=  93. y1=  2.05 y2=  -.16 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7279    3110     7222     8   137 6/7/2020  
AAA1     1 Moldova Confirmed cc1=  .998168 cc2=  .849096 lx=  8.87284 if=  49 il=  93 4/24/2020  n=  44 now=   10025 end=       7135      3110      7222 U=    19.67 T=   89.3 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  49. x2=  93. y1=  2.05 y2=  -.19 BEST
AAA2     1 Moldova Confirmed cc1=  .998168 cc2=  .849096 lx=  8.87184 if=  49 il=  93 4/24/2020  n=  44 now=   10025 end=       7135      3110      7222 U=    19.67 T=   89.3 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  49. x2=  93. y1=  2.05 y2=  -.19 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7135    3110     7222     8   135 6/5/2020  
AAA1     1 Moldova Confirmed cc1=  .998040 cc2=  .847285 lx=  8.87284 if=  50 il=  93 4/24/2020  n=  43 now=   10025 end=       7135      3110      7222 U=    19.23 T=   89.4 p1= -28.8 p2=   140.5 ed=   134 6/4/2020    x1=  50. x2=  93. y1=  2.05 y2=  -.19 BEST
AAA2     1 Moldova Confirmed cc1=  .998040 cc2=  .847285 lx=  8.87484 if=  50 il=  93 4/24/2020  n=  43 now=   10025 end=       7135      3110      7222 U=    19.23 T=   89.4 p1= -28.8 p2=   140.5 ed=   134 6/4/2020    x1=  50. x2=  93. y1=  2.05 y2=  -.19 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7135    3110     7222     8   134 6/4/2020  
AAA2     1 Moldova Confirmed cc1=  .998015 cc2=  .845516 lx=  8.92284 if=  51 il=  93 4/24/2020  n=  42 now=   10025 end=       7501      3110      7222 U=    20.08 T=   90.4 p1= -25.2 p2=   133.6 ed=   137 6/7/2020    x1=  51. x2=  93. y1=  1.96 y2=  -.13     
GP: Confirmed Moldova 4/24/2020        93   10025     7501    3110     7222     8   137 6/7/2020  
AAA2     1 Moldova Confirmed cc1=  .997896 cc2=  .843593 lx=  8.94284 if=  52 il=  93 4/24/2020  n=  41 now=   10025 end=       7652      3110      7222 U=    20.81 T=   90.8 p1= -23.7 p2=   131.0 ed=   139 6/9/2020    x1=  52. x2=  93. y1=  1.87 y2=  -.10     
GP: Confirmed Moldova 4/24/2020        93   10025     7652    3110     7222     8   139 6/9/2020  
AAA2     1 Moldova Confirmed cc1=  .997759 cc2=  .841585 lx=  8.92284 if=  53 il=  93 4/24/2020  n=  40 now=   10025 end=       7501      3110      7222 U=    21.24 T=   90.3 p1= -25.2 p2=   133.6 ed=   140 6/10/2020   x1=  53. x2=  93. y1=  1.76 y2=  -.13     
GP: Confirmed Moldova 4/24/2020        93   10025     7501    3110     7222     8   140 6/10/2020 
AAA1     1 Moldova Confirmed cc1=  .997899 cc2=  .839785 lx=  8.86284 if=  54 il=  93 4/24/2020  n=  39 now=   10025 end=       7064      3110      7222 U=    20.07 T=   89.0 p1= -29.5 p2=   141.9 ed=   136 6/6/2020    x1=  54. x2=  93. y1=  1.75 y2=  -.20 BEST
AAA2     1 Moldova Confirmed cc1=  .997899 cc2=  .839785 lx=  8.86484 if=  54 il=  93 4/24/2020  n=  39 now=   10025 end=       7064      3110      7222 U=    20.07 T=   89.0 p1= -29.5 p2=   141.9 ed=   136 6/6/2020    x1=  54. x2=  93. y1=  1.75 y2=  -.20 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7064    3110     7222     8   136 6/6/2020  
AAA2     1 Moldova Confirmed cc1=  .997848 cc2=  .837720 lx=  8.82284 if=  55 il=  93 4/24/2020  n=  38 now=   10025 end=       6787      3110      7222 U=    19.61 T=   88.1 p1= -32.3 p2=   147.7 ed=   134 6/4/2020    x1=  55. x2=  93. y1=  1.69 y2=  -.25     
GP: Confirmed Moldova 4/24/2020        93   10025     6787    3110     7222     8   134 6/4/2020  
AAA2     1 Moldova Confirmed cc1=  .997825 cc2=  .835604 lx=  8.78284 if=  56 il=  93 4/24/2020  n=  37 now=   10025 end=       6521      3110      7222 U=    18.65 T=   87.4 p1= -35.0 p2=   153.7 ed=   131 6/1/2020    x1=  56. x2=  93. y1=  1.68 y2=  -.30     
GP: Confirmed Moldova 4/24/2020        93   10025     6521    3110     7222     8   131 6/1/2020  
AAA2     1 Moldova Confirmed cc1=  .997656 cc2=  .833257 lx=  8.77284 if=  57 il=  93 4/24/2020  n=  36 now=   10025 end=       6456      3110      7222 U=    18.95 T=   87.0 p1= -35.6 p2=   155.3 ed=   131 6/1/2020    x1=  57. x2=  93. y1=  1.59 y2=  -.31     
GP: Confirmed Moldova 4/24/2020        93   10025     6456    3110     7222     8   131 6/1/2020  
AAA2     1 Moldova Confirmed cc1=  .997647 cc2=  .830980 lx=  8.72284 if=  58 il=  93 4/24/2020  n=  35 now=   10025 end=       6141      3110      7222 U=    18.46 T=   85.9 p1= -38.7 p2=   163.2 ed=   129 5/30/2020   x1=  58. x2=  93. y1=  1.51 y2=  -.38     
GP: Confirmed Moldova 4/24/2020        93   10025     6141    3110     7222     8   129 5/30/2020 
AAA2     1 Moldova Confirmed cc1=  .997801 cc2=  .828770 lx=  8.67284 if=  59 il=  93 4/24/2020  n=  34 now=   10025 end=       5842      3110      7222 U=    17.73 T=   84.8 p1= -41.7 p2=   171.6 ed=   126 5/27/2020   x1=  59. x2=  93. y1=  1.46 y2=  -.46     
GP: Confirmed Moldova 4/24/2020        93   10025     5842    3110     7222     8   126 5/27/2020 
AAA2     1 Moldova Confirmed cc1=  .998009 cc2=  .826510 lx=  8.63284 if=  60 il=  93 4/24/2020  n=  33 now=   10025 end=       5612      3110      7222 U=    17.05 T=   84.0 p1= -44.0 p2=   178.6 ed=   124 5/25/2020   x1=  60. x2=  93. y1=  1.41 y2=  -.53     
GP: Confirmed Moldova 4/24/2020        93   10025     5612    3110     7222     8   124 5/25/2020 
AAA2     1 Moldova Confirmed cc1=  .998222 cc2=  .824144 lx=  8.58284 if=  61 il=  93 4/24/2020  n=  32 now=   10025 end=       5339      3110      7222 U=    16.21 T=   83.0 p1= -46.7 p2=   187.8 ed=   121 5/22/2020   x1=  61. x2=  93. y1=  1.36 y2=  -.62     
GP: Confirmed Moldova 4/24/2020        93   10025     5339    3110     7222     8   121 5/22/2020 
AAA2     1 Moldova Confirmed cc1=  .998406 cc2=  .821629 lx=  8.55284 if=  62 il=  93 4/24/2020  n=  31 now=   10025 end=       5181      3110      7222 U=    15.60 T=   82.5 p1= -48.3 p2=   193.5 ed=   119 5/20/2020   x1=  62. x2=  93. y1=  1.31 y2=  -.67     
GP: Confirmed Moldova 4/24/2020        93   10025     5181    3110     7222     8   119 5/20/2020 
AAA2     1 Moldova Confirmed cc1=  .998528 cc2=  .818923 lx=  8.52284 if=  63 il=  93 4/24/2020  n=  30 now=   10025 end=       5028      3110      7222 U=    15.07 T=   82.0 p1= -49.8 p2=   199.4 ed=   117 5/18/2020   x1=  63. x2=  93. y1=  1.26 y2=  -.73     
GP: Confirmed Moldova 4/24/2020        93   10025     5028    3110     7222     8   117 5/18/2020 
AAA2     1 Moldova Confirmed cc1=  .998657 cc2=  .816083 lx=  8.49284 if=  64 il=  93 4/24/2020  n=  29 now=   10025 end=       4879      3110      7222 U=    14.53 T=   81.4 p1= -51.3 p2=   205.5 ed=   115 5/16/2020   x1=  64. x2=  93. y1=  1.20 y2=  -.80     
GP: Confirmed Moldova 4/24/2020        93   10025     4879    3110     7222     8   115 5/16/2020 
AAA2     1 Moldova Confirmed cc1=  .998790 cc2=  .813094 lx=  8.46284 if=  65 il=  93 4/24/2020  n=  28 now=   10025 end=       4735      3110      7222 U=    13.86 T=   81.0 p1= -52.8 p2=   211.7 ed=   113 5/14/2020   x1=  65. x2=  93. y1=  1.15 y2=  -.87     
GP: Confirmed Moldova 4/24/2020        93   10025     4735    3110     7222     8   113 5/14/2020 
AAA2     1 Moldova Confirmed cc1=  .998808 cc2=  .809825 lx=  8.45284 if=  66 il=  93 4/24/2020  n=  27 now=   10025 end=       4688      3110      7222 U=    13.55 T=   80.9 p1= -53.2 p2=   213.8 ed=   112 5/13/2020   x1=  66. x2=  93. y1=  1.10 y2=  -.89     
GP: Confirmed Moldova 4/24/2020        93   10025     4688    3110     7222     8   112 5/13/2020 
AAA2     1 Moldova Confirmed cc1=  .998762 cc2=  .806312 lx=  8.43284 if=  67 il=  93 4/24/2020  n=  26 now=   10025 end=       4595      3110      7222 U=    13.06 T=   80.7 p1= -54.2 p2=   218.2 ed=   111 5/12/2020   x1=  67. x2=  93. y1=  1.05 y2=  -.94     
GP: Confirmed Moldova 4/24/2020        93   10025     4595    3110     7222     8   111 5/12/2020 
AAA2     1 Moldova Confirmed cc1=  .998632 cc2=  .802516 lx=  8.43284 if=  68 il=  93 4/24/2020  n=  25 now=   10025 end=       4595      3110      7222 U=    12.84 T=   80.9 p1= -54.2 p2=   218.2 ed=   111 5/12/2020   x1=  68. x2=  93. y1=  1.01 y2=  -.94     
GP: Confirmed Moldova 4/24/2020        93   10025     4595    3110     7222     8   111 5/12/2020 
AAA2     1 Moldova Confirmed cc1=  .998471 cc2=  .798471 lx=  8.43284 if=  69 il=  93 4/24/2020  n=  24 now=   10025 end=       4595      3110      7222 U=    12.75 T=   81.0 p1= -54.2 p2=   218.2 ed=   111 5/12/2020   x1=  69. x2=  93. y1=   .94 y2=  -.94     
GP: Confirmed Moldova 4/24/2020        93   10025     4595    3110     7222     8   111 5/12/2020 
AAA2     1 Moldova Confirmed cc1=  .998332 cc2=  .794208 lx=  8.44284 if=  70 il=  93 4/24/2020  n=  23 now=   10025 end=       4641      3110      7222 U=    12.86 T=   81.2 p1= -53.7 p2=   216.0 ed=   111 5/12/2020   x1=  70. x2=  93. y1=   .87 y2=  -.92     
GP: Confirmed Moldova 4/24/2020        93   10025     4641    3110     7222     8   111 5/12/2020 
AAA2     1 Moldova Confirmed cc1=  .998234 cc2=  .789719 lx=  8.47284 if=  71 il=  93 4/24/2020  n=  22 now=   10025 end=       4783      3110      7222 U=    13.31 T=   81.8 p1= -52.3 p2=   209.6 ed=   113 5/14/2020   x1=  71. x2=  93. y1=   .81 y2=  -.84     
GP: Confirmed Moldova 4/24/2020        93   10025     4783    3110     7222     8   113 5/14/2020 
AAA2     1 Moldova Confirmed cc1=  .998208 cc2=  .785007 lx=  8.50284 if=  72 il=  93 4/24/2020  n=  21 now=   10025 end=       4928      3110      7222 U=    13.75 T=   82.3 p1= -50.8 p2=   203.4 ed=   114 5/15/2020   x1=  72. x2=  93. y1=   .75 y2=  -.78     
GP: Confirmed Moldova 4/24/2020        93   10025     4928    3110     7222     8   114 5/15/2020 
AAA2     1 Moldova Confirmed cc1=  .998419 cc2=  .780201 lx=  8.56284 if=  73 il=  93 4/24/2020  n=  20 now=   10025 end=       5233      3110      7222 U=    15.20 T=   83.1 p1= -47.8 p2=   191.6 ed=   118 5/19/2020   x1=  73. x2=  93. y1=   .66 y2=  -.65     
GP: Confirmed Moldova 4/24/2020        93   10025     5233    3110     7222     8   118 5/19/2020 
AAA2     1 Moldova Confirmed cc1=  .998211 cc2=  .774604 lx=  8.58284 if=  74 il=  93 4/24/2020  n=  19 now=   10025 end=       5339      3110      7222 U=    15.64 T=   83.4 p1= -46.7 p2=   187.8 ed=   120 5/21/2020   x1=  74. x2=  93. y1=   .60 y2=  -.62     
GP: Confirmed Moldova 4/24/2020        93   10025     5339    3110     7222     8   120 5/21/2020 
AAA2     1 Moldova Confirmed cc1=  .997922 cc2=  .768507 lx=  8.59284 if=  75 il=  93 4/24/2020  n=  18 now=   10025 end=       5392      3110      7222 U=    15.79 T=   83.6 p1= -46.2 p2=   185.9 ed=   120 5/21/2020   x1=  75. x2=  93. y1=   .54 y2=  -.60     
GP: Confirmed Moldova 4/24/2020        93   10025     5392    3110     7222     8   120 5/21/2020 
AAA2     1 Moldova Confirmed cc1=  .997571 cc2=  .761869 lx=  8.60284 if=  76 il=  93 4/24/2020  n=  17 now=   10025 end=       5447      3110      7222 U=    15.83 T=   83.8 p1= -45.7 p2=   184.0 ed=   121 5/22/2020   x1=  76. x2=  93. y1=   .50 y2=  -.58     
GP: Confirmed Moldova 4/24/2020        93   10025     5447    3110     7222     8   121 5/22/2020 
AAA1     1 Moldova Confirmed cc1=  .995720 cc2=  .728459 lx=  8.87284 if=  80 il=  93 4/24/2020  n=  13 now=   10025 end=       7135      3110      7222 U=    21.50 T=   89.0 p1= -28.8 p2=   140.5 ed=   139 6/9/2020    x1=  80. x2=  93. y1=   .42 y2=  -.19 BEST
AAA2     1 Moldova Confirmed cc1=  .995720 cc2=  .728459 lx=  8.87084 if=  80 il=  93 4/24/2020  n=  13 now=   10025 end=       7135      3110      7222 U=    21.50 T=   89.0 p1= -28.8 p2=   140.5 ed=   139 6/9/2020    x1=  80. x2=  93. y1=   .42 y2=  -.19 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7135    3110     7222     8   139 6/9/2020  
AAA1     1 Moldova Confirmed cc1=  .994648 cc2=  .717298 lx=  8.87284 if=  81 il=  93 4/24/2020  n=  12 now=   10025 end=       7135      3110      7222 U=    21.34 T=   89.0 p1= -28.8 p2=   140.5 ed=   139 6/9/2020    x1=  81. x2=  93. y1=   .38 y2=  -.19 BEST
AAA2     1 Moldova Confirmed cc1=  .994648 cc2=  .717298 lx=  8.87484 if=  81 il=  93 4/24/2020  n=  12 now=   10025 end=       7135      3110      7222 U=    21.34 T=   89.0 p1= -28.8 p2=   140.5 ed=   139 6/9/2020    x1=  81. x2=  93. y1=   .38 y2=  -.19 BEST
GP: Confirmed Moldova 4/24/2020        93   10025     7135    3110     7222     8   139 6/9/2020  
AAA2     1 Moldova Confirmed cc1=  .996278 cc2=  .694767 lx= 11.21284 if=  83 il=  93 4/24/2020  n=  10 now=   10025 end=      74075      3110      7222 U=    71.63 T=  175.6 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  83. x2=  93. y1=  1.29 y2=  1.15     
GP: Confirmed Moldova 4/24/2020        93   10025    -        3110     7222     8   344 12/31/2020
AAA2     1 Moldova Confirmed cc1=  .995209 cc2=  .678981 lx= 11.21284 if=  84 il=  93 4/24/2020  n=   9 now=   10025 end=      74075      3110      7222 U=    72.79 T=  177.0 p1= 638.9 p2=    13.5 ed=   348 1/4/2021    x1=  84. x2=  93. y1=  1.28 y2=  1.15     
GP: Confirmed Moldova 4/24/2020        93   10025    -        3110     7222     8   348 1/4/2021  
AAA2     1 Moldova Confirmed cc1=  .986705 cc2=  .578457 lx= 11.21284 if=  88 il=  93 4/24/2020  n=   5 now=   10025 end=      74075      3110      7222 U=    71.52 T=  175.5 p1= 638.9 p2=    13.5 ed=   344 12/31/2020  x1=  88. x2=  93. y1=  1.22 y2=  1.15     
GP: Confirmed Moldova 4/24/2020        93   10025    -        3110     7222     8   344 12/31/2020
AAA1     1 Moldova Confirmed cc1=  .998509 cc2=  .855652 lx=  8.88284 if=  46 il=  94 4/25/2020  n=  48 now=   10025 end=       7207      3304      7222 U=    19.73 T=   89.1 p1= -28.1 p2=   139.1 ed=   135 6/5/2020    x1=  46. x2=  94. y1=  2.18 y2=  -.25 BEST
AAA2     1 Moldova Confirmed cc1=  .998509 cc2=  .855652 lx=  8.88584 if=  46 il=  94 4/25/2020  n=  48 now=   10025 end=       7207      3304      7222 U=    19.73 T=   89.1 p1= -28.1 p2=   139.1 ed=   135 6/5/2020    x1=  46. x2=  94. y1=  2.18 y2=  -.25 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7207    3304     7222     6   135 6/5/2020  
AAA1     1 Moldova Confirmed cc1=  .998418 cc2=  .854080 lx=  8.88284 if=  47 il=  94 4/25/2020  n=  47 now=   10025 end=       7207      3304      7222 U=    19.32 T=   89.2 p1= -28.1 p2=   139.1 ed=   134 6/4/2020    x1=  47. x2=  94. y1=  2.18 y2=  -.25 BEST
AAA2     1 Moldova Confirmed cc1=  .998418 cc2=  .854080 lx=  8.88084 if=  47 il=  94 4/25/2020  n=  47 now=   10025 end=       7207      3304      7222 U=    19.32 T=   89.2 p1= -28.1 p2=   139.1 ed=   134 6/4/2020    x1=  47. x2=  94. y1=  2.18 y2=  -.25 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7207    3304     7222     6   134 6/4/2020  
AAA1     1 Moldova Confirmed cc1=  .998349 cc2=  .852484 lx=  8.90284 if=  48 il=  94 4/25/2020  n=  46 now=   10025 end=       7352      3304      7222 U=    20.19 T=   89.5 p1= -26.7 p2=   136.4 ed=   137 6/7/2020    x1=  48. x2=  94. y1=  2.05 y2=  -.22 BEST
AAA2     1 Moldova Confirmed cc1=  .998349 cc2=  .852484 lx=  8.89984 if=  48 il=  94 4/25/2020  n=  46 now=   10025 end=       7352      3304      7222 U=    20.19 T=   89.5 p1= -26.7 p2=   136.4 ed=   137 6/7/2020    x1=  48. x2=  94. y1=  2.05 y2=  -.22 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7352    3304     7222     6   137 6/7/2020  
AAA1     1 Moldova Confirmed cc1=  .998282 cc2=  .850840 lx=  8.88284 if=  49 il=  94 4/25/2020  n=  45 now=   10025 end=       7207      3304      7222 U=    19.56 T=   89.1 p1= -28.1 p2=   139.1 ed=   135 6/5/2020    x1=  49. x2=  94. y1=  2.05 y2=  -.25 BEST
AAA2     1 Moldova Confirmed cc1=  .998282 cc2=  .850840 lx=  8.88084 if=  49 il=  94 4/25/2020  n=  45 now=   10025 end=       7207      3304      7222 U=    19.56 T=   89.1 p1= -28.1 p2=   139.1 ed=   135 6/5/2020    x1=  49. x2=  94. y1=  2.05 y2=  -.25 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7207    3304     7222     6   135 6/5/2020  
AAA1     1 Moldova Confirmed cc1=  .998166 cc2=  .849095 lx=  8.88284 if=  50 il=  94 4/25/2020  n=  44 now=   10025 end=       7207      3304      7222 U=    19.13 T=   89.2 p1= -28.1 p2=   139.1 ed=   134 6/4/2020    x1=  50. x2=  94. y1=  2.05 y2=  -.25 BEST
AAA2     1 Moldova Confirmed cc1=  .998166 cc2=  .849095 lx=  8.88384 if=  50 il=  94 4/25/2020  n=  44 now=   10025 end=       7207      3304      7222 U=    19.13 T=   89.2 p1= -28.1 p2=   139.1 ed=   134 6/4/2020    x1=  50. x2=  94. y1=  2.05 y2=  -.25 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7207    3304     7222     6   134 6/4/2020  
AAA2     1 Moldova Confirmed cc1=  .998147 cc2=  .847392 lx=  8.92284 if=  51 il=  94 4/25/2020  n=  43 now=   10025 end=       7501      3304      7222 U=    19.88 T=   90.1 p1= -25.2 p2=   133.6 ed=   136 6/6/2020    x1=  51. x2=  94. y1=  1.96 y2=  -.20     
GP: Confirmed Moldova 4/25/2020        94   10025     7501    3304     7222     6   136 6/6/2020  
AAA2     1 Moldova Confirmed cc1=  .998040 cc2=  .845541 lx=  8.94284 if=  52 il=  94 4/25/2020  n=  42 now=   10025 end=       7652      3304      7222 U=    20.59 T=   90.4 p1= -23.7 p2=   131.0 ed=   139 6/9/2020    x1=  52. x2=  94. y1=  1.87 y2=  -.17     
GP: Confirmed Moldova 4/25/2020        94   10025     7652    3304     7222     6   139 6/9/2020  
AAA2     1 Moldova Confirmed cc1=  .997915 cc2=  .843612 lx=  8.93284 if=  53 il=  94 4/25/2020  n=  41 now=   10025 end=       7576      3304      7222 U=    21.09 T=   90.1 p1= -24.4 p2=   132.3 ed=   139 6/9/2020    x1=  53. x2=  94. y1=  1.76 y2=  -.19     
GP: Confirmed Moldova 4/25/2020        94   10025     7576    3304     7222     6   139 6/9/2020  
AAA1     1 Moldova Confirmed cc1=  .998046 cc2=  .841872 lx=  8.87284 if=  54 il=  94 4/25/2020  n=  40 now=   10025 end=       7135      3304      7222 U=    19.92 T=   88.8 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  54. x2=  94. y1=  1.75 y2=  -.26 BEST
AAA2     1 Moldova Confirmed cc1=  .998046 cc2=  .841872 lx=  8.87684 if=  54 il=  94 4/25/2020  n=  40 now=   10025 end=       7135      3304      7222 U=    19.92 T=   88.8 p1= -28.8 p2=   140.5 ed=   135 6/5/2020    x1=  54. x2=  94. y1=  1.75 y2=  -.26 BEST
GP: Confirmed Moldova 4/25/2020        94   10025     7135    3304     7222     6   135 6/5/2020  
AAA2     1 Moldova Confirmed cc1=  .997997 cc2=  .839883 lx=  8.84284 if=  55 il=  94 4/25/2020  n=  39 now=   10025 end=       6924      3304      7222 U=    19.55 T=   88.1 p1= -30.9 p2=   144.8 ed=   134 6/4/2020    x1=  55. x2=  94. y1=  1.69 y2=  -.30     
GP: Confirmed Moldova 4/25/2020        94   10025     6924    3304     7222     6   134 6/4/2020  
AAA2     1 Moldova Confirmed cc1=  .997969 cc2=  .837841 lx=  8.81284 if=  56 il=  94 4/25/2020  n=  38 now=   10025 end=       6719      3304      7222 U=    18.71 T=   87.6 p1= -33.0 p2=   149.2 ed=   131 6/1/2020    x1=  56. x2=  94. y1=  1.69 y2=  -.34     
GP: Confirmed Moldova 4/25/2020        94   10025     6719    3304     7222     6   131 6/1/2020  
AAA2     1 Moldova Confirmed cc1=  .997812 cc2=  .835591 lx=  8.80284 if=  57 il=  94 4/25/2020  n=  37 now=   10025 end=       6653      3304      7222 U=    18.99 T=   87.2 p1= -33.6 p2=   150.7 ed=   132 6/2/2020    x1=  57. x2=  94. y1=  1.59 y2=  -.36     
GP: Confirmed Moldova 4/25/2020        94   10025     6653    3304     7222     6   132 6/2/2020  
AAA2     1 Moldova Confirmed cc1=  .997791 cc2=  .833392 lx=  8.76284 if=  58 il=  94 4/25/2020  n=  36 now=   10025 end=       6392      3304      7222 U=    18.60 T=   86.3 p1= -36.2 p2=   156.8 ed=   130 5/31/2020   x1=  58. x2=  94. y1=  1.52 y2=  -.42     
GP: Confirmed Moldova 4/25/2020        94   10025     6392    3304     7222     6   130 5/31/2020 
AAA2     1 Moldova Confirmed cc1=  .997905 cc2=  .831239 lx=  8.72284 if=  59 il=  94 4/25/2020  n=  35 now=   10025 end=       6141      3304      7222 U=    17.98 T=   85.4 p1= -38.7 p2=   163.2 ed=   127 5/28/2020   x1=  59. x2=  94. y1=  1.47 y2=  -.48     
GP: Confirmed Moldova 4/25/2020        94   10025     6141    3304     7222     6   127 5/28/2020 
AAA2     1 Moldova Confirmed cc1=  .998058 cc2=  .829027 lx=  8.68284 if=  60 il=  94 4/25/2020  n=  34 now=   10025 end=       5900      3304      7222 U=    17.30 T=   84.6 p1= -41.1 p2=   169.9 ed=   125 5/26/2020   x1=  60. x2=  94. y1=  1.42 y2=  -.54     
GP: Confirmed Moldova 4/25/2020        94   10025     5900    3304     7222     6   125 5/26/2020 
AAA2     1 Moldova Confirmed cc1=  .998201 cc2=  .826703 lx=  8.65284 if=  61 il=  94 4/25/2020  n=  33 now=   10025 end=       5726      3304      7222 U=    16.71 T=   84.0 p1= -42.9 p2=   175.1 ed=   123 5/24/2020   x1=  61. x2=  94. y1=  1.38 y2=  -.60     
GP: Confirmed Moldova 4/25/2020        94   10025     5726    3304     7222     6   123 5/24/2020 
AAA2     1 Moldova Confirmed cc1=  .998308 cc2=  .824230 lx=  8.62284 if=  62 il=  94 4/25/2020  n=  32 now=   10025 end=       5557      3304      7222 U=    16.10 T=   83.5 p1= -44.6 p2=   180.4 ed=   121 5/22/2020   x1=  62. x2=  94. y1=  1.33 y2=  -.65     
GP: Confirmed Moldova 4/25/2020        94   10025     5557    3304     7222     6   121 5/22/2020 
AAA2     1 Moldova Confirmed cc1=  .998349 cc2=  .821572 lx=  8.59284 if=  63 il=  94 4/25/2020  n=  31 now=   10025 end=       5392      3304      7222 U=    15.57 T=   82.9 p1= -46.2 p2=   185.9 ed=   119 5/20/2020   x1=  63. x2=  94. y1=  1.28 y2=  -.71     
GP: Confirmed Moldova 4/25/2020        94   10025     5392    3304     7222     6   119 5/20/2020 
AAA2     1 Moldova Confirmed cc1=  .998380 cc2=  .818775 lx=  8.57284 if=  64 il=  94 4/25/2020  n=  30 now=   10025 end=       5286      3304      7222 U=    15.17 T=   82.5 p1= -47.3 p2=   189.7 ed=   118 5/19/2020   x1=  64. x2=  94. y1=  1.22 y2=  -.76     
GP: Confirmed Moldova 4/25/2020        94   10025     5286    3304     7222     6   118 5/19/2020 
