TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       14644.00000        9.59179
TAB:  Bolivia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Bolivia Confirmed cc1=  .994856 cc2=  .744856 lx= 11.59179 if=  69 il=  84 4/15/2020  n=  15 now=   14644 end=     108205       397      1352 U=    71.40 T=  207.1 p1= 638.9 p2=    13.5 ed=   375 1/31/2021   x1=  69. x2=  84. y1=  1.93 y2=  1.72     
GP: Confirmed Bolivia 4/15/2020        84   14644    -         397     1352    10   375 1/31/2021 
AAA2     1 Bolivia Confirmed cc1=  .994621 cc2=  .736422 lx= 10.28179 if=  70 il=  84 4/15/2020  n=  14 now=   14644 end=      29195       397      1352 U=    55.27 T=  164.6 p1=  99.4 p2=    50.2 ed=   295 11/12/2020  x1=  70. x2=  84. y1=  1.71 y2=  1.46     
GP: Confirmed Bolivia 4/15/2020        84   14644    29195     397     1352    10   295 11/12/2020
AAA2     1 Bolivia Confirmed cc1=  .994355 cc2=  .727094 lx=  8.42179 if=  71 il=  84 4/15/2020  n=  13 now=   14644 end=       4545       397      1352 U=    33.12 T=  113.5 p1= -69.0 p2=   322.2 ed=   191 7/31/2020   x1=  71. x2=  84. y1=  1.28 y2=   .89     
GP: Confirmed Bolivia 4/15/2020        84   14644     4545     397     1352    10   191 7/31/2020 
AAA2     1 Bolivia Confirmed cc1=  .993786 cc2=  .716436 lx=  7.68179 if=  72 il=  84 4/15/2020  n=  12 now=   14644 end=       2168       397      1352 U=    24.01 T=   96.7 p1= -85.2 p2=   675.5 ed=   153 6/23/2020   x1=  72. x2=  84. y1=  1.03 y2=   .53     
GP: Confirmed Bolivia 4/15/2020        84   14644     2168     397     1352    10   153 6/23/2020 
AAA1     1 Bolivia Confirmed cc1=  .992602 cc2=  .703927 lx=  7.32179 if=  73 il=  84 4/15/2020  n=  11 now=   14644 end=       1512       397      1352 U=    18.99 T=   89.5 p1= -89.7 p2=   968.5 ed=   134 6/4/2020    x1=  73. x2=  84. y1=   .87 y2=   .29 BEST
AAA2     1 Bolivia Confirmed cc1=  .992602 cc2=  .703927 lx=  7.32479 if=  73 il=  84 4/15/2020  n=  11 now=   14644 end=       1512       397      1352 U=    18.99 T=   89.5 p1= -89.7 p2=   968.5 ed=   134 6/4/2020    x1=  73. x2=  84. y1=   .87 y2=   .29 BEST
GP: Confirmed Bolivia 4/15/2020        84   14644     1512     397     1352    10   134 6/4/2020  
AAA2     1 Bolivia Confirmed cc1=  .990438 cc2=  .688926 lx=  7.47179 if=  74 il=  84 4/15/2020  n=  10 now=   14644 end=       1757       397      1352 U=    20.64 T=   92.2 p1= -88.0 p2=   833.5 ed=   140 6/10/2020   x1=  74. x2=  84. y1=   .88 y2=   .40     
GP: Confirmed Bolivia 4/15/2020        84   14644     1757     397     1352    10   140 6/10/2020 
AAA2     1 Bolivia Confirmed cc1=  .987411 cc2=  .671183 lx=  7.84179 if=  75 il=  84 4/15/2020  n=   9 now=   14644 end=       2544       397      1352 U=    25.83 T=  100.0 p1= -82.6 p2=   575.6 ed=   160 6/30/2020   x1=  75. x2=  84. y1=   .97 y2=   .62     
GP: Confirmed Bolivia 4/15/2020        84   14644     2544     397     1352    10   160 6/30/2020 
AAA1     1 Bolivia Confirmed cc1=  .983364 cc2=  .650031 lx=  7.32179 if=  76 il=  84 4/15/2020  n=   8 now=   14644 end=       1512       397      1352 U=    18.66 T=   89.4 p1= -89.7 p2=   968.5 ed=   133 6/3/2020    x1=  76. x2=  84. y1=   .72 y2=   .29 BEST
AAA2     1 Bolivia Confirmed cc1=  .983364 cc2=  .650031 lx=  7.31979 if=  76 il=  84 4/15/2020  n=   8 now=   14644 end=       1512       397      1352 U=    18.66 T=   89.4 p1= -89.7 p2=   968.5 ed=   133 6/3/2020    x1=  76. x2=  84. y1=   .72 y2=   .29 BEST
GP: Confirmed Bolivia 4/15/2020        84   14644     1512     397     1352    10   133 6/3/2020  
AAA2     1 Bolivia Confirmed cc1=  .976234 cc2=  .622681 lx=  7.50179 if=  77 il=  84 4/15/2020  n=   7 now=   14644 end=       1811       397      1352 U=    19.98 T=   92.3 p1= -87.6 p2=   808.6 ed=   139 6/9/2020    x1=  77. x2=  84. y1=   .77 y2=   .42     
GP: Confirmed Bolivia 4/15/2020        84   14644     1811     397     1352    10   139 6/9/2020  
AAA2     1 Bolivia Confirmed cc1=  .972345 cc2=  .594381 lx= 11.59179 if=  78 il=  84 4/15/2020  n=   6 now=   14644 end=     108205       397      1352 U=    85.44 T=  231.3 p1= 638.9 p2=    13.5 ed=   432 3/29/2021   x1=  78. x2=  84. y1=  1.79 y2=  1.72     
GP: Confirmed Bolivia 4/15/2020        84   14644    -         397     1352    10   432 3/29/2021 
AAA2     1 Bolivia Confirmed cc1=  .988420 cc2=  .580172 lx= 11.59179 if=  79 il=  84 4/15/2020  n=   5 now=   14644 end=     108205       397      1352 U=    73.83 T=  211.3 p1= 638.9 p2=    13.5 ed=   385 2/10/2021   x1=  79. x2=  84. y1=  1.79 y2=  1.72     
GP: Confirmed Bolivia 4/15/2020        84   14644    -         397     1352    10   385 2/10/2021 
AAA2     1 Bolivia Confirmed cc1=  .995608 cc2=  .831209 lx=  7.69179 if=  49 il=  85 4/16/2020  n=  36 now=   14644 end=       2190       441      1893 U=    24.42 T=   96.5 p1= -85.0 p2=   668.7 ed=   154 6/24/2020   x1=  49. x2=  85. y1=  1.95 y2=   .47     
GP: Confirmed Bolivia 4/16/2020        85   14644     2190     441     1893     9   154 6/24/2020 
AAA2     1 Bolivia Confirmed cc1=  .995257 cc2=  .828590 lx=  7.73179 if=  50 il=  85 4/16/2020  n=  35 now=   14644 end=       2279       441      1893 U=    24.05 T=   96.9 p1= -84.4 p2=   642.6 ed=   153 6/23/2020   x1=  50. x2=  85. y1=  1.95 y2=   .50     
GP: Confirmed Bolivia 4/16/2020        85   14644     2279     441     1893     9   153 6/23/2020 
AAA2     1 Bolivia Confirmed cc1=  .995269 cc2=  .826238 lx=  7.95179 if=  51 il=  85 4/16/2020  n=  34 now=   14644 end=       2840       441      1893 U=    26.10 T=  101.2 p1= -80.6 p2=   515.6 ed=   162 7/2/2020    x1=  51. x2=  85. y1=  1.92 y2=   .62     
GP: Confirmed Bolivia 4/16/2020        85   14644     2840     441     1893     9   162 7/2/2020  
AAA2     1 Bolivia Confirmed cc1=  .995283 cc2=  .823785 lx=  8.26179 if=  52 il=  85 4/16/2020  n=  33 now=   14644 end=       3873       441      1893 U=    32.71 T=  110.4 p1= -73.6 p2=   378.1 ed=   187 7/27/2020   x1=  52. x2=  85. y1=  1.78 y2=   .78     
GP: Confirmed Bolivia 4/16/2020        85   14644     3873     441     1893     9   187 7/27/2020 
AAA2     1 Bolivia Confirmed cc1=  .996149 cc2=  .822071 lx=  7.99179 if=  53 il=  85 4/16/2020  n=  32 now=   14644 end=       2956       441      1893 U=    29.22 T=  103.8 p1= -79.8 p2=   495.4 ed=   172 7/12/2020   x1=  53. x2=  85. y1=  1.74 y2=   .64     
GP: Confirmed Bolivia 4/16/2020        85   14644     2956     441     1893     9   172 7/12/2020 
AAA2     1 Bolivia Confirmed cc1=  .996629 cc2=  .819852 lx=  7.80179 if=  54 il=  85 4/16/2020  n=  31 now=   14644 end=       2444       441      1893 U=    26.98 T=   99.5 p1= -83.3 p2=   599.2 ed=   163 7/3/2020    x1=  54. x2=  85. y1=  1.69 y2=   .54     
GP: Confirmed Bolivia 4/16/2020        85   14644     2444     441     1893     9   163 7/3/2020  
AAA1     1 Bolivia Confirmed cc1=  .997047 cc2=  .817442 lx=  7.64179 if=  55 il=  85 4/16/2020  n=  30 now=   14644 end=       2083       441      1893 U=    24.65 T=   95.8 p1= -85.8 p2=   703.0 ed=   154 6/24/2020   x1=  55. x2=  85. y1=  1.66 y2=   .44 BEST
AAA2     1 Bolivia Confirmed cc1=  .997047 cc2=  .817442 lx=  7.64079 if=  55 il=  85 4/16/2020  n=  30 now=   14644 end=       2083       441      1893 U=    24.65 T=   95.8 p1= -85.8 p2=   703.0 ed=   154 6/24/2020   x1=  55. x2=  85. y1=  1.66 y2=   .44 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     2083     441     1893     9   154 6/24/2020 
AAA1     1 Bolivia Confirmed cc1=  .997064 cc2=  .814490 lx=  7.54179 if=  56 il=  85 4/16/2020  n=  29 now=   14644 end=       1885       441      1893 U=    23.25 T=   93.7 p1= -87.1 p2=   776.9 ed=   148 6/18/2020   x1=  56. x2=  85. y1=  1.62 y2=   .37 BEST
AAA2     1 Bolivia Confirmed cc1=  .997064 cc2=  .814490 lx=  7.53679 if=  56 il=  85 4/16/2020  n=  29 now=   14644 end=       1885       441      1893 U=    23.25 T=   93.7 p1= -87.1 p2=   776.9 ed=   148 6/18/2020   x1=  56. x2=  85. y1=  1.62 y2=   .37 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1885     441     1893     9   148 6/18/2020 
AAA1     1 Bolivia Confirmed cc1=  .996906 cc2=  .811211 lx=  7.47179 if=  57 il=  85 4/16/2020  n=  28 now=   14644 end=       1757       441      1893 U=    21.83 T=   92.1 p1= -88.0 p2=   833.5 ed=   143 6/13/2020   x1=  57. x2=  85. y1=  1.61 y2=   .32 BEST
AAA2     1 Bolivia Confirmed cc1=  .996906 cc2=  .811211 lx=  7.46679 if=  57 il=  85 4/16/2020  n=  28 now=   14644 end=       1757       441      1893 U=    21.83 T=   92.1 p1= -88.0 p2=   833.5 ed=   143 6/13/2020   x1=  57. x2=  85. y1=  1.61 y2=   .32 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1757     441     1893     9   143 6/13/2020 
AAA1     1 Bolivia Confirmed cc1=  .996566 cc2=  .807584 lx=  7.48179 if=  58 il=  85 4/16/2020  n=  27 now=   14644 end=       1775       441      1893 U=    21.92 T=   92.3 p1= -87.9 p2=   825.0 ed=   143 6/13/2020   x1=  58. x2=  85. y1=  1.56 y2=   .33 BEST
AAA2     1 Bolivia Confirmed cc1=  .996566 cc2=  .807584 lx=  7.48079 if=  58 il=  85 4/16/2020  n=  27 now=   14644 end=       1775       441      1893 U=    21.92 T=   92.3 p1= -87.9 p2=   825.0 ed=   143 6/13/2020   x1=  58. x2=  85. y1=  1.56 y2=   .33 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1775     441     1893     9   143 6/13/2020 
AAA1     1 Bolivia Confirmed cc1=  .996174 cc2=  .803724 lx=  7.49179 if=  59 il=  85 4/16/2020  n=  26 now=   14644 end=       1793       441      1893 U=    22.11 T=   92.5 p1= -87.8 p2=   816.7 ed=   144 6/14/2020   x1=  59. x2=  85. y1=  1.51 y2=   .34 BEST
AAA2     1 Bolivia Confirmed cc1=  .996174 cc2=  .803724 lx=  7.49579 if=  59 il=  85 4/16/2020  n=  26 now=   14644 end=       1793       441      1893 U=    22.11 T=   92.5 p1= -87.8 p2=   816.7 ed=   144 6/14/2020   x1=  59. x2=  85. y1=  1.51 y2=   .34 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1793     441     1893     9   144 6/14/2020 
AAA1     1 Bolivia Confirmed cc1=  .995714 cc2=  .799598 lx=  7.49179 if=  60 il=  85 4/16/2020  n=  25 now=   14644 end=       1793       441      1893 U=    22.25 T=   92.5 p1= -87.8 p2=   816.7 ed=   145 6/15/2020   x1=  60. x2=  85. y1=  1.46 y2=   .34 BEST
AAA2     1 Bolivia Confirmed cc1=  .995714 cc2=  .799598 lx=  7.49379 if=  60 il=  85 4/16/2020  n=  25 now=   14644 end=       1793       441      1893 U=    22.25 T=   92.5 p1= -87.8 p2=   816.7 ed=   145 6/15/2020   x1=  60. x2=  85. y1=  1.46 y2=   .34 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1793     441     1893     9   145 6/15/2020 
AAA1     1 Bolivia Confirmed cc1=  .995204 cc2=  .795204 lx=  7.46179 if=  61 il=  85 4/16/2020  n=  24 now=   14644 end=       1740       441      1893 U=    21.62 T=   91.8 p1= -88.1 p2=   841.6 ed=   142 6/12/2020   x1=  61. x2=  85. y1=  1.43 y2=   .32 BEST
AAA2     1 Bolivia Confirmed cc1=  .995204 cc2=  .795204 lx=  7.46279 if=  61 il=  85 4/16/2020  n=  24 now=   14644 end=       1740       441      1893 U=    21.62 T=   91.8 p1= -88.1 p2=   841.6 ed=   142 6/12/2020   x1=  61. x2=  85. y1=  1.43 y2=   .32 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1740     441     1893     9   142 6/12/2020 
AAA1     1 Bolivia Confirmed cc1=  .994580 cc2=  .790456 lx=  7.47179 if=  62 il=  85 4/16/2020  n=  23 now=   14644 end=       1757       441      1893 U=    21.14 T=   91.9 p1= -88.0 p2=   833.5 ed=   141 6/11/2020   x1=  62. x2=  85. y1=  1.41 y2=   .32 BEST
AAA2     1 Bolivia Confirmed cc1=  .994580 cc2=  .790456 lx=  7.47479 if=  62 il=  85 4/16/2020  n=  23 now=   14644 end=       1757       441      1893 U=    21.14 T=   91.9 p1= -88.0 p2=   833.5 ed=   141 6/11/2020   x1=  62. x2=  85. y1=  1.41 y2=   .32 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     1757     441     1893     9   141 6/11/2020 
AAA1     1 Bolivia Confirmed cc1=  .994197 cc2=  .785682 lx=  7.63179 if=  63 il=  85 4/16/2020  n=  22 now=   14644 end=       2062       441      1893 U=    22.15 T=   94.6 p1= -85.9 p2=   710.2 ed=   146 6/16/2020   x1=  63. x2=  85. y1=  1.43 y2=   .43 BEST
AAA2     1 Bolivia Confirmed cc1=  .994197 cc2=  .785682 lx=  7.63579 if=  63 il=  85 4/16/2020  n=  22 now=   14644 end=       2062       441      1893 U=    22.15 T=   94.6 p1= -85.9 p2=   710.2 ed=   146 6/16/2020   x1=  63. x2=  85. y1=  1.43 y2=   .43 BEST
GP: Confirmed Bolivia 4/16/2020        85   14644     2062     441     1893     9   146 6/16/2020 
AAA2     1 Bolivia Confirmed cc1=  .995343 cc2=  .782142 lx=  8.39179 if=  64 il=  85 4/16/2020  n=  21 now=   14644 end=       4410       441      1893 U=    30.06 T=  110.1 p1= -69.9 p2=   332.1 ed=   181 7/21/2020   x1=  64. x2=  85. y1=  1.53 y2=   .83     
GP: Confirmed Bolivia 4/16/2020        85   14644     4410     441     1893     9   181 7/21/2020 
AAA2     1 Bolivia Confirmed cc1=  .997036 cc2=  .778818 lx= 11.16179 if=  65 il=  85 4/16/2020  n=  20 now=   14644 end=      70388       441      1893 U=    60.74 T=  183.6 p1= 380.7 p2=    20.8 ed=   326 12/13/2020  x1=  65. x2=  85. y1=  1.95 y2=  1.62     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   326 12/13/2020
AAA2     1 Bolivia Confirmed cc1=  .996967 cc2=  .773360 lx= 11.59179 if=  66 il=  85 4/16/2020  n=  19 now=   14644 end=     108205       441      1893 U=    67.63 T=  200.3 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  66. x2=  85. y1=  1.99 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   359 1/15/2021 
AAA2     1 Bolivia Confirmed cc1=  .996460 cc2=  .767045 lx= 11.59179 if=  67 il=  85 4/16/2020  n=  18 now=   14644 end=     108205       441      1893 U=    67.05 T=  199.3 p1= 638.9 p2=    13.5 ed=   357 1/13/2021   x1=  67. x2=  85. y1=  1.97 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   357 1/13/2021 
AAA2     1 Bolivia Confirmed cc1=  .995866 cc2=  .760164 lx= 11.59179 if=  68 il=  85 4/16/2020  n=  17 now=   14644 end=     108205       441      1893 U=    69.93 T=  204.2 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  68. x2=  85. y1=  1.95 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   369 1/25/2021 
AAA2     1 Bolivia Confirmed cc1=  .995562 cc2=  .753027 lx= 11.59179 if=  69 il=  85 4/16/2020  n=  16 now=   14644 end=     108205       441      1893 U=    69.86 T=  204.1 p1= 638.9 p2=    13.5 ed=   369 1/25/2021   x1=  69. x2=  85. y1=  1.93 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   369 1/25/2021 
AAA2     1 Bolivia Confirmed cc1=  .995447 cc2=  .745447 lx= 11.59179 if=  70 il=  85 4/16/2020  n=  15 now=   14644 end=     108205       441      1893 U=    68.64 T=  202.0 p1= 638.9 p2=    13.5 ed=   364 1/20/2021   x1=  70. x2=  85. y1=  1.92 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   364 1/20/2021 
AAA2     1 Bolivia Confirmed cc1=  .995117 cc2=  .736918 lx=  9.95179 if=  71 il=  85 4/16/2020  n=  14 now=   14644 end=      20989       441      1893 U=    49.02 T=  151.2 p1=  43.3 p2=    69.8 ed=   266 10/14/2020  x1=  71. x2=  85. y1=  1.64 y2=  1.35     
GP: Confirmed Bolivia 4/16/2020        85   14644    20989     441     1893     9   266 10/14/2020
AAA2     1 Bolivia Confirmed cc1=  .994464 cc2=  .727203 lx=  8.85179 if=  72 il=  85 4/16/2020  n=  13 now=   14644 end=       6986       441      1893 U=    35.88 T=  121.5 p1= -52.3 p2=   209.6 ed=   206 8/15/2020   x1=  72. x2=  85. y1=  1.38 y2=  1.02     
GP: Confirmed Bolivia 4/16/2020        85   14644     6986     441     1893     9   206 8/15/2020 
AAA2     1 Bolivia Confirmed cc1=  .993296 cc2=  .715946 lx=  8.37179 if=  73 il=  85 4/16/2020  n=  12 now=   14644 end=       4323       441      1893 U=    29.32 T=  109.2 p1= -70.5 p2=   338.7 ed=   178 7/18/2020   x1=  73. x2=  85. y1=  1.23 y2=   .83     
GP: Confirmed Bolivia 4/16/2020        85   14644     4323     441     1893     9   178 7/18/2020 
AAA2     1 Bolivia Confirmed cc1=  .991692 cc2=  .703017 lx=  9.07179 if=  74 il=  85 4/16/2020  n=  11 now=   14644 end=       8706       441      1893 U=    37.00 T=  125.4 p1= -40.5 p2=   168.2 ed=   212 8/21/2020   x1=  74. x2=  85. y1=  1.39 y2=  1.09     
GP: Confirmed Bolivia 4/16/2020        85   14644     8706     441     1893     9   212 8/21/2020 
AAA2     1 Bolivia Confirmed cc1=  .989626 cc2=  .688115 lx= 11.53179 if=  75 il=  85 4/16/2020  n=  10 now=   14644 end=     101903       441      1893 U=    66.76 T=  198.1 p1= 595.9 p2=    14.4 ed=   355 1/11/2021   x1=  75. x2=  85. y1=  1.84 y2=  1.69     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   355 1/11/2021 
AAA2     1 Bolivia Confirmed cc1=  .986404 cc2=  .670177 lx=  9.69179 if=  76 il=  85 4/16/2020  n=   9 now=   14644 end=      16184       441      1893 U=    43.83 T=  141.2 p1=  10.5 p2=    90.5 ed=   244 9/22/2020   x1=  76. x2=  85. y1=  1.49 y2=  1.28     
GP: Confirmed Bolivia 4/16/2020        85   14644    16184     441     1893     9   244 9/22/2020 
AAA2     1 Bolivia Confirmed cc1=  .981532 cc2=  .648198 lx= 11.59179 if=  77 il=  85 4/16/2020  n=   8 now=   14644 end=     108205       441      1893 U=    63.25 T=  192.9 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1=  77. x2=  85. y1=  1.83 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   342 12/29/2020
AAA2     1 Bolivia Confirmed cc1=  .976951 cc2=  .623398 lx= 11.59179 if=  78 il=  85 4/16/2020  n=   7 now=   14644 end=     108205       441      1893 U=    78.52 T=  218.9 p1= 638.9 p2=    13.5 ed=   404 3/1/2021    x1=  78. x2=  85. y1=  1.79 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   404 3/1/2021  
AAA2     1 Bolivia Confirmed cc1=  .990030 cc2=  .612065 lx= 11.59179 if=  79 il=  85 4/16/2020  n=   6 now=   14644 end=     108205       441      1893 U=    69.25 T=  203.1 p1= 638.9 p2=    13.5 ed=   366 1/22/2021   x1=  79. x2=  85. y1=  1.79 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   366 1/22/2021 
AAA2     1 Bolivia Confirmed cc1=  .997267 cc2=  .589019 lx= 11.59179 if=  80 il=  85 4/16/2020  n=   5 now=   14644 end=     108205       441      1893 U=    60.72 T=  188.5 p1= 638.9 p2=    13.5 ed=   331 12/18/2020  x1=  80. x2=  85. y1=  1.79 y2=  1.71     
GP: Confirmed Bolivia 4/16/2020        85   14644    -         441     1893     9   331 12/18/2020
AAA2     1 Bolivia Confirmed cc1=  .995898 cc2=  .833677 lx=  7.76179 if=  49 il=  86 4/17/2020  n=  37 now=   14644 end=       2349       465      1893 U=    25.11 T=   98.1 p1= -84.0 p2=   623.4 ed=   157 6/27/2020   x1=  49. x2=  86. y1=  1.96 y2=   .48     
GP: Confirmed Bolivia 4/17/2020        86   14644     2349     465     1893     7   157 6/27/2020 
AAA2     1 Bolivia Confirmed cc1=  .995587 cc2=  .831188 lx=  7.80179 if=  50 il=  86 4/17/2020  n=  36 now=   14644 end=       2444       465      1893 U=    24.75 T=   98.5 p1= -83.3 p2=   599.2 ed=   156 6/26/2020   x1=  50. x2=  86. y1=  1.96 y2=   .51     
GP: Confirmed Bolivia 4/17/2020        86   14644     2444     465     1893     7   156 6/26/2020 
AAA2     1 Bolivia Confirmed cc1=  .995631 cc2=  .828964 lx=  8.01179 if=  51 il=  86 4/17/2020  n=  35 now=   14644 end=       3016       465      1893 U=    26.77 T=  102.8 p1= -79.4 p2=   485.5 ed=   165 7/5/2020    x1=  51. x2=  86. y1=  1.93 y2=   .63     
GP: Confirmed Bolivia 4/17/2020        86   14644     3016     465     1893     7   165 7/5/2020  
AAA2     1 Bolivia Confirmed cc1=  .995673 cc2=  .826642 lx=  8.30179 if=  52 il=  86 4/17/2020  n=  34 now=   14644 end=       4031       465      1893 U=    33.28 T=  111.6 p1= -72.5 p2=   363.3 ed=   190 7/30/2020   x1=  52. x2=  86. y1=  1.79 y2=   .77     
GP: Confirmed Bolivia 4/17/2020        86   14644     4031     465     1893     7   190 7/30/2020 
AAA2     1 Bolivia Confirmed cc1=  .996463 cc2=  .824964 lx=  8.06179 if=  53 il=  86 4/17/2020  n=  33 now=   14644 end=       3170       465      1893 U=    30.04 T=  105.6 p1= -78.4 p2=   462.0 ed=   176 7/16/2020   x1=  53. x2=  86. y1=  1.75 y2=   .65     
GP: Confirmed Bolivia 4/17/2020        86   14644     3170     465     1893     7   176 7/16/2020 
AAA2     1 Bolivia Confirmed cc1=  .996892 cc2=  .822814 lx=  7.88179 if=  54 il=  86 4/17/2020  n=  32 now=   14644 end=       2648       465      1893 U=    27.87 T=  101.4 p1= -81.9 p2=   553.0 ed=   167 7/7/2020    x1=  54. x2=  86. y1=  1.70 y2=   .55     
GP: Confirmed Bolivia 4/17/2020        86   14644     2648     465     1893     7   167 7/7/2020  
AAA2     1 Bolivia Confirmed cc1=  .997257 cc2=  .820480 lx=  7.73179 if=  55 il=  86 4/17/2020  n=  31 now=   14644 end=       2279       465      1893 U=    25.61 T=   97.9 p1= -84.4 p2=   642.6 ed=   158 6/28/2020   x1=  55. x2=  86. y1=  1.67 y2=   .46     
GP: Confirmed Bolivia 4/17/2020        86   14644     2279     465     1893     7   158 6/28/2020 
AAA1     1 Bolivia Confirmed cc1=  .997255 cc2=  .817650 lx=  7.63179 if=  56 il=  86 4/17/2020  n=  30 now=   14644 end=       2062       465      1893 U=    24.20 T=   95.6 p1= -85.9 p2=   710.2 ed=   152 6/22/2020   x1=  56. x2=  86. y1=  1.64 y2=   .40 BEST
AAA2     1 Bolivia Confirmed cc1=  .997255 cc2=  .817650 lx=  7.63379 if=  56 il=  86 4/17/2020  n=  30 now=   14644 end=       2062       465      1893 U=    24.20 T=   95.6 p1= -85.9 p2=   710.2 ed=   152 6/22/2020   x1=  56. x2=  86. y1=  1.64 y2=   .40 BEST
GP: Confirmed Bolivia 4/17/2020        86   14644     2062     465     1893     7   152 6/22/2020 
AAA1     1 Bolivia Confirmed cc1=  .997096 cc2=  .814522 lx=  7.57179 if=  57 il=  86 4/17/2020  n=  29 now=   14644 end=       1942       465      1893 U=    22.85 T=   94.2 p1= -86.7 p2=   754.1 ed=   148 6/18/2020   x1=  57. x2=  86. y1=  1.63 y2=   .36 BEST
AAA2     1 Bolivia Confirmed cc1=  .997096 cc2=  .814522 lx=  7.56979 if=  57 il=  86 4/17/2020  n=  29 now=   14644 end=       1942       465      1893 U=    22.85 T=   94.2 p1= -86.7 p2=   754.1 ed=   148 6/18/2020   x1=  57. x2=  86. y1=  1.63 y2=   .36 BEST
GP: Confirmed Bolivia 4/17/2020        86   14644     1942     465     1893     7   148 6/18/2020 
AAA1     1 Bolivia Confirmed cc1=  .996794 cc2=  .811098 lx=  7.59179 if=  58 il=  86 4/17/2020  n=  28 now=   14644 end=       1981       465      1893 U=    23.05 T=   94.6 p1= -86.5 p2=   739.2 ed=   148 6/18/2020   x1=  58. x2=  86. y1=  1.59 y2=   .37 BEST
AAA2     1 Bolivia Confirmed cc1=  .996794 cc2=  .811098 lx=  7.58979 if=  58 il=  86 4/17/2020  n=  28 now=   14644 end=       1981       465      1893 U=    23.05 T=   94.6 p1= -86.5 p2=   739.2 ed=   148 6/18/2020   x1=  58. x2=  86. y1=  1.59 y2=   .37 BEST
GP: Confirmed Bolivia 4/17/2020        86   14644     1981     465     1893     7   148 6/18/2020 
AAA1     1 Bolivia Confirmed cc1=  .996446 cc2=  .807464 lx=  7.61179 if=  59 il=  86 4/17/2020  n=  27 now=   14644 end=       2021       465      1893 U=    23.37 T=   95.0 p1= -86.2 p2=   724.6 ed=   150 6/20/2020   x1=  59. x2=  86. y1=  1.54 y2=   .39 BEST
AAA2     1 Bolivia Confirmed cc1=  .996446 cc2=  .807464 lx=  7.61079 if=  59 il=  86 4/17/2020  n=  27 now=   14644 end=       2021       465      1893 U=    23.37 T=   95.0 p1= -86.2 p2=   724.6 ed=   150 6/20/2020   x1=  59. x2=  86. y1=  1.54 y2=   .39 BEST
GP: Confirmed Bolivia 4/17/2020        86   14644     2021     465     1893     7   150 6/20/2020 
AAA1     1 Bolivia Confirmed cc1=  .996036 cc2=  .803586 lx=  7.61179 if=  60 il=  86 4/17/2020  n=  26 now=   14644 end=       2021       465      1893 U=    23.55 T=   95.1 p1= -86.2 p2=   724.6 ed=   150 6/20/2020   x1=  60. x2=  86. y1=  1.49 y2=   .39 BEST
AAA2     1 Bolivia Confirmed cc1=  .996036 cc2=  .803586 lx=  7.61579 if=  60 il=  86 4/17/2020  n=  26 now=   14644 end=       2021       465      1893 U=    23.55 T=   95.1 p1= -86.2 p2=   724.6 ed=   150 6/20/2020   x1=  60. x2=  86. y1=  1.49 y2=   .39 BEST
GP: Confirmed Bolivia 4/17/2020        86   14644     2021     465     1893     7   150 6/20/2020 
AAA1     1 Bolivia Confirmed cc1=  .995574 cc2=  .799458 lx=  7.59179 if=  61 il=  86 4/17/2020  n=  25 now=   14644 end=       1981       465      1893 U=    23.01 T=   94.5 p1= -86.5 p2=   739.2 ed=   148 6/18/2020   x1=  61. x2=  86. y1=  1.46 y2=   .37 BEST
