TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       71675.00000       11.17990
TAB:  Bangladesh Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Bangladesh 5/7/2020        106   71675    46161   12425    27804     9   169 7/9/2020  
AAA2     1 Bangladesh Confirmed cc1=  .996324 cc2=  .838210 lx= 10.60990 if=  67 il= 106 5/7/2020   n=  39 now=   71675 end=      40534     12425     27804 U=    22.41 T=  109.8 p1= -43.4 p2=   176.8 ed=   162 7/2/2020    x1=  67. x2= 106. y1=  1.91 y2=   .17     
GP: Confirmed Bangladesh 5/7/2020        106   71675    40534   12425    27804     9   162 7/2/2020  
AAA2     1 Bangladesh Confirmed cc1=  .997387 cc2=  .837259 lx= 10.49990 if=  68 il= 106 5/7/2020   n=  38 now=   71675 end=      36311     12425     27804 U=    20.90 T=  107.5 p1= -49.3 p2=   197.4 ed=   156 6/26/2020   x1=  68. x2= 106. y1=  1.89 y2=   .07     
GP: Confirmed Bangladesh 5/7/2020        106   71675    36311   12425    27804     9   156 6/26/2020 
AAA2     1 Bangladesh Confirmed cc1=  .998225 cc2=  .836004 lx= 10.40990 if=  69 il= 106 5/7/2020   n=  37 now=   71675 end=      33186     12425     27804 U=    19.62 T=  105.7 p1= -53.7 p2=   216.0 ed=   151 6/21/2020   x1=  69. x2= 106. y1=  1.87 y2=  -.02     
GP: Confirmed Bangladesh 5/7/2020        106   71675    33186   12425    27804     9   151 6/21/2020 
AAA2     1 Bangladesh Confirmed cc1=  .998854 cc2=  .834455 lx= 10.33990 if=  70 il= 106 5/7/2020   n=  36 now=   71675 end=      30942     12425     27804 U=    18.55 T=  104.3 p1= -56.8 p2=   231.6 ed=   148 6/18/2020   x1=  70. x2= 106. y1=  1.85 y2=  -.09     
GP: Confirmed Bangladesh 5/7/2020        106   71675    30942   12425    27804     9   148 6/18/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999283 cc2=  .832616 lx= 10.27990 if=  71 il= 106 5/7/2020   n=  35 now=   71675 end=      29140     12425     27804 U=    17.56 T=  103.2 p1= -59.3 p2=   246.0 ed=   144 6/14/2020   x1=  71. x2= 106. y1=  1.83 y2=  -.16     
GP: Confirmed Bangladesh 5/7/2020        106   71675    29140   12425    27804     9   144 6/14/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999484 cc2=  .830453 lx= 10.23990 if=  72 il= 106 5/7/2020   n=  34 now=   71675 end=      27998     12425     27804 U=    16.83 T=  102.5 p1= -60.9 p2=   256.0 ed=   142 6/12/2020   x1=  72. x2= 106. y1=  1.81 y2=  -.21 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999484 cc2=  .830453 lx= 10.23890 if=  72 il= 106 5/7/2020   n=  34 now=   71675 end=      27998     12425     27804 U=    16.83 T=  102.5 p1= -60.9 p2=   256.0 ed=   142 6/12/2020   x1=  72. x2= 106. y1=  1.81 y2=  -.21 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27998   12425    27804     9   142 6/12/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999531 cc2=  .828032 lx= 10.20990 if=  73 il= 106 5/7/2020   n=  33 now=   71675 end=      27170     12425     27804 U=    16.25 T=  102.0 p1= -62.1 p2=   263.8 ed=   140 6/10/2020   x1=  73. x2= 106. y1=  1.79 y2=  -.25 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999531 cc2=  .828032 lx= 10.21390 if=  73 il= 106 5/7/2020   n=  33 now=   71675 end=      27170     12425     27804 U=    16.25 T=  102.0 p1= -62.1 p2=   263.8 ed=   140 6/10/2020   x1=  73. x2= 106. y1=  1.79 y2=  -.25 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27170   12425    27804     9   140 6/10/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999498 cc2=  .825420 lx= 10.19990 if=  74 il= 106 5/7/2020   n=  32 now=   71675 end=      26900     12425     27804 U=    15.98 T=  101.9 p1= -62.5 p2=   266.4 ed=   139 6/9/2020    x1=  74. x2= 106. y1=  1.74 y2=  -.26 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999498 cc2=  .825420 lx= 10.20490 if=  74 il= 106 5/7/2020   n=  32 now=   71675 end=      26900     12425     27804 U=    15.98 T=  101.9 p1= -62.5 p2=   266.4 ed=   139 6/9/2020    x1=  74. x2= 106. y1=  1.74 y2=  -.26 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    26900   12425    27804     9   139 6/9/2020  
AAA1     1 Bangladesh Confirmed cc1=  .999451 cc2=  .822674 lx= 10.20990 if=  75 il= 106 5/7/2020   n=  31 now=   71675 end=      27170     12425     27804 U=    16.05 T=  102.1 p1= -62.1 p2=   263.8 ed=   139 6/9/2020    x1=  75. x2= 106. y1=  1.69 y2=  -.25 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999451 cc2=  .822674 lx= 10.20790 if=  75 il= 106 5/7/2020   n=  31 now=   71675 end=      27170     12425     27804 U=    16.05 T=  102.1 p1= -62.1 p2=   263.8 ed=   139 6/9/2020    x1=  75. x2= 106. y1=  1.69 y2=  -.25 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27170   12425    27804     9   139 6/9/2020  
AAA1     1 Bangladesh Confirmed cc1=  .999399 cc2=  .819793 lx= 10.20990 if=  76 il= 106 5/7/2020   n=  30 now=   71675 end=      27170     12425     27804 U=    15.99 T=  102.1 p1= -62.1 p2=   263.8 ed=   139 6/9/2020    x1=  76. x2= 106. y1=  1.63 y2=  -.25 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999399 cc2=  .819793 lx= 10.21290 if=  76 il= 106 5/7/2020   n=  30 now=   71675 end=      27170     12425     27804 U=    15.99 T=  102.1 p1= -62.1 p2=   263.8 ed=   139 6/9/2020    x1=  76. x2= 106. y1=  1.63 y2=  -.25 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27170   12425    27804     9   139 6/9/2020  
AAA1     1 Bangladesh Confirmed cc1=  .999353 cc2=  .816778 lx= 10.22990 if=  77 il= 106 5/7/2020   n=  29 now=   71675 end=      27719     12425     27804 U=    16.13 T=  102.5 p1= -61.3 p2=   258.6 ed=   140 6/10/2020   x1=  77. x2= 106. y1=  1.58 y2=  -.22 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999353 cc2=  .816778 lx= 10.22590 if=  77 il= 106 5/7/2020   n=  29 now=   71675 end=      27719     12425     27804 U=    16.13 T=  102.5 p1= -61.3 p2=   258.6 ed=   140 6/10/2020   x1=  77. x2= 106. y1=  1.58 y2=  -.22 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27719   12425    27804     9   140 6/10/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999323 cc2=  .813628 lx= 10.24990 if=  78 il= 106 5/7/2020   n=  28 now=   71675 end=      28279     12425     27804 U=    16.58 T=  102.8 p1= -60.5 p2=   253.5 ed=   141 6/11/2020   x1=  78. x2= 106. y1=  1.49 y2=  -.20 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999323 cc2=  .813628 lx= 10.24790 if=  78 il= 106 5/7/2020   n=  28 now=   71675 end=      28279     12425     27804 U=    16.58 T=  102.8 p1= -60.5 p2=   253.5 ed=   141 6/11/2020   x1=  78. x2= 106. y1=  1.49 y2=  -.20 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    28279   12425    27804     9   141 6/11/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999249 cc2=  .810266 lx= 10.24990 if=  79 il= 106 5/7/2020   n=  27 now=   71675 end=      28279     12425     27804 U=    16.56 T=  102.8 p1= -60.5 p2=   253.5 ed=   141 6/11/2020   x1=  79. x2= 106. y1=  1.44 y2=  -.20 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999249 cc2=  .810266 lx= 10.24490 if=  79 il= 106 5/7/2020   n=  27 now=   71675 end=      28279     12425     27804 U=    16.56 T=  102.8 p1= -60.5 p2=   253.5 ed=   141 6/11/2020   x1=  79. x2= 106. y1=  1.44 y2=  -.20 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    28279   12425    27804     9   141 6/11/2020 
AAA1     1 Bangladesh Confirmed cc1=  .999162 cc2=  .806712 lx= 10.23990 if=  80 il= 106 5/7/2020   n=  26 now=   71675 end=      27998     12425     27804 U=    16.16 T=  102.6 p1= -60.9 p2=   256.0 ed=   140 6/10/2020   x1=  80. x2= 106. y1=  1.40 y2=  -.21 BEST
AAA2     1 Bangladesh Confirmed cc1=  .999162 cc2=  .806712 lx= 10.24290 if=  80 il= 106 5/7/2020   n=  26 now=   71675 end=      27998     12425     27804 U=    16.16 T=  102.6 p1= -60.9 p2=   256.0 ed=   140 6/10/2020   x1=  80. x2= 106. y1=  1.40 y2=  -.21 BEST
GP: Confirmed Bangladesh 5/7/2020        106   71675    27998   12425    27804     9   140 6/10/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999151 cc2=  .803035 lx= 10.27990 if=  81 il= 106 5/7/2020   n=  25 now=   71675 end=      29140     12425     27804 U=    16.59 T=  103.4 p1= -59.3 p2=   246.0 ed=   142 6/12/2020   x1=  81. x2= 106. y1=  1.35 y2=  -.16     
GP: Confirmed Bangladesh 5/7/2020        106   71675    29140   12425    27804     9   142 6/12/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999173 cc2=  .799173 lx= 10.32990 if=  82 il= 106 5/7/2020   n=  24 now=   71675 end=      30634     12425     27804 U=    17.20 T=  104.2 p1= -57.3 p2=   234.0 ed=   144 6/14/2020   x1=  82. x2= 106. y1=  1.29 y2=  -.10     
GP: Confirmed Bangladesh 5/7/2020        106   71675    30634   12425    27804     9   144 6/14/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999193 cc2=  .795069 lx= 10.37990 if=  83 il= 106 5/7/2020   n=  23 now=   71675 end=      32205     12425     27804 U=    17.83 T=  105.1 p1= -55.1 p2=   222.6 ed=   147 6/17/2020   x1=  83. x2= 106. y1=  1.24 y2=  -.05     
GP: Confirmed Bangladesh 5/7/2020        106   71675    32205   12425    27804     9   147 6/17/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999221 cc2=  .790706 lx= 10.44990 if=  84 il= 106 5/7/2020   n=  22 now=   71675 end=      34540     12425     27804 U=    18.61 T=  106.4 p1= -51.8 p2=   207.5 ed=   150 6/20/2020   x1=  84. x2= 106. y1=  1.20 y2=   .02     
GP: Confirmed Bangladesh 5/7/2020        106   71675    34540   12425    27804     9   150 6/20/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999341 cc2=  .786140 lx= 10.54990 if=  85 il= 106 5/7/2020   n=  21 now=   71675 end=      38173     12425     27804 U=    20.11 T=  108.3 p1= -46.7 p2=   187.8 ed=   155 6/25/2020   x1=  85. x2= 106. y1=  1.16 y2=   .12     
GP: Confirmed Bangladesh 5/7/2020        106   71675    38173   12425    27804     9   155 6/25/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999304 cc2=  .781086 lx= 10.60990 if=  86 il= 106 5/7/2020   n=  20 now=   71675 end=      40534     12425     27804 U=    20.80 T=  109.5 p1= -43.4 p2=   176.8 ed=   158 6/28/2020   x1=  86. x2= 106. y1=  1.13 y2=   .17     
GP: Confirmed Bangladesh 5/7/2020        106   71675    40534   12425    27804     9   158 6/28/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999310 cc2=  .775703 lx= 10.70990 if=  87 il= 106 5/7/2020   n=  19 now=   71675 end=      44797     12425     27804 U=    22.02 T=  111.5 p1= -37.5 p2=   160.0 ed=   163 7/3/2020    x1=  87. x2= 106. y1=  1.11 y2=   .25     
GP: Confirmed Bangladesh 5/7/2020        106   71675    44797   12425    27804     9   163 7/3/2020  
AAA2     1 Bangladesh Confirmed cc1=  .999377 cc2=  .769962 lx= 10.86990 if=  88 il= 106 5/7/2020   n=  18 now=   71675 end=      52569     12425     27804 U=    23.90 T=  114.8 p1= -26.7 p2=   136.3 ed=   171 7/11/2020   x1=  88. x2= 106. y1=  1.12 y2=   .37     
GP: Confirmed Bangladesh 5/7/2020        106   71675    52569   12425    27804     9   171 7/11/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999714 cc2=  .764012 lx= 11.24990 if=  89 il= 106 5/7/2020   n=  17 now=   71675 end=      76872     12425     27804 U=    29.22 T=  123.5 p1=   7.3 p2=    93.2 ed=   192 8/1/2020    x1=  89. x2= 106. y1=  1.18 y2=   .60     
GP: Confirmed Bangladesh 5/7/2020        106   71675    76872   12425    27804     9   192 8/1/2020  
AAA2     1 Bangladesh Confirmed cc1=  .999790 cc2=  .757255 lx= 11.53990 if=  90 il= 106 5/7/2020   n=  16 now=   71675 end=     102733     12425     27804 U=    33.34 T=  130.9 p1=  43.3 p2=    69.8 ed=   209 8/18/2020   x1=  90. x2= 106. y1=  1.23 y2=   .75     
GP: Confirmed Bangladesh 5/7/2020        106   71675   102733   12425    27804     9   209 8/18/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999776 cc2=  .749776 lx= 11.70990 if=  91 il= 106 5/7/2020   n=  15 now=   71675 end=     121770     12425     27804 U=    35.70 T=  135.5 p1=  69.9 p2=    58.9 ed=   219 8/28/2020   x1=  91. x2= 106. y1=  1.25 y2=   .83     
GP: Confirmed Bangladesh 5/7/2020        106   71675   121770   12425    27804     9   219 8/28/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999745 cc2=  .741546 lx= 11.87990 if=  92 il= 106 5/7/2020   n=  14 now=   71675 end=     144335     12425     27804 U=    38.13 T=  140.2 p1= 101.4 p2=    49.7 ed=   230 9/8/2020    x1=  92. x2= 106. y1=  1.26 y2=   .90     
GP: Confirmed Bangladesh 5/7/2020        106   71675   144335   12425    27804     9   230 9/8/2020  
AAA2     1 Bangladesh Confirmed cc1=  .999689 cc2=  .732428 lx= 11.95990 if=  93 il= 106 5/7/2020   n=  13 now=   71675 end=     156357     12425     27804 U=    39.93 T=  143.1 p1= 118.1 p2=    45.8 ed=   237 9/15/2020   x1=  93. x2= 106. y1=  1.25 y2=   .93     
GP: Confirmed Bangladesh 5/7/2020        106   71675   156357   12425    27804     9   237 9/15/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999804 cc2=  .722453 lx= 11.42990 if=  94 il= 106 5/7/2020   n=  12 now=   71675 end=      92032     12425     27804 U=    32.01 T=  128.2 p1=  28.4 p2=    77.9 ed=   203 8/12/2020   x1=  94. x2= 106. y1=  1.07 y2=   .69     
GP: Confirmed Bangladesh 5/7/2020        106   71675    92032   12425    27804     9   203 8/12/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999760 cc2=  .711085 lx= 11.31990 if=  95 il= 106 5/7/2020   n=  11 now=   71675 end=      82445     12425     27804 U=    30.24 T=  125.3 p1=  15.0 p2=    86.9 ed=   196 8/5/2020    x1=  95. x2= 106. y1=  1.00 y2=   .64     
GP: Confirmed Bangladesh 5/7/2020        106   71675    82445   12425    27804     9   196 8/5/2020  
AAA2     1 Bangladesh Confirmed cc1=  .999705 cc2=  .698194 lx= 11.47990 if=  96 il= 106 5/7/2020   n=  10 now=   71675 end=      96751     12425     27804 U=    32.38 T=  129.3 p1=  35.0 p2=    74.1 ed=   205 8/14/2020   x1=  96. x2= 106. y1=  1.03 y2=   .72     
GP: Confirmed Bangladesh 5/7/2020        106   71675    96751   12425    27804     9   205 8/14/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999701 cc2=  .683473 lx= 12.11990 if=  97 il= 106 5/7/2020   n=   9 now=   71675 end=     183486     12425     27804 U=    41.40 T=  147.0 p1= 156.0 p2=    39.1 ed=   244 9/22/2020   x1=  97. x2= 106. y1=  1.21 y2=   .99     
GP: Confirmed Bangladesh 5/7/2020        106   71675   183486   12425    27804     9   244 9/22/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999802 cc2=  .666468 lx= 13.17990 if=  98 il= 106 5/7/2020   n=   8 now=   71675 end=     529610     12425     27804 U=    57.59 T=  182.2 p1= 638.9 p2=    13.5 ed=   318 12/5/2020   x1=  98. x2= 106. y1=  1.46 y2=  1.32     
GP: Confirmed Bangladesh 5/7/2020        106   71675    -       12425    27804     9   318 12/5/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999725 cc2=  .646171 lx= 13.17990 if=  99 il= 106 5/7/2020   n=   7 now=   71675 end=     529610     12425     27804 U=    57.84 T=  182.5 p1= 638.9 p2=    13.5 ed=   318 12/5/2020   x1=  99. x2= 106. y1=  1.44 y2=  1.32     
GP: Confirmed Bangladesh 5/7/2020        106   71675    -       12425    27804     9   318 12/5/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999674 cc2=  .621710 lx= 13.17990 if= 100 il= 106 5/7/2020   n=   6 now=   71675 end=     529610     12425     27804 U=    57.73 T=  182.3 p1= 638.9 p2=    13.5 ed=   318 12/5/2020   x1= 100. x2= 106. y1=  1.43 y2=  1.32     
GP: Confirmed Bangladesh 5/7/2020        106   71675    -       12425    27804     9   318 12/5/2020 
AAA2     1 Bangladesh Confirmed cc1=  .999770 cc2=  .591521 lx= 11.05990 if= 101 il= 106 5/7/2020   n=   5 now=   71675 end=      63570     12425     27804 U=    26.00 T=  118.7 p1= -11.3 p2=   112.7 ed=   180 7/20/2020   x1= 101. x2= 106. y1=   .68 y2=   .49     
GP: Confirmed Bangladesh 5/7/2020        106   71675    63570   12425    27804     9   180 7/20/2020 
AAA2     1 Bangladesh Confirmed cc1=  .986240 cc2=  .859240 lx= 13.17990 if=  46 il= 107 5/8/2020   n=  61 now=   71675 end=     529610     13134     27804 U=    51.51 T=  174.4 p1= 638.9 p2=    13.5 ed=   295 11/12/2020  x1=  46. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   295 11/12/2020
AAA2     1 Bangladesh Confirmed cc1=  .986768 cc2=  .858731 lx= 13.17990 if=  47 il= 107 5/8/2020   n=  60 now=   71675 end=     529610     13134     27804 U=    50.67 T=  173.3 p1= 638.9 p2=    13.5 ed=   292 11/9/2020   x1=  47. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   292 11/9/2020 
AAA2     1 Bangladesh Confirmed cc1=  .987123 cc2=  .858024 lx= 13.17990 if=  48 il= 107 5/8/2020   n=  59 now=   71675 end=     529610     13134     27804 U=    49.82 T=  172.1 p1= 638.9 p2=    13.5 ed=   289 11/6/2020   x1=  48. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   289 11/6/2020 
AAA2     1 Bangladesh Confirmed cc1=  .987298 cc2=  .857109 lx= 13.17990 if=  49 il= 107 5/8/2020   n=  58 now=   71675 end=     529610     13134     27804 U=    48.98 T=  171.0 p1= 638.9 p2=    13.5 ed=   286 11/3/2020   x1=  49. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   286 11/3/2020 
AAA2     1 Bangladesh Confirmed cc1=  .987286 cc2=  .855980 lx= 13.17990 if=  50 il= 107 5/8/2020   n=  57 now=   71675 end=     529610     13134     27804 U=    48.14 T=  169.9 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  50. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   283 10/31/2020
AAA2     1 Bangladesh Confirmed cc1=  .987085 cc2=  .854632 lx= 13.17990 if=  51 il= 107 5/8/2020   n=  56 now=   71675 end=     529610     13134     27804 U=    47.29 T=  168.8 p1= 638.9 p2=    13.5 ed=   280 10/28/2020  x1=  51. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   280 10/28/2020
AAA2     1 Bangladesh Confirmed cc1=  .986697 cc2=  .853067 lx= 13.17990 if=  52 il= 107 5/8/2020   n=  55 now=   71675 end=     529610     13134     27804 U=    46.45 T=  167.7 p1= 638.9 p2=    13.5 ed=   277 10/25/2020  x1=  52. x2= 107. y1=  2.49 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   277 10/25/2020
AAA2     1 Bangladesh Confirmed cc1=  .986132 cc2=  .851292 lx= 13.17990 if=  53 il= 107 5/8/2020   n=  54 now=   71675 end=     529610     13134     27804 U=    47.33 T=  168.9 p1= 638.9 p2=    13.5 ed=   280 10/28/2020  x1=  53. x2= 107. y1=  2.45 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   280 10/28/2020
AAA2     1 Bangladesh Confirmed cc1=  .985750 cc2=  .849668 lx= 13.17990 if=  54 il= 107 5/8/2020   n=  53 now=   71675 end=     529610     13134     27804 U=    48.20 T=  170.0 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  54. x2= 107. y1=  2.41 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   283 10/31/2020
AAA2     1 Bangladesh Confirmed cc1=  .985666 cc2=  .848306 lx= 13.17990 if=  55 il= 107 5/8/2020   n=  52 now=   71675 end=     529610     13134     27804 U=    48.18 T=  170.0 p1= 638.9 p2=    13.5 ed=   283 10/31/2020  x1=  55. x2= 107. y1=  2.39 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   283 10/31/2020
AAA2     1 Bangladesh Confirmed cc1=  .985651 cc2=  .846976 lx= 13.17990 if=  56 il= 107 5/8/2020   n=  51 now=   71675 end=     529610     13134     27804 U=    48.68 T=  170.6 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  56. x2= 107. y1=  2.36 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   285 11/2/2020 
AAA2     1 Bangladesh Confirmed cc1=  .985930 cc2=  .845902 lx= 13.17990 if=  57 il= 107 5/8/2020   n=  50 now=   71675 end=     529610     13134     27804 U=    48.58 T=  170.5 p1= 638.9 p2=    13.5 ed=   285 11/2/2020   x1=  57. x2= 107. y1=  2.34 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   285 11/2/2020 
AAA2     1 Bangladesh Confirmed cc1=  .986315 cc2=  .844894 lx= 13.17990 if=  58 il= 107 5/8/2020   n=  49 now=   71675 end=     529610     13134     27804 U=    48.36 T=  170.2 p1= 638.9 p2=    13.5 ed=   284 11/1/2020   x1=  58. x2= 107. y1=  2.32 y2=  1.31     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   284 11/1/2020 
AAA2     1 Bangladesh Confirmed cc1=  .986789 cc2=  .843932 lx= 12.74990 if=  59 il= 107 5/8/2020   n=  48 now=   71675 end=     344516     13134     27804 U=    44.83 T=  160.1 p1= 380.7 p2=    20.8 ed=   265 10/13/2020  x1=  59. x2= 107. y1=  2.25 y2=  1.18     
GP: Confirmed Bangladesh 5/8/2020        107   71675    -       13134    27804     6   265 10/13/2020
AAA2     1 Bangladesh Confirmed cc1=  .987619 cc2=  .843281 lx= 12.18990 if=  60 il= 107 5/8/2020   n=  47 now=   71675 end=     196790     13134     27804 U=    39.51 T=  146.3 p1= 174.6 p2=    36.4 ed=   239 9/17/2020   x1=  60. x2= 107. y1=  2.19 y2=  1.00     
GP: Confirmed Bangladesh 5/8/2020        107   71675   196790   13134    27804     6   239 9/17/2020 
AAA2     1 Bangladesh Confirmed cc1=  .988495 cc2=  .842630 lx= 11.77990 if=  61 il= 107 5/8/2020   n=  46 now=   71675 end=     130600     13134     27804 U=    35.86 T=  136.8 p1=  82.2 p2=    54.9 ed=   221 8/30/2020   x1=  61. x2= 107. y1=  2.11 y2=   .83     
GP: Confirmed Bangladesh 5/8/2020        107   71675   130600   13134    27804     6   221 8/30/2020 
AAA2     1 Bangladesh Confirmed cc1=  .989701 cc2=  .842259 lx= 11.46990 if=  62 il= 107 5/8/2020   n=  45 now=   71675 end=      95788     13134     27804 U=    32.89 T=  129.6 p1=  33.6 p2=    74.8 ed=   207 8/16/2020   x1=  62. x2= 107. y1=  2.05 y2=   .69     
GP: Confirmed Bangladesh 5/8/2020        107   71675    95788   13134    27804     6   207 8/16/2020 
AAA2     1 Bangladesh Confirmed cc1=  .991180 cc2=  .842108 lx= 11.21990 if=  63 il= 107 5/8/2020   n=  44 now=   71675 end=      74600     13134     27804 U=    29.93 T=  123.5 p1=   4.1 p2=    96.1 ed=   194 8/3/2020    x1=  63. x2= 107. y1=  2.02 y2=   .55     
GP: Confirmed Bangladesh 5/8/2020        107   71675    74600   13134    27804     6   194 8/3/2020  
AAA2     1 Bangladesh Confirmed cc1=  .992493 cc2=  .841737 lx= 11.01990 if=  64 il= 107 5/8/2020   n=  43 now=   71675 end=      61077     13134     27804 U=    27.76 T=  118.9 p1= -14.8 p2=   117.4 ed=   184 7/24/2020   x1=  64. x2= 107. y1=  1.98 y2=   .43     
GP: Confirmed Bangladesh 5/8/2020        107   71675    61077   13134    27804     6   184 7/24/2020 
AAA2     1 Bangladesh Confirmed cc1=  .993918 cc2=  .841419 lx= 10.85990 if=  65 il= 107 5/8/2020   n=  42 now=   71675 end=      52046     13134     27804 U=    25.86 T=  115.3 p1= -27.4 p2=   137.7 ed=   176 7/16/2020   x1=  65. x2= 107. y1=  1.94 y2=   .32     
GP: Confirmed Bangladesh 5/8/2020        107   71675    52046   13134    27804     6   176 7/16/2020 
AAA2     1 Bangladesh Confirmed cc1=  .995359 cc2=  .841056 lx= 10.71990 if=  66 il= 107 5/8/2020   n=  41 now=   71675 end=      45247     13134     27804 U=    23.96 T=  112.1 p1= -36.9 p2=   158.4 ed=   168 7/8/2020    x1=  66. x2= 107. y1=  1.92 y2=   .21     
GP: Confirmed Bangladesh 5/8/2020        107   71675    45247   13134    27804     6   168 7/8/2020  
AAA2     1 Bangladesh Confirmed cc1=  .996586 cc2=  .840413 lx= 10.59990 if=  67 il= 107 5/8/2020   n=  40 now=   71675 end=      40130     13134     27804 U=    22.27 T=  109.5 p1= -44.0 p2=   178.6 ed=   162 7/2/2020    x1=  67. x2= 107. y1=  1.91 y2=   .11     
GP: Confirmed Bangladesh 5/8/2020        107   71675    40130   13134    27804     6   162 7/2/2020  
AAA2     1 Bangladesh Confirmed cc1=  .997577 cc2=  .839464 lx= 10.50990 if=  68 il= 107 5/8/2020   n=  39 now=   71675 end=      36676     13134     27804 U=    20.93 T=  107.6 p1= -48.8 p2=   195.4 ed=   156 6/26/2020   x1=  68. x2= 107. y1=  1.89 y2=   .03     
GP: Confirmed Bangladesh 5/8/2020        107   71675    36676   13134    27804     6   156 6/26/2020 
AAA2     1 Bangladesh Confirmed cc1=  .998352 cc2=  .838224 lx= 10.42990 if=  69 il= 107 5/8/2020   n=  38 now=   71675 end=      33856     13134     27804 U=    19.73 T=  105.9 p1= -52.8 p2=   211.7 ed=   152 6/22/2020   x1=  69. x2= 107. y1=  1.87 y2=  -.05     
GP: Confirmed Bangladesh 5/8/2020        107   71675    33856   13134    27804     6   152 6/22/2020 
AAA2     1 Bangladesh Confirmed cc1=  .998926 cc2=  .836704 lx= 10.35990 if=  70 il= 107 5/8/2020   n=  37 now=   71675 end=      31567     13134     27804 U=    18.66 T=  104.5 p1= -56.0 p2=   227.1 ed=   148 6/18/2020   x1=  70. x2= 107. y1=  1.85 y2=  -.13     
GP: Confirmed Bangladesh 5/8/2020        107   71675    31567   13134    27804     6   148 6/18/2020 
