TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        5304.00000        8.57622
TAB:  US_Pennsylvania_Bucks Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4519    2321     4408     8   125 5/26/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999293 cc2=  .843119 lx=  8.38622 if=  52 il=  92 4/23/2020  n=  40 now=    5304 end=       4386      2321      4408 U=    16.41 T=   84.6 p1= -17.3 p2=   120.9 ed=   123 5/24/2020   x1=  52. x2=  92. y1=  1.99 y2=  -.45 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999293 cc2=  .843119 lx=  8.38922 if=  52 il=  92 4/23/2020  n=  40 now=    5304 end=       4386      2321      4408 U=    16.41 T=   84.6 p1= -17.3 p2=   120.9 ed=   123 5/24/2020   x1=  52. x2=  92. y1=  1.99 y2=  -.45 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4386    2321     4408     8   123 5/24/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999304 cc2=  .841190 lx=  8.37622 if=  53 il=  92 4/23/2020  n=  39 now=    5304 end=       4342      2321      4408 U=    15.90 T=   84.6 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  53. x2=  92. y1=  1.98 y2=  -.47 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999304 cc2=  .841190 lx=  8.37422 if=  53 il=  92 4/23/2020  n=  39 now=    5304 end=       4342      2321      4408 U=    15.90 T=   84.6 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  53. x2=  92. y1=  1.98 y2=  -.47 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4342    2321     4408     8   122 5/23/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999250 cc2=  .839122 lx=  8.37622 if=  54 il=  92 4/23/2020  n=  38 now=    5304 end=       4342      2321      4408 U=    15.97 T=   84.5 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  54. x2=  92. y1=  1.91 y2=  -.47 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999250 cc2=  .839122 lx=  8.37622 if=  54 il=  92 4/23/2020  n=  38 now=    5304 end=       4342      2321      4408 U=    15.97 T=   84.5 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  54. x2=  92. y1=  1.91 y2=  -.47 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4342    2321     4408     8   122 5/23/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999190 cc2=  .836969 lx=  8.37622 if=  55 il=  92 4/23/2020  n=  37 now=    5304 end=       4342      2321      4408 U=    16.03 T=   84.5 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  55. x2=  92. y1=  1.84 y2=  -.47 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999190 cc2=  .836969 lx=  8.37422 if=  55 il=  92 4/23/2020  n=  37 now=    5304 end=       4342      2321      4408 U=    16.03 T=   84.5 p1= -18.1 p2=   122.2 ed=   122 5/23/2020   x1=  55. x2=  92. y1=  1.84 y2=  -.47 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4342    2321     4408     8   122 5/23/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999135 cc2=  .834736 lx=  8.36622 if=  56 il=  92 4/23/2020  n=  36 now=    5304 end=       4299      2321      4408 U=    15.63 T=   84.4 p1= -18.9 p2=   123.4 ed=   121 5/22/2020   x1=  56. x2=  92. y1=  1.82 y2=  -.48     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4299    2321     4408     8   121 5/22/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999079 cc2=  .832412 lx=  8.37622 if=  57 il=  92 4/23/2020  n=  35 now=    5304 end=       4342      2321      4408 U=    15.62 T=   84.7 p1= -18.1 p2=   122.2 ed=   121 5/22/2020   x1=  57. x2=  92. y1=  1.77 y2=  -.47 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999079 cc2=  .832412 lx=  8.37722 if=  57 il=  92 4/23/2020  n=  35 now=    5304 end=       4342      2321      4408 U=    15.62 T=   84.7 p1= -18.1 p2=   122.2 ed=   121 5/22/2020   x1=  57. x2=  92. y1=  1.77 y2=  -.47 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4342    2321     4408     8   121 5/22/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999067 cc2=  .830036 lx=  8.39622 if=  58 il=  92 4/23/2020  n=  34 now=    5304 end=       4430      2321      4408 U=    16.28 T=   84.9 p1= -16.5 p2=   119.7 ed=   123 5/24/2020   x1=  58. x2=  92. y1=  1.65 y2=  -.44 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999067 cc2=  .830036 lx=  8.39722 if=  58 il=  92 4/23/2020  n=  34 now=    5304 end=       4430      2321      4408 U=    16.28 T=   84.9 p1= -16.5 p2=   119.7 ed=   123 5/24/2020   x1=  58. x2=  92. y1=  1.65 y2=  -.44 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4430    2321     4408     8   123 5/24/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999000 cc2=  .827502 lx=  8.38622 if=  59 il=  92 4/23/2020  n=  33 now=    5304 end=       4386      2321      4408 U=    15.93 T=   84.8 p1= -17.3 p2=   120.9 ed=   122 5/23/2020   x1=  59. x2=  92. y1=  1.62 y2=  -.45 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999000 cc2=  .827502 lx=  8.38822 if=  59 il=  92 4/23/2020  n=  33 now=    5304 end=       4386      2321      4408 U=    15.93 T=   84.8 p1= -17.3 p2=   120.9 ed=   122 5/23/2020   x1=  59. x2=  92. y1=  1.62 y2=  -.45 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4386    2321     4408     8   122 5/23/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998909 cc2=  .824832 lx=  8.39622 if=  60 il=  92 4/23/2020  n=  32 now=    5304 end=       4430      2321      4408 U=    15.85 T=   85.1 p1= -16.5 p2=   119.7 ed=   122 5/23/2020   x1=  60. x2=  92. y1=  1.58 y2=  -.44 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998910 cc2=  .824832 lx=  8.39222 if=  60 il=  92 4/23/2020  n=  32 now=    5304 end=       4430      2321      4408 U=    15.85 T=   85.1 p1= -16.5 p2=   119.7 ed=   122 5/23/2020   x1=  60. x2=  92. y1=  1.58 y2=  -.44 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4430    2321     4408     8   122 5/23/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998860 cc2=  .822083 lx=  8.41622 if=  61 il=  92 4/23/2020  n=  31 now=    5304 end=       4519      2321      4408 U=    15.95 T=   85.5 p1= -14.8 p2=   117.4 ed=   123 5/24/2020   x1=  61. x2=  92. y1=  1.54 y2=  -.41     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4519    2321     4408     8   123 5/24/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998906 cc2=  .819301 lx=  8.44622 if=  62 il=  92 4/23/2020  n=  30 now=    5304 end=       4657      2321      4408 U=    16.67 T=   86.0 p1= -12.2 p2=   113.9 ed=   125 5/26/2020   x1=  62. x2=  92. y1=  1.44 y2=  -.36     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4657    2321     4408     8   125 5/26/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998799 cc2=  .816225 lx=  8.45622 if=  63 il=  92 4/23/2020  n=  29 now=    5304 end=       4704      2321      4408 U=    16.72 T=   86.2 p1= -11.3 p2=   112.8 ed=   125 5/26/2020   x1=  63. x2=  92. y1=  1.39 y2=  -.35     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4704    2321     4408     8   125 5/26/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998690 cc2=  .812995 lx=  8.46622 if=  64 il=  92 4/23/2020  n=  28 now=    5304 end=       4751      2321      4408 U=    16.87 T=   86.4 p1= -10.4 p2=   111.6 ed=   126 5/27/2020   x1=  64. x2=  92. y1=  1.33 y2=  -.33     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4751    2321     4408     8   126 5/27/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998558 cc2=  .809576 lx=  8.48622 if=  65 il=  92 4/23/2020  n=  27 now=    5304 end=       4847      2321      4408 U=    17.27 T=   86.7 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  65. x2=  92. y1=  1.26 y2=  -.31     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4847    2321     4408     8   127 5/28/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998394 cc2=  .805944 lx=  8.47622 if=  66 il=  92 4/23/2020  n=  26 now=    5304 end=       4799      2321      4408 U=    16.68 T=   86.7 p1=  -9.5 p2=   110.5 ed=   126 5/27/2020   x1=  66. x2=  92. y1=  1.24 y2=  -.32     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     4799    2321     4408     8   126 5/27/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998387 cc2=  .802270 lx=  8.52622 if=  67 il=  92 4/23/2020  n=  25 now=    5304 end=       5045      2321      4408 U=    17.85 T=   87.5 p1=  -4.9 p2=   105.1 ed=   129 5/30/2020   x1=  67. x2=  92. y1=  1.15 y2=  -.25     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5045    2321     4408     8   129 5/30/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998190 cc2=  .798190 lx=  8.52622 if=  68 il=  92 4/23/2020  n=  24 now=    5304 end=       5045      2321      4408 U=    17.72 T=   87.5 p1=  -4.9 p2=   105.1 ed=   129 5/30/2020   x1=  68. x2=  92. y1=  1.10 y2=  -.25     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5045    2321     4408     8   129 5/30/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997954 cc2=  .793830 lx=  8.52622 if=  69 il=  92 4/23/2020  n=  23 now=    5304 end=       5045      2321      4408 U=    17.62 T=   87.5 p1=  -4.9 p2=   105.1 ed=   129 5/30/2020   x1=  69. x2=  92. y1=  1.05 y2=  -.25     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5045    2321     4408     8   129 5/30/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997680 cc2=  .789166 lx=  8.53622 if=  70 il=  92 4/23/2020  n=  22 now=    5304 end=       5096      2321      4408 U=    17.47 T=   87.8 p1=  -3.9 p2=   104.1 ed=   129 5/30/2020   x1=  70. x2=  92. y1=  1.02 y2=  -.24     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5096    2321     4408     8   129 5/30/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997507 cc2=  .784306 lx=  8.58622 if=  71 il=  92 4/23/2020  n=  21 now=    5304 end=       5357      2321      4408 U=    18.12 T=   88.8 p1=   1.0 p2=    99.0 ed=   131 6/1/2020    x1=  71. x2=  92. y1=   .98 y2=  -.18     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5357    2321     4408     8   131 6/1/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997389 cc2=  .779171 lx=  8.67622 if=  72 il=  92 4/23/2020  n=  20 now=    5304 end=       5861      2321      4408 U=    19.63 T=   90.5 p1=  10.5 p2=    90.5 ed=   136 6/6/2020    x1=  72. x2=  92. y1=   .94 y2=  -.08     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     5861    2321     4408     8   136 6/6/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997069 cc2=  .773463 lx=  8.72622 if=  73 il=  92 4/23/2020  n=  19 now=    5304 end=       6162      2321      4408 U=    20.40 T=   91.5 p1=  16.2 p2=    86.1 ed=   139 6/9/2020    x1=  73. x2=  92. y1=   .91 y2=  -.02     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     6162    2321     4408     8   139 6/9/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .996656 cc2=  .767240 lx=  8.78622 if=  74 il=  92 4/23/2020  n=  18 now=    5304 end=       6543      2321      4408 U=    21.19 T=   92.8 p1=  23.4 p2=    81.1 ed=   142 6/12/2020   x1=  74. x2=  92. y1=   .89 y2=   .04     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304     6543    2321     4408     8   142 6/12/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .996157 cc2=  .707482 lx= 10.57622 if=  81 il=  92 4/23/2020  n=  11 now=    5304 end=      39191      2321      4408 U=    50.69 T=  144.7 p1= 638.9 p2=    13.5 ed=   264 10/12/2020  x1=  81. x2=  92. y1=  1.26 y2=  1.04     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304    -        2321     4408     8   264 10/12/2020
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .995919 cc2=  .694408 lx= 10.57622 if=  82 il=  92 4/23/2020  n=  10 now=    5304 end=      39191      2321      4408 U=    49.29 T=  143.2 p1= 638.9 p2=    13.5 ed=   259 10/7/2020   x1=  82. x2=  92. y1=  1.24 y2=  1.04     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304    -        2321     4408     8   259 10/7/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .993481 cc2=  .660148 lx= 10.57622 if=  84 il=  92 4/23/2020  n=   8 now=    5304 end=      39191      2321      4408 U=    48.56 T=  142.5 p1= 638.9 p2=    13.5 ed=   257 10/5/2020   x1=  84. x2=  92. y1=  1.20 y2=  1.04     
GP: Confirmed US_Pennsylvania_Bucks 4/23/2020        92    5304    -        2321     4408     8   257 10/5/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998655 cc2=  .849584 lx=  8.54622 if=  49 il=  93 4/24/2020  n=  44 now=    5304 end=       5147      2469      4800 U=    18.57 T=   87.3 p1=  -3.0 p2=   103.1 ed=   131 6/1/2020    x1=  49. x2=  93. y1=  2.06 y2=  -.31     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5147    2469     4800     9   131 6/1/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998908 cc2=  .848152 lx=  8.50622 if=  50 il=  93 4/24/2020  n=  43 now=    5304 end=       4945      2469      4800 U=    17.77 T=   86.5 p1=  -6.8 p2=   107.3 ed=   128 5/29/2020   x1=  50. x2=  93. y1=  2.06 y2=  -.36     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4945    2469     4800     9   128 5/29/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998985 cc2=  .846487 lx=  8.48622 if=  51 il=  93 4/24/2020  n=  42 now=    5304 end=       4847      2469      4800 U=    17.55 T=   86.1 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  51. x2=  93. y1=  2.00 y2=  -.39 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998985 cc2=  .846487 lx=  8.48622 if=  51 il=  93 4/24/2020  n=  42 now=    5304 end=       4847      2469      4800 U=    17.55 T=   86.1 p1=  -8.6 p2=   109.4 ed=   127 5/28/2020   x1=  51. x2=  93. y1=  2.00 y2=  -.39 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4847    2469     4800     9   127 5/28/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999108 cc2=  .844804 lx=  8.46622 if=  52 il=  93 4/24/2020  n=  41 now=    5304 end=       4751      2469      4800 U=    16.94 T=   85.8 p1= -10.4 p2=   111.6 ed=   125 5/26/2020   x1=  52. x2=  93. y1=  2.00 y2=  -.42 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999108 cc2=  .844804 lx=  8.46122 if=  52 il=  93 4/24/2020  n=  41 now=    5304 end=       4751      2469      4800 U=    16.94 T=   85.8 p1= -10.4 p2=   111.6 ed=   125 5/26/2020   x1=  52. x2=  93. y1=  2.00 y2=  -.42 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4751    2469     4800     9   125 5/26/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999085 cc2=  .842911 lx=  8.44622 if=  53 il=  93 4/24/2020  n=  40 now=    5304 end=       4657      2469      4800 U=    16.33 T=   85.6 p1= -12.2 p2=   113.9 ed=   124 5/25/2020   x1=  53. x2=  93. y1=  1.99 y2=  -.45     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4657    2469     4800     9   124 5/25/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .999021 cc2=  .840907 lx=  8.45622 if=  54 il=  93 4/24/2020  n=  39 now=    5304 end=       4704      2469      4800 U=    16.51 T=   85.8 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  54. x2=  93. y1=  1.92 y2=  -.44 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .999021 cc2=  .840907 lx=  8.45422 if=  54 il=  93 4/24/2020  n=  39 now=    5304 end=       4704      2469      4800 U=    16.51 T=   85.8 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  54. x2=  93. y1=  1.92 y2=  -.44 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4704    2469     4800     9   124 5/25/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998944 cc2=  .838816 lx=  8.45622 if=  55 il=  93 4/24/2020  n=  38 now=    5304 end=       4704      2469      4800 U=    16.58 T=   85.7 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  55. x2=  93. y1=  1.85 y2=  -.44 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998944 cc2=  .838816 lx=  8.45622 if=  55 il=  93 4/24/2020  n=  38 now=    5304 end=       4704      2469      4800 U=    16.58 T=   85.7 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  55. x2=  93. y1=  1.85 y2=  -.44 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4704    2469     4800     9   124 5/25/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998861 cc2=  .836640 lx=  8.45622 if=  56 il=  93 4/24/2020  n=  37 now=    5304 end=       4704      2469      4800 U=    16.28 T=   85.9 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  56. x2=  93. y1=  1.83 y2=  -.44 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998861 cc2=  .836640 lx=  8.45222 if=  56 il=  93 4/24/2020  n=  37 now=    5304 end=       4704      2469      4800 U=    16.28 T=   85.9 p1= -11.3 p2=   112.8 ed=   124 5/25/2020   x1=  56. x2=  93. y1=  1.83 y2=  -.44 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4704    2469     4800     9   124 5/25/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998801 cc2=  .834402 lx=  8.46622 if=  57 il=  93 4/24/2020  n=  36 now=    5304 end=       4751      2469      4800 U=    16.27 T=   86.1 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  57. x2=  93. y1=  1.79 y2=  -.42 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998801 cc2=  .834402 lx=  8.46522 if=  57 il=  93 4/24/2020  n=  36 now=    5304 end=       4751      2469      4800 U=    16.27 T=   86.1 p1= -10.4 p2=   111.6 ed=   124 5/25/2020   x1=  57. x2=  93. y1=  1.79 y2=  -.42 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4751    2469     4800     9   124 5/25/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998796 cc2=  .832130 lx=  8.48622 if=  58 il=  93 4/24/2020  n=  35 now=    5304 end=       4847      2469      4800 U=    16.97 T=   86.3 p1=  -8.6 p2=   109.4 ed=   126 5/27/2020   x1=  58. x2=  93. y1=  1.67 y2=  -.39 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998796 cc2=  .832130 lx=  8.48922 if=  58 il=  93 4/24/2020  n=  35 now=    5304 end=       4847      2469      4800 U=    16.97 T=   86.3 p1=  -8.6 p2=   109.4 ed=   126 5/27/2020   x1=  58. x2=  93. y1=  1.67 y2=  -.39 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4847    2469     4800     9   126 5/27/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998696 cc2=  .829665 lx=  8.48622 if=  59 il=  93 4/24/2020  n=  34 now=    5304 end=       4847      2469      4800 U=    16.72 T=   86.4 p1=  -8.6 p2=   109.4 ed=   125 5/26/2020   x1=  59. x2=  93. y1=  1.64 y2=  -.39 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998696 cc2=  .829665 lx=  8.48422 if=  59 il=  93 4/24/2020  n=  34 now=    5304 end=       4847      2469      4800 U=    16.72 T=   86.4 p1=  -8.6 p2=   109.4 ed=   125 5/26/2020   x1=  59. x2=  93. y1=  1.64 y2=  -.39 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4847    2469     4800     9   125 5/26/2020 
AAA1     1 US_Pennsylvania_Bucks Confirmed cc1=  .998590 cc2=  .827091 lx=  8.49622 if=  60 il=  93 4/24/2020  n=  33 now=    5304 end=       4896      2469      4800 U=    16.65 T=   86.7 p1=  -7.7 p2=   108.3 ed=   125 5/26/2020   x1=  60. x2=  93. y1=  1.60 y2=  -.38 BEST
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998590 cc2=  .827091 lx=  8.49222 if=  60 il=  93 4/24/2020  n=  33 now=    5304 end=       4896      2469      4800 U=    16.65 T=   86.7 p1=  -7.7 p2=   108.3 ed=   125 5/26/2020   x1=  60. x2=  93. y1=  1.60 y2=  -.38 BEST
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4896    2469     4800     9   125 5/26/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998545 cc2=  .824467 lx=  8.51622 if=  61 il=  93 4/24/2020  n=  32 now=    5304 end=       4995      2469      4800 U=    16.76 T=   87.1 p1=  -5.8 p2=   106.2 ed=   126 5/27/2020   x1=  61. x2=  93. y1=  1.56 y2=  -.35     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     4995    2469     4800     9   126 5/27/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998613 cc2=  .821836 lx=  8.55622 if=  62 il=  93 4/24/2020  n=  31 now=    5304 end=       5198      2469      4800 U=    17.63 T=   87.8 p1=  -2.0 p2=   102.0 ed=   129 5/30/2020   x1=  62. x2=  93. y1=  1.46 y2=  -.29     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5198    2469     4800     9   129 5/30/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998495 cc2=  .818890 lx=  8.57622 if=  63 il=  93 4/24/2020  n=  30 now=    5304 end=       5303      2469      4800 U=    17.81 T=   88.2 p1=    .0 p2=   100.0 ed=   130 5/31/2020   x1=  63. x2=  93. y1=  1.42 y2=  -.27     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5303    2469     4800     9   130 5/31/2020 
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998382 cc2=  .815808 lx=  8.59622 if=  64 il=  93 4/24/2020  n=  29 now=    5304 end=       5411      2469      4800 U=    18.10 T=   88.6 p1=   2.0 p2=    98.0 ed=   131 6/1/2020    x1=  64. x2=  93. y1=  1.36 y2=  -.24     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5411    2469     4800     9   131 6/1/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998244 cc2=  .812549 lx=  8.61622 if=  65 il=  93 4/24/2020  n=  28 now=    5304 end=       5520      2469      4800 U=    18.53 T=   89.0 p1=   4.1 p2=    96.1 ed=   132 6/2/2020    x1=  65. x2=  93. y1=  1.29 y2=  -.22     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5520    2469     4800     9   132 6/2/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998050 cc2=  .809067 lx=  8.61622 if=  66 il=  93 4/24/2020  n=  27 now=    5304 end=       5520      2469      4800 U=    18.05 T=   89.1 p1=   4.1 p2=    96.1 ed=   131 6/1/2020    x1=  66. x2=  93. y1=  1.28 y2=  -.22     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5520    2469     4800     9   131 6/1/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .998076 cc2=  .805626 lx=  8.68622 if=  67 il=  93 4/24/2020  n=  26 now=    5304 end=       5920      2469      4800 U=    19.53 T=   90.4 p1=  11.6 p2=    89.6 ed=   136 6/6/2020    x1=  67. x2=  93. y1=  1.20 y2=  -.13     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5920    2469     4800     9   136 6/6/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997845 cc2=  .801729 lx=  8.68622 if=  68 il=  93 4/24/2020  n=  25 now=    5304 end=       5920      2469      4800 U=    19.42 T=   90.4 p1=  11.6 p2=    89.6 ed=   136 6/6/2020    x1=  68. x2=  93. y1=  1.15 y2=  -.13     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5920    2469     4800     9   136 6/6/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997584 cc2=  .797584 lx=  8.69622 if=  69 il=  93 4/24/2020  n=  24 now=    5304 end=       5980      2469      4800 U=    19.48 T=   90.6 p1=  12.7 p2=    88.7 ed=   136 6/6/2020    x1=  69. x2=  93. y1=  1.11 y2=  -.12     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     5980    2469     4800     9   136 6/6/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997294 cc2=  .793170 lx=  8.71622 if=  70 il=  93 4/24/2020  n=  23 now=    5304 end=       6101      2469      4800 U=    19.45 T=   91.1 p1=  15.0 p2=    86.9 ed=   136 6/6/2020    x1=  70. x2=  93. y1=  1.08 y2=  -.10     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     6101    2469     4800     9   136 6/6/2020  
AAA2     1 US_Pennsylvania_Bucks Confirmed cc1=  .997156 cc2=  .788641 lx=  8.79622 if=  71 il=  93 4/24/2020  n=  22 now=    5304 end=       6609      2469      4800 U=    20.53 T=   92.7 p1=  24.6 p2=    80.3 ed=   141 6/11/2020   x1=  71. x2=  93. y1=  1.06 y2=  -.02     
GP: Confirmed US_Pennsylvania_Bucks 4/24/2020        93    5304     6609    2469     4800     9   141 6/11/2020 
