TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12001.00000        9.39275
TAB:  Denmark Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Denmark Confirmed cc1=  .998613 cc2=  .859937 lx=  9.40475 if=  61 il= 112 5/13/2020  n=  51 now=   12001 end=      12121     10667     12095 U=    18.15 T=   74.7 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  61. x2= 112. y1=   .75 y2= -2.06 BEST
GP: Confirmed Denmark 5/13/2020       112   12001    12121   10667    12095     7   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998530 cc2=  .858502 lx=  9.40275 if=  62 il= 112 5/13/2020  n=  50 now=   12001 end=      12121     10667     12095 U=    18.08 T=   74.8 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  62. x2= 112. y1=   .71 y2= -2.06 BEST
AAA2     1 Denmark Confirmed cc1=  .998531 cc2=  .858502 lx=  9.40475 if=  62 il= 112 5/13/2020  n=  50 now=   12001 end=      12121     10667     12095 U=    18.08 T=   74.8 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  62. x2= 112. y1=   .71 y2= -2.06 BEST
GP: Confirmed Denmark 5/13/2020       112   12001    12121   10667    12095     7   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998440 cc2=  .857018 lx=  9.40275 if=  63 il= 112 5/13/2020  n=  49 now=   12001 end=      12121     10667     12095 U=    17.98 T=   75.0 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  63. x2= 112. y1=   .67 y2= -2.06 BEST
AAA2     1 Denmark Confirmed cc1=  .998441 cc2=  .857018 lx=  9.40475 if=  63 il= 112 5/13/2020  n=  49 now=   12001 end=      12121     10667     12095 U=    17.98 T=   75.0 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  63. x2= 112. y1=   .67 y2= -2.06 BEST
GP: Confirmed Denmark 5/13/2020       112   12001    12121   10667    12095     7   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998346 cc2=  .855489 lx=  9.40275 if=  64 il= 112 5/13/2020  n=  48 now=   12001 end=      12121     10667     12095 U=    17.91 T=   75.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  64. x2= 112. y1=   .62 y2= -2.06 BEST
AAA2     1 Denmark Confirmed cc1=  .998349 cc2=  .855489 lx=  9.40575 if=  64 il= 112 5/13/2020  n=  48 now=   12001 end=      12121     10667     12095 U=    17.91 T=   75.2 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  64. x2= 112. y1=   .62 y2= -2.06 BEST
GP: Confirmed Denmark 5/13/2020       112   12001    12121   10667    12095     7   117 5/18/2020 
AAA1     1 Denmark Confirmed cc1=  .998255 cc2=  .853918 lx=  9.40275 if=  65 il= 112 5/13/2020  n=  47 now=   12001 end=      12121     10667     12095 U=    17.85 T=   75.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  65. x2= 112. y1=   .58 y2= -2.06 BEST
AAA2     1 Denmark Confirmed cc1=  .998262 cc2=  .853918 lx=  9.40675 if=  65 il= 112 5/13/2020  n=  47 now=   12001 end=      12121     10667     12095 U=    17.85 T=   75.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  65. x2= 112. y1=   .58 y2= -2.06 BEST
GP: Confirmed Denmark 5/13/2020       112   12001    12121   10667    12095     7   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .998180 cc2=  .852315 lx=  9.41275 if=  66 il= 112 5/13/2020  n=  46 now=   12001 end=      12243     10667     12095 U=    18.24 T=   75.9 p1=   2.0 p2=    98.0 ed=   118 5/19/2020   x1=  66. x2= 112. y1=   .54 y2= -1.98     
GP: Confirmed Denmark 5/13/2020       112   12001    12243   10667    12095     7   118 5/19/2020 
AAA2     1 Denmark Confirmed cc1=  .998150 cc2=  .850708 lx=  9.41275 if=  67 il= 112 5/13/2020  n=  45 now=   12001 end=      12243     10667     12095 U=    18.21 T=   75.9 p1=   2.0 p2=    98.0 ed=   118 5/19/2020   x1=  67. x2= 112. y1=   .49 y2= -1.98     
GP: Confirmed Denmark 5/13/2020       112   12001    12243   10667    12095     7   118 5/19/2020 
AAA2     1 Denmark Confirmed cc1=  .998149 cc2=  .849077 lx=  9.41275 if=  68 il= 112 5/13/2020  n=  44 now=   12001 end=      12243     10667     12095 U=    18.14 T=   76.0 p1=   2.0 p2=    98.0 ed=   118 5/19/2020   x1=  68. x2= 112. y1=   .44 y2= -1.98     
GP: Confirmed Denmark 5/13/2020       112   12001    12243   10667    12095     7   118 5/19/2020 
AAA2     1 Denmark Confirmed cc1=  .998263 cc2=  .847507 lx=  9.42275 if=  69 il= 112 5/13/2020  n=  43 now=   12001 end=      12366     10667     12095 U=    18.75 T=   76.2 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  69. x2= 112. y1=   .38 y2= -1.91     
GP: Confirmed Denmark 5/13/2020       112   12001    12366   10667    12095     7   120 5/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998390 cc2=  .845891 lx=  9.43275 if=  70 il= 112 5/13/2020  n=  42 now=   12001 end=      12490     10667     12095 U=    19.30 T=   76.4 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  70. x2= 112. y1=   .33 y2= -1.85     
GP: Confirmed Denmark 5/13/2020       112   12001    12490   10667    12095     7   121 5/22/2020 
AAA2     1 Denmark Confirmed cc1=  .998604 cc2=  .844300 lx=  9.44275 if=  71 il= 112 5/13/2020  n=  41 now=   12001 end=      12616     10667     12095 U=    19.91 T=   76.5 p1=   5.1 p2=    95.1 ed=   123 5/24/2020   x1=  71. x2= 112. y1=   .27 y2= -1.78     
GP: Confirmed Denmark 5/13/2020       112   12001    12616   10667    12095     7   123 5/24/2020 
AAA2     1 Denmark Confirmed cc1=  .998898 cc2=  .842724 lx=  9.46275 if=  72 il= 112 5/13/2020  n=  40 now=   12001 end=      12871     10667     12095 U=    21.27 T=   76.4 p1=   7.2 p2=    93.2 ed=   126 5/27/2020   x1=  72. x2= 112. y1=   .21 y2= -1.67     
GP: Confirmed Denmark 5/13/2020       112   12001    12871   10667    12095     7   126 5/27/2020 
AAA2     1 Denmark Confirmed cc1=  .999125 cc2=  .841011 lx=  9.47275 if=  73 il= 112 5/13/2020  n=  39 now=   12001 end=      13000     10667     12095 U=    22.05 T=   76.3 p1=   8.3 p2=    92.3 ed=   128 5/29/2020   x1=  73. x2= 112. y1=   .15 y2= -1.62     
GP: Confirmed Denmark 5/13/2020       112   12001    13000   10667    12095     7   128 5/29/2020 
AAA2     1 Denmark Confirmed cc1=  .999334 cc2=  .839206 lx=  9.49275 if=  74 il= 112 5/13/2020  n=  38 now=   12001 end=      13263     10667     12095 U=    23.33 T=   76.4 p1=  10.5 p2=    90.5 ed=   131 6/1/2020    x1=  74. x2= 112. y1=   .10 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   131 6/1/2020  
AAA2     1 Denmark Confirmed cc1=  .999568 cc2=  .837346 lx=  9.50275 if=  75 il= 112 5/13/2020  n=  37 now=   12001 end=      13396     10667     12095 U=    24.19 T=   76.2 p1=  11.6 p2=    89.6 ed=   133 6/3/2020    x1=  75. x2= 112. y1=   .05 y2= -1.48     
GP: Confirmed Denmark 5/13/2020       112   12001    13396   10667    12095     7   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999776 cc2=  .835377 lx=  9.52275 if=  76 il= 112 5/13/2020  n=  36 now=   12001 end=      13667     10667     12095 U=    25.97 T=   75.8 p1=  13.9 p2=    87.8 ed=   137 6/7/2020    x1=  76. x2= 112. y1=  -.01 y2= -1.39     
GP: Confirmed Denmark 5/13/2020       112   12001    13667   10667    12095     7   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999818 cc2=  .833151 lx=  9.54275 if=  77 il= 112 5/13/2020  n=  35 now=   12001 end=      13943     10667     12095 U=    27.69 T=   75.5 p1=  16.2 p2=    86.1 ed=   140 6/10/2020   x1=  77. x2= 112. y1=  -.05 y2= -1.32     
GP: Confirmed Denmark 5/13/2020       112   12001    13943   10667    12095     7   140 6/10/2020 
AAA2     1 Denmark Confirmed cc1=  .999802 cc2=  .830771 lx=  9.54275 if=  78 il= 112 5/13/2020  n=  34 now=   12001 end=      13943     10667     12095 U=    27.90 T=   75.2 p1=  16.2 p2=    86.1 ed=   141 6/11/2020   x1=  78. x2= 112. y1=  -.10 y2= -1.32     
GP: Confirmed Denmark 5/13/2020       112   12001    13943   10667    12095     7   141 6/11/2020 
AAA2     1 Denmark Confirmed cc1=  .999793 cc2=  .828295 lx=  9.53275 if=  79 il= 112 5/13/2020  n=  33 now=   12001 end=      13804     10667     12095 U=    27.29 T=   75.0 p1=  15.0 p2=    86.9 ed=   139 6/9/2020    x1=  79. x2= 112. y1=  -.15 y2= -1.36     
GP: Confirmed Denmark 5/13/2020       112   12001    13804   10667    12095     7   139 6/9/2020  
AAA2     1 Denmark Confirmed cc1=  .999786 cc2=  .825708 lx=  9.53275 if=  80 il= 112 5/13/2020  n=  32 now=   12001 end=      13804     10667     12095 U=    27.26 T=   75.0 p1=  15.0 p2=    86.9 ed=   139 6/9/2020    x1=  80. x2= 112. y1=  -.18 y2= -1.36     
GP: Confirmed Denmark 5/13/2020       112   12001    13804   10667    12095     7   139 6/9/2020  
AAA2     1 Denmark Confirmed cc1=  .999778 cc2=  .823001 lx=  9.52275 if=  81 il= 112 5/13/2020  n=  31 now=   12001 end=      13667     10667     12095 U=    26.61 T=   74.9 p1=  13.9 p2=    87.8 ed=   137 6/7/2020    x1=  81. x2= 112. y1=  -.23 y2= -1.39     
GP: Confirmed Denmark 5/13/2020       112   12001    13667   10667    12095     7   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999771 cc2=  .820166 lx=  9.52275 if=  82 il= 112 5/13/2020  n=  30 now=   12001 end=      13667     10667     12095 U=    26.42 T=   75.2 p1=  13.9 p2=    87.8 ed=   137 6/7/2020    x1=  82. x2= 112. y1=  -.26 y2= -1.39     
GP: Confirmed Denmark 5/13/2020       112   12001    13667   10667    12095     7   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999748 cc2=  .817174 lx=  9.52275 if=  83 il= 112 5/13/2020  n=  29 now=   12001 end=      13667     10667     12095 U=    26.46 T=   75.1 p1=  13.9 p2=    87.8 ed=   137 6/7/2020    x1=  83. x2= 112. y1=  -.30 y2= -1.39     
GP: Confirmed Denmark 5/13/2020       112   12001    13667   10667    12095     7   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999726 cc2=  .814031 lx=  9.51275 if=  84 il= 112 5/13/2020  n=  28 now=   12001 end=      13531     10667     12095 U=    25.74 T=   75.0 p1=  12.7 p2=    88.7 ed=   135 6/5/2020    x1=  84. x2= 112. y1=  -.35 y2= -1.44     
GP: Confirmed Denmark 5/13/2020       112   12001    13531   10667    12095     7   135 6/5/2020  
AAA2     1 Denmark Confirmed cc1=  .999698 cc2=  .810715 lx=  9.51275 if=  85 il= 112 5/13/2020  n=  27 now=   12001 end=      13531     10667     12095 U=    25.83 T=   74.9 p1=  12.7 p2=    88.7 ed=   135 6/5/2020    x1=  85. x2= 112. y1=  -.39 y2= -1.44     
GP: Confirmed Denmark 5/13/2020       112   12001    13531   10667    12095     7   135 6/5/2020  
AAA2     1 Denmark Confirmed cc1=  .999672 cc2=  .807222 lx=  9.51275 if=  86 il= 112 5/13/2020  n=  26 now=   12001 end=      13531     10667     12095 U=    25.91 T=   74.8 p1=  12.7 p2=    88.7 ed=   135 6/5/2020    x1=  86. x2= 112. y1=  -.43 y2= -1.44     
GP: Confirmed Denmark 5/13/2020       112   12001    13531   10667    12095     7   135 6/5/2020  
AAA2     1 Denmark Confirmed cc1=  .999664 cc2=  .803548 lx=  9.50275 if=  87 il= 112 5/13/2020  n=  25 now=   12001 end=      13396     10667     12095 U=    25.17 T=   74.8 p1=  11.6 p2=    89.6 ed=   134 6/4/2020    x1=  87. x2= 112. y1=  -.49 y2= -1.48     
GP: Confirmed Denmark 5/13/2020       112   12001    13396   10667    12095     7   134 6/4/2020  
AAA2     1 Denmark Confirmed cc1=  .999659 cc2=  .799659 lx=  9.49275 if=  88 il= 112 5/13/2020  n=  24 now=   12001 end=      13263     10667     12095 U=    24.27 T=   75.0 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  88. x2= 112. y1=  -.53 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   132 6/2/2020  
AAA2     1 Denmark Confirmed cc1=  .999623 cc2=  .795499 lx=  9.49275 if=  89 il= 112 5/13/2020  n=  23 now=   12001 end=      13263     10667     12095 U=    23.99 T=   75.4 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  89. x2= 112. y1=  -.57 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   132 6/2/2020  
AAA2     1 Denmark Confirmed cc1=  .999581 cc2=  .791066 lx=  9.49275 if=  90 il= 112 5/13/2020  n=  22 now=   12001 end=      13263     10667     12095 U=    24.02 T=   75.4 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  90. x2= 112. y1=  -.61 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   132 6/2/2020  
AAA2     1 Denmark Confirmed cc1=  .999534 cc2=  .786333 lx=  9.50275 if=  91 il= 112 5/13/2020  n=  21 now=   12001 end=      13396     10667     12095 U=    25.06 T=   74.9 p1=  11.6 p2=    89.6 ed=   134 6/4/2020    x1=  91. x2= 112. y1=  -.64 y2= -1.48     
GP: Confirmed Denmark 5/13/2020       112   12001    13396   10667    12095     7   134 6/4/2020  
AAA2     1 Denmark Confirmed cc1=  .999469 cc2=  .781251 lx=  9.49275 if=  92 il= 112 5/13/2020  n=  20 now=   12001 end=      13263     10667     12095 U=    24.28 T=   75.0 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  92. x2= 112. y1=  -.70 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   132 6/2/2020  
AAA2     1 Denmark Confirmed cc1=  .999387 cc2=  .775780 lx=  9.49275 if=  93 il= 112 5/13/2020  n=  19 now=   12001 end=      13263     10667     12095 U=    24.07 T=   75.3 p1=  10.5 p2=    90.5 ed=   132 6/2/2020    x1=  93. x2= 112. y1=  -.73 y2= -1.52     
GP: Confirmed Denmark 5/13/2020       112   12001    13263   10667    12095     7   132 6/2/2020  
AAA2     1 Denmark Confirmed cc1=  .999306 cc2=  .769890 lx=  9.50275 if=  94 il= 112 5/13/2020  n=  18 now=   12001 end=      13396     10667     12095 U=    25.51 T=   74.3 p1=  11.6 p2=    89.6 ed=   134 6/4/2020    x1=  94. x2= 112. y1=  -.77 y2= -1.48     
GP: Confirmed Denmark 5/13/2020       112   12001    13396   10667    12095     7   134 6/4/2020  
AAA2     1 Denmark Confirmed cc1=  .999292 cc2=  .763590 lx=  9.48275 if=  95 il= 112 5/13/2020  n=  17 now=   12001 end=      13131     10667     12095 U=    23.68 T=   74.8 p1=   9.4 p2=    91.4 ed=   130 5/31/2020   x1=  95. x2= 112. y1=  -.85 y2= -1.57     
GP: Confirmed Denmark 5/13/2020       112   12001    13131   10667    12095     7   130 5/31/2020 
AAA2     1 Denmark Confirmed cc1=  .999245 cc2=  .756709 lx=  9.46275 if=  96 il= 112 5/13/2020  n=  16 now=   12001 end=      12871     10667     12095 U=    21.76 T=   75.6 p1=   7.2 p2=    93.2 ed=   126 5/27/2020   x1=  96. x2= 112. y1=  -.94 y2= -1.67     
GP: Confirmed Denmark 5/13/2020       112   12001    12871   10667    12095     7   126 5/27/2020 
AAA2     1 Denmark Confirmed cc1=  .999113 cc2=  .749113 lx=  9.45275 if=  97 il= 112 5/13/2020  n=  15 now=   12001 end=      12743     10667     12095 U=    20.90 T=   75.9 p1=   6.2 p2=    94.2 ed=   125 5/26/2020   x1=  97. x2= 112. y1= -1.01 y2= -1.73     
GP: Confirmed Denmark 5/13/2020       112   12001    12743   10667    12095     7   125 5/26/2020 
AAA2     1 Denmark Confirmed cc1=  .998955 cc2=  .740756 lx=  9.44275 if=  98 il= 112 5/13/2020  n=  14 now=   12001 end=      12616     10667     12095 U=    20.09 T=   76.1 p1=   5.1 p2=    95.1 ed=   123 5/24/2020   x1=  98. x2= 112. y1= -1.09 y2= -1.78     
GP: Confirmed Denmark 5/13/2020       112   12001    12616   10667    12095     7   123 5/24/2020 
AAA2     1 Denmark Confirmed cc1=  .998824 cc2=  .731562 lx=  9.42275 if=  99 il= 112 5/13/2020  n=  13 now=   12001 end=      12366     10667     12095 U=    18.34 T=   76.9 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  99. x2= 112. y1= -1.20 y2= -1.91     
GP: Confirmed Denmark 5/13/2020       112   12001    12366   10667    12095     7   120 5/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998826 cc2=  .721475 lx=  9.39275 if= 100 il= 112 5/13/2020  n=  12 now=   12001 end=      12000     10667     12095 U=    15.64 T=   78.6 p1=    .0 p2=   100.0 ed=   115 5/16/2020   x1= 100. x2= 112. y1= -1.37 y2= -2.14     
GP: Confirmed Denmark 5/13/2020       112   12001    12000   10667    12095     7   115 5/16/2020 
AAA2     1 Denmark Confirmed cc1=  .999408 cc2=  .710733 lx=  9.36275 if= 101 il= 112 5/13/2020  n=  11 now=   12001 end=      11646     10667     12095 U=    12.38 T=   81.9 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1= 101. x2= 112. y1= -1.54 y2= -2.43     
GP: Confirmed Denmark 5/13/2020       112   12001    11646   10667    12095     7   111 5/12/2020 
AAA2     1 Denmark Confirmed cc1=  .999673 cc2=  .698161 lx=  9.34275 if= 102 il= 112 5/13/2020  n=  10 now=   12001 end=      11415     10667     12095 U=    10.17 T=   84.6 p1=  -4.9 p2=   105.1 ed=   108 5/9/2020    x1= 102. x2= 112. y1= -1.71 y2= -2.69     
GP: Confirmed Denmark 5/13/2020       112   12001    11415   10667    12095     7   108 5/9/2020  
AAA2     1 Denmark Confirmed cc1=  .999697 cc2=  .683470 lx=  9.34275 if= 103 il= 112 5/13/2020  n=   9 now=   12001 end=      11415     10667     12095 U=    10.06 T=   84.9 p1=  -4.9 p2=   105.1 ed=   108 5/9/2020    x1= 103. x2= 112. y1= -1.80 y2= -2.69     
GP: Confirmed Denmark 5/13/2020       112   12001    11415   10667    12095     7   108 5/9/2020  
AAA2     1 Denmark Confirmed cc1=  .999701 cc2=  .666367 lx=  9.33275 if= 104 il= 112 5/13/2020  n=   8 now=   12001 end=      11302     10667     12095 U=     9.02 T=   86.3 p1=  -5.8 p2=   106.2 ed=   107 5/8/2020    x1= 104. x2= 112. y1= -1.96 y2= -2.85     
GP: Confirmed Denmark 5/13/2020       112   12001    11302   10667    12095     7   107 5/8/2020  
AAA2     1 Denmark Confirmed cc1=  .999862 cc2=  .646309 lx=  9.32275 if= 105 il= 112 5/13/2020  n=   7 now=   12001 end=      11189     10667     12095 U=     7.71 T=   88.6 p1=  -6.8 p2=   107.3 ed=   106 5/7/2020    x1= 105. x2= 112. y1= -2.13 y2= -3.04     
GP: Confirmed Denmark 5/13/2020       112   12001    11189   10667    12095     7   106 5/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999798 cc2=  .621834 lx=  9.32275 if= 106 il= 112 5/13/2020  n=   6 now=   12001 end=      11189     10667     12095 U=     7.71 T=   88.6 p1=  -6.8 p2=   107.3 ed=   106 5/7/2020    x1= 106. x2= 112. y1= -2.26 y2= -3.04     
GP: Confirmed Denmark 5/13/2020       112   12001    11189   10667    12095     7   106 5/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999769 cc2=  .591521 lx=  9.33275 if= 107 il= 112 5/13/2020  n=   5 now=   12001 end=      11302     10667     12095 U=     8.99 T=   86.4 p1=  -5.8 p2=   106.2 ed=   107 5/8/2020    x1= 107. x2= 112. y1= -2.29 y2= -2.85     
GP: Confirmed Denmark 5/13/2020       112   12001    11302   10667    12095     7   107 5/8/2020  
AAA2     1 Denmark Confirmed cc1=  .996591 cc2=  .883363 lx=  9.38275 if=  36 il= 113 5/14/2020  n=  77 now=   12001 end=      11881     10713     12129 U=    17.09 T=   74.3 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  36. x2= 113. y1=  2.24 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .996475 cc2=  .882515 lx=  9.38275 if=  37 il= 113 5/14/2020  n=  76 now=   12001 end=      11881     10713     12129 U=    16.86 T=   74.8 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  37. x2= 113. y1=  2.24 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .996408 cc2=  .881700 lx=  9.38275 if=  38 il= 113 5/14/2020  n=  75 now=   12001 end=      11881     10713     12129 U=    17.11 T=   74.2 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  38. x2= 113. y1=  2.11 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .996284 cc2=  .880814 lx=  9.38275 if=  39 il= 113 5/14/2020  n=  74 now=   12001 end=      11881     10713     12129 U=    17.02 T=   74.4 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  39. x2= 113. y1=  2.08 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .996173 cc2=  .879926 lx=  9.38275 if=  40 il= 113 5/14/2020  n=  73 now=   12001 end=      11881     10713     12129 U=    16.79 T=   74.9 p1=  -1.0 p2=   101.0 ed=   114 5/15/2020   x1=  40. x2= 113. y1=  2.08 y2= -2.27     
GP: Confirmed Denmark 5/14/2020       113   12001    11881   10713    12129     8   114 5/15/2020 
AAA2     1 Denmark Confirmed cc1=  .996151 cc2=  .879109 lx=  9.39275 if=  41 il= 113 5/14/2020  n=  72 now=   12001 end=      12000     10713     12129 U=    17.13 T=   75.7 p1=    .0 p2=   100.0 ed=   116 5/17/2020   x1=  41. x2= 113. y1=  2.03 y2= -2.18     
GP: Confirmed Denmark 5/14/2020       113   12001    12000   10713    12129     8   116 5/17/2020 
AAA2     1 Denmark Confirmed cc1=  .996176 cc2=  .878325 lx=  9.39275 if=  42 il= 113 5/14/2020  n=  71 now=   12001 end=      12000     10713     12129 U=    17.17 T=   75.6 p1=    .0 p2=   100.0 ed=   116 5/17/2020   x1=  42. x2= 113. y1=  1.96 y2= -2.18     
GP: Confirmed Denmark 5/14/2020       113   12001    12000   10713    12129     8   116 5/17/2020 
AAA2     1 Denmark Confirmed cc1=  .996204 cc2=  .877526 lx=  9.39275 if=  43 il= 113 5/14/2020  n=  70 now=   12001 end=      12000     10713     12129 U=    16.93 T=   76.2 p1=    .0 p2=   100.0 ed=   116 5/17/2020   x1=  43. x2= 113. y1=  1.96 y2= -2.18     
GP: Confirmed Denmark 5/14/2020       113   12001    12000   10713    12129     8   116 5/17/2020 
AAA1     1 Denmark Confirmed cc1=  .996467 cc2=  .876945 lx=  9.40275 if=  44 il= 113 5/14/2020  n=  69 now=   12001 end=      12121     10713     12129 U=    17.57 T=   76.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  44. x2= 113. y1=  1.84 y2= -2.09 BEST
AAA2     1 Denmark Confirmed cc1=  .996468 cc2=  .876945 lx=  9.40375 if=  44 il= 113 5/14/2020  n=  69 now=   12001 end=      12121     10713     12129 U=    17.57 T=   76.3 p1=   1.0 p2=    99.0 ed=   117 5/18/2020   x1=  44. x2= 113. y1=  1.84 y2= -2.09 BEST
GP: Confirmed Denmark 5/14/2020       113   12001    12121   10713    12129     8   117 5/18/2020 
AAA2     1 Denmark Confirmed cc1=  .996616 cc2=  .876230 lx=  9.41275 if=  45 il= 113 5/14/2020  n=  68 now=   12001 end=      12243     10713     12129 U=    17.66 T=   77.4 p1=   2.0 p2=    98.0 ed=   119 5/20/2020   x1=  45. x2= 113. y1=  1.84 y2= -2.01     
GP: Confirmed Denmark 5/14/2020       113   12001    12243   10713    12129     8   119 5/20/2020 
AAA2     1 Denmark Confirmed cc1=  .997091 cc2=  .875823 lx=  9.42275 if=  46 il= 113 5/14/2020  n=  67 now=   12001 end=      12366     10713     12129 U=    18.06 T=   77.9 p1=   3.0 p2=    97.0 ed=   120 5/21/2020   x1=  46. x2= 113. y1=  1.77 y2= -1.94     
GP: Confirmed Denmark 5/14/2020       113   12001    12366   10713    12129     8   120 5/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998041 cc2=  .874950 lx=  9.44275 if=  48 il= 113 5/14/2020  n=  65 now=   12001 end=      12616     10713     12129 U=    20.54 T=   75.8 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  48. x2= 113. y1=  1.35 y2= -1.81     
GP: Confirmed Denmark 5/14/2020       113   12001    12616   10713    12129     8   124 5/25/2020 
AAA2     1 Denmark Confirmed cc1=  .997961 cc2=  .873927 lx=  9.45275 if=  49 il= 113 5/14/2020  n=  64 now=   12001 end=      12743     10713     12129 U=    21.59 T=   75.2 p1=   6.2 p2=    94.2 ed=   126 5/27/2020   x1=  49. x2= 113. y1=  1.21 y2= -1.75     
GP: Confirmed Denmark 5/14/2020       113   12001    12743   10713    12129     8   126 5/27/2020 
AAA2     1 Denmark Confirmed cc1=  .997902 cc2=  .872902 lx=  9.44275 if=  50 il= 113 5/14/2020  n=  63 now=   12001 end=      12616     10713     12129 U=    21.60 T=   73.9 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  50. x2= 113. y1=  1.11 y2= -1.81     
GP: Confirmed Denmark 5/14/2020       113   12001    12616   10713    12129     8   124 5/25/2020 
AAA2     1 Denmark Confirmed cc1=  .997957 cc2=  .871969 lx=  9.44275 if=  51 il= 113 5/14/2020  n=  62 now=   12001 end=      12616     10713     12129 U=    21.95 T=   73.3 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  51. x2= 113. y1=  1.01 y2= -1.81     
GP: Confirmed Denmark 5/14/2020       113   12001    12616   10713    12129     8   125 5/26/2020 
AAA2     1 Denmark Confirmed cc1=  .998197 cc2=  .871197 lx=  9.43275 if=  52 il= 113 5/14/2020  n=  61 now=   12001 end=      12490     10713     12129 U=    21.23 T=   73.2 p1=   4.1 p2=    96.1 ed=   123 5/24/2020   x1=  52. x2= 113. y1=  1.00 y2= -1.87     
GP: Confirmed Denmark 5/14/2020       113   12001    12490   10713    12129     8   123 5/24/2020 
AAA2     1 Denmark Confirmed cc1=  .998374 cc2=  .870337 lx=  9.43275 if=  53 il= 113 5/14/2020  n=  60 now=   12001 end=      12490     10713     12129 U=    21.01 T=   73.6 p1=   4.1 p2=    96.1 ed=   123 5/24/2020   x1=  53. x2= 113. y1=   .98 y2= -1.87     
GP: Confirmed Denmark 5/14/2020       113   12001    12490   10713    12129     8   123 5/24/2020 
AAA2     1 Denmark Confirmed cc1=  .998503 cc2=  .869404 lx=  9.42275 if=  54 il= 113 5/14/2020  n=  59 now=   12001 end=      12366     10713     12129 U=    20.35 T=   73.5 p1=   3.0 p2=    97.0 ed=   121 5/22/2020   x1=  54. x2= 113. y1=   .96 y2= -1.94     
