TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       21533.00000        9.97734
TAB:  US_Michigan_Wayne Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    17454   11164    15489     3    96 4/27/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997399 cc2=  .814825 lx=  9.73734 if=  52 il=  81 4/12/2020  n=  29 now=   21533 end=      16938     11164     15489 U=     9.84 T=   72.4 p1= -21.3 p2=   127.1 ed=    95 4/26/2020   x1=  52. x2=  81. y1=  2.07 y2=  -.87     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    16938   11164    15489     3    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997838 cc2=  .812143 lx=  9.70734 if=  53 il=  81 4/12/2020  n=  28 now=   21533 end=      16437     11164     15489 U=     9.39 T=   72.1 p1= -23.7 p2=   131.0 ed=    94 4/25/2020   x1=  53. x2=  81. y1=  2.03 y2=  -.95     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    16437   11164    15489     3    94 4/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998061 cc2=  .809078 lx=  9.67734 if=  54 il=  81 4/12/2020  n=  27 now=   21533 end=      15952     11164     15489 U=     9.06 T=   71.7 p1= -25.9 p2=   135.0 ed=    93 4/24/2020   x1=  54. x2=  81. y1=  1.95 y2= -1.03     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15952   11164    15489     3    93 4/24/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998266 cc2=  .805816 lx=  9.65734 if=  55 il=  81 4/12/2020  n=  26 now=   21533 end=      15636     11164     15489 U=     8.56 T=   71.7 p1= -27.4 p2=   137.7 ed=    91 4/22/2020   x1=  55. x2=  81. y1=  1.95 y2= -1.09     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15636   11164    15489     3    91 4/22/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .997862 cc2=  .797862 lx=  9.64734 if=  57 il=  81 4/12/2020  n=  24 now=   21533 end=      15480     11164     15489 U=     8.31 T=   71.7 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  57. x2=  81. y1=  1.77 y2= -1.12 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997862 cc2=  .797862 lx=  9.64634 if=  57 il=  81 4/12/2020  n=  24 now=   21533 end=      15480     11164     15489 U=     8.31 T=   71.7 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  57. x2=  81. y1=  1.77 y2= -1.12 BEST
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15480   11164    15489     3    91 4/22/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .997596 cc2=  .793471 lx=  9.64734 if=  58 il=  81 4/12/2020  n=  23 now=   21533 end=      15480     11164     15489 U=     8.18 T=   71.9 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  58. x2=  81. y1=  1.69 y2= -1.12 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997597 cc2=  .793471 lx=  9.65134 if=  58 il=  81 4/12/2020  n=  23 now=   21533 end=      15480     11164     15489 U=     8.18 T=   71.9 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  58. x2=  81. y1=  1.69 y2= -1.12 BEST
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15480   11164    15489     3    91 4/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997520 cc2=  .789006 lx=  9.67734 if=  59 il=  81 4/12/2020  n=  22 now=   21533 end=      15952     11164     15489 U=     8.30 T=   72.4 p1= -25.9 p2=   135.0 ed=    92 4/23/2020   x1=  59. x2=  81. y1=  1.62 y2= -1.03     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15952   11164    15489     3    92 4/23/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998476 cc2=  .785275 lx=  9.78734 if=  60 il=  81 4/12/2020  n=  21 now=   21533 end=      17806     11164     15489 U=    10.25 T=   73.2 p1= -17.3 p2=   120.9 ed=    97 4/28/2020   x1=  60. x2=  81. y1=  1.29 y2=  -.76     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    17806   11164    15489     3    97 4/28/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998415 cc2=  .780197 lx=  9.75734 if=  61 il=  81 4/12/2020  n=  20 now=   21533 end=      17280     11164     15489 U=     9.89 T=   72.8 p1= -19.8 p2=   124.6 ed=    96 4/27/2020   x1=  61. x2=  81. y1=  1.19 y2=  -.83     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    17280   11164    15489     3    96 4/27/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998329 cc2=  .774722 lx=  9.72734 if=  62 il=  81 4/12/2020  n=  19 now=   21533 end=      16769     11164     15489 U=     9.59 T=   72.4 p1= -22.1 p2=   128.4 ed=    95 4/26/2020   x1=  62. x2=  81. y1=  1.08 y2=  -.90     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    16769   11164    15489     3    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998335 cc2=  .768920 lx=  9.68734 if=  63 il=  81 4/12/2020  n=  18 now=   21533 end=      16112     11164     15489 U=     9.08 T=   71.9 p1= -25.2 p2=   133.6 ed=    93 4/24/2020   x1=  63. x2=  81. y1=   .98 y2= -1.00     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    16112   11164    15489     3    93 4/24/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .998336 cc2=  .762634 lx=  9.64734 if=  64 il=  81 4/12/2020  n=  17 now=   21533 end=      15480     11164     15489 U=     8.51 T=   71.5 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  64. x2=  81. y1=   .88 y2= -1.12 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998336 cc2=  .762634 lx=  9.64934 if=  64 il=  81 4/12/2020  n=  17 now=   21533 end=      15480     11164     15489 U=     8.51 T=   71.5 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  64. x2=  81. y1=   .88 y2= -1.12 BEST
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15480   11164    15489     3    91 4/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998231 cc2=  .755695 lx=  9.61734 if=  65 il=  81 4/12/2020  n=  16 now=   21533 end=      15023     11164     15489 U=     8.15 T=   71.1 p1= -30.2 p2=   143.3 ed=    90 4/21/2020   x1=  65. x2=  81. y1=   .75 y2= -1.21     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    15023   11164    15489     3    90 4/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998266 cc2=  .748266 lx=  9.58734 if=  66 il=  81 4/12/2020  n=  15 now=   21533 end=      14579     11164     15489 U=     7.77 T=   70.7 p1= -32.3 p2=   147.7 ed=    89 4/20/2020   x1=  66. x2=  81. y1=   .61 y2= -1.32     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    14579   11164    15489     3    89 4/20/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998696 cc2=  .740497 lx=  9.54734 if=  67 il=  81 4/12/2020  n=  14 now=   21533 end=      14007     11164     15489 U=     7.07 T=   70.5 p1= -35.0 p2=   153.7 ed=    87 4/18/2020   x1=  67. x2=  81. y1=   .50 y2= -1.48     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    14007   11164    15489     3    87 4/18/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999002 cc2=  .731741 lx=  9.51734 if=  68 il=  81 4/12/2020  n=  13 now=   21533 end=      13593     11164     15489 U=     6.52 T=   70.4 p1= -36.9 p2=   158.4 ed=    85 4/16/2020   x1=  68. x2=  81. y1=   .37 y2= -1.63     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    13593   11164    15489     3    85 4/16/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999241 cc2=  .721891 lx=  9.48734 if=  69 il=  81 4/12/2020  n=  12 now=   21533 end=      13191     11164     15489 U=     5.93 T=   70.4 p1= -38.7 p2=   163.2 ed=    84 4/15/2020   x1=  69. x2=  81. y1=   .23 y2= -1.79     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    13191   11164    15489     3    84 4/15/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999291 cc2=  .710616 lx=  9.47734 if=  70 il=  81 4/12/2020  n=  11 now=   21533 end=      13060     11164     15489 U=     5.72 T=   70.4 p1= -39.3 p2=   164.9 ed=    83 4/14/2020   x1=  70. x2=  81. y1=   .07 y2= -1.85     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    13060   11164    15489     3    83 4/14/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999431 cc2=  .697919 lx=  9.45734 if=  71 il=  81 4/12/2020  n=  10 now=   21533 end=      12801     11164     15489 U=     5.23 T=   70.6 p1= -40.6 p2=   168.2 ed=    82 4/13/2020   x1=  71. x2=  81. y1=  -.08 y2= -1.99     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12801   11164    15489     3    82 4/13/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999244 cc2=  .683016 lx=  9.45734 if=  72 il=  81 4/12/2020  n=   9 now=   21533 end=      12801     11164     15489 U=     5.33 T=   70.4 p1= -40.6 p2=   168.2 ed=    82 4/13/2020   x1=  72. x2=  81. y1=  -.30 y2= -1.99     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12801   11164    15489     3    82 4/13/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999491 cc2=  .666158 lx=  9.43734 if=  73 il=  81 4/12/2020  n=   8 now=   21533 end=      12548     11164     15489 U=     4.80 T=   70.7 p1= -41.7 p2=   171.6 ed=    82 4/13/2020   x1=  73. x2=  81. y1=  -.48 y2= -2.15     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12548   11164    15489     3    82 4/13/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999445 cc2=  .645892 lx=  9.42734 if=  74 il=  81 4/12/2020  n=   7 now=   21533 end=      12423     11164     15489 U=     4.52 T=   70.9 p1= -42.3 p2=   173.3 ed=    81 4/12/2020   x1=  74. x2=  81. y1=  -.69 y2= -2.24     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12423   11164    15489     3    81 4/12/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999217 cc2=  .621252 lx=  9.41734 if=  75 il=  81 4/12/2020  n=   6 now=   21533 end=      12299     11164     15489 U=     4.25 T=   71.1 p1= -42.9 p2=   175.1 ed=    81 4/12/2020   x1=  75. x2=  81. y1=  -.92 y2= -2.33     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12299   11164    15489     3    81 4/12/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998791 cc2=  .590543 lx=  9.42734 if=  76 il=  81 4/12/2020  n=   5 now=   21533 end=      12423     11164     15489 U=     4.59 T=   70.7 p1= -42.3 p2=   173.3 ed=    81 4/12/2020   x1=  76. x2=  81. y1= -1.15 y2= -2.24     
GP: Confirmed US_Michigan_Wayne 4/12/2020        81   21533    12423   11164    15489     3    81 4/12/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .996877 cc2=  .825378 lx=  9.79734 if=  49 il=  82 4/13/2020  n=  33 now=   21533 end=      17985     11648     13353 U=    10.59 T=   73.2 p1= -16.5 p2=   119.7 ed=    98 4/29/2020   x1=  49. x2=  82. y1=  2.28 y2=  -.83     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    17985   11648    13353     4    98 4/29/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997344 cc2=  .823267 lx=  9.75734 if=  50 il=  82 4/13/2020  n=  32 now=   21533 end=      17280     11648     13353 U=     9.97 T=   72.7 p1= -19.8 p2=   124.6 ed=    96 4/27/2020   x1=  50. x2=  82. y1=  2.28 y2=  -.93     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    17280   11648    13353     4    96 4/27/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997454 cc2=  .820677 lx=  9.73734 if=  51 il=  82 4/13/2020  n=  31 now=   21533 end=      16938     11648     13353 U=     9.73 T=   72.4 p1= -21.3 p2=   127.1 ed=    95 4/26/2020   x1=  51. x2=  82. y1=  2.20 y2=  -.98     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    16938   11648    13353     4    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997555 cc2=  .817950 lx=  9.70734 if=  52 il=  82 4/13/2020  n=  30 now=   21533 end=      16437     11648     13353 U=     9.57 T=   71.8 p1= -23.7 p2=   131.0 ed=    94 4/25/2020   x1=  52. x2=  82. y1=  2.07 y2= -1.07     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    16437   11648    13353     4    94 4/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997982 cc2=  .815408 lx=  9.68734 if=  53 il=  82 4/13/2020  n=  29 now=   21533 end=      16112     11648     13353 U=     9.19 T=   71.7 p1= -25.2 p2=   133.6 ed=    93 4/24/2020   x1=  53. x2=  82. y1=  2.03 y2= -1.13     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    16112   11648    13353     4    93 4/24/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998207 cc2=  .812511 lx=  9.65734 if=  54 il=  82 4/13/2020  n=  28 now=   21533 end=      15636     11648     13353 U=     8.83 T=   71.2 p1= -27.4 p2=   137.7 ed=    92 4/23/2020   x1=  54. x2=  82. y1=  1.95 y2= -1.22     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15636   11648    13353     4    92 4/23/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998413 cc2=  .809431 lx=  9.63734 if=  55 il=  82 4/13/2020  n=  27 now=   21533 end=      15326     11648     13353 U=     8.34 T=   71.2 p1= -28.8 p2=   140.5 ed=    90 4/21/2020   x1=  55. x2=  82. y1=  1.95 y2= -1.29     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15326   11648    13353     4    90 4/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998067 cc2=  .801951 lx=  9.63734 if=  57 il=  82 4/13/2020  n=  25 now=   21533 end=      15326     11648     13353 U=     8.17 T=   71.4 p1= -28.8 p2=   140.5 ed=    90 4/21/2020   x1=  57. x2=  82. y1=  1.77 y2= -1.29     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15326   11648    13353     4    90 4/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997833 cc2=  .797833 lx=  9.63734 if=  58 il=  82 4/13/2020  n=  24 now=   21533 end=      15326     11648     13353 U=     8.04 T=   71.6 p1= -28.8 p2=   140.5 ed=    90 4/21/2020   x1=  58. x2=  82. y1=  1.69 y2= -1.29     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15326   11648    13353     4    90 4/21/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997739 cc2=  .793615 lx=  9.65734 if=  59 il=  82 4/13/2020  n=  23 now=   21533 end=      15636     11648     13353 U=     8.10 T=   72.1 p1= -27.4 p2=   137.7 ed=    91 4/22/2020   x1=  59. x2=  82. y1=  1.62 y2= -1.22     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15636   11648    13353     4    91 4/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998402 cc2=  .789887 lx=  9.72734 if=  60 il=  82 4/13/2020  n=  22 now=   21533 end=      16769     11648     13353 U=     9.65 T=   72.3 p1= -22.1 p2=   128.4 ed=    95 4/26/2020   x1=  60. x2=  82. y1=  1.27 y2= -1.01     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    16769   11648    13353     4    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998387 cc2=  .785186 lx=  9.70734 if=  61 il=  82 4/13/2020  n=  21 now=   21533 end=      16437     11648     13353 U=     9.36 T=   72.0 p1= -23.7 p2=   131.0 ed=    94 4/25/2020   x1=  61. x2=  82. y1=  1.18 y2= -1.07     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    16437   11648    13353     4    94 4/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998355 cc2=  .780137 lx=  9.67734 if=  62 il=  82 4/13/2020  n=  20 now=   21533 end=      15952     11648     13353 U=     9.00 T=   71.6 p1= -25.9 p2=   135.0 ed=    92 4/23/2020   x1=  62. x2=  82. y1=  1.07 y2= -1.16     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15952   11648    13353     4    92 4/23/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998421 cc2=  .774814 lx=  9.64734 if=  63 il=  82 4/13/2020  n=  19 now=   21533 end=      15480     11648     13353 U=     8.55 T=   71.3 p1= -28.1 p2=   139.1 ed=    91 4/22/2020   x1=  63. x2=  82. y1=   .96 y2= -1.26     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15480   11648    13353     4    91 4/22/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998483 cc2=  .769068 lx=  9.61734 if=  64 il=  82 4/13/2020  n=  18 now=   21533 end=      15023     11648     13353 U=     8.05 T=   71.0 p1= -30.2 p2=   143.3 ed=    89 4/20/2020   x1=  64. x2=  82. y1=   .87 y2= -1.37     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15023   11648    13353     4    89 4/20/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998447 cc2=  .762745 lx=  9.59734 if=  65 il=  82 4/13/2020  n=  17 now=   21533 end=      14725     11648     13353 U=     7.76 T=   70.7 p1= -31.6 p2=   146.2 ed=    89 4/20/2020   x1=  65. x2=  82. y1=   .74 y2= -1.45     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    14725   11648    13353     4    89 4/20/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998532 cc2=  .755996 lx=  9.56734 if=  66 il=  82 4/13/2020  n=  16 now=   21533 end=      14290     11648     13353 U=     7.32 T=   70.4 p1= -33.6 p2=   150.7 ed=    87 4/18/2020   x1=  66. x2=  82. y1=   .60 y2= -1.59     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    14290   11648    13353     4    87 4/18/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998926 cc2=  .748926 lx=  9.54734 if=  67 il=  82 4/13/2020  n=  15 now=   21533 end=      14007     11648     13353 U=     6.86 T=   70.4 p1= -35.0 p2=   153.7 ed=    86 4/17/2020   x1=  67. x2=  82. y1=   .50 y2= -1.69     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    14007   11648    13353     4    86 4/17/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999159 cc2=  .740960 lx=  9.52734 if=  68 il=  82 4/13/2020  n=  14 now=   21533 end=      13730     11648     13353 U=     6.42 T=   70.4 p1= -36.2 p2=   156.8 ed=    85 4/16/2020   x1=  68. x2=  82. y1=   .38 y2= -1.81     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13730   11648    13353     4    85 4/16/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999269 cc2=  .732008 lx=  9.50734 if=  69 il=  82 4/13/2020  n=  13 now=   21533 end=      13458     11648     13353 U=     5.95 T=   70.5 p1= -37.5 p2=   160.0 ed=    84 4/15/2020   x1=  69. x2=  82. y1=   .25 y2= -1.93     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13458   11648    13353     4    84 4/15/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999197 cc2=  .721847 lx=  9.50734 if=  70 il=  82 4/13/2020  n=  12 now=   21533 end=      13458     11648     13353 U=     5.91 T=   70.6 p1= -37.5 p2=   160.0 ed=    84 4/15/2020   x1=  70. x2=  82. y1=   .10 y2= -1.93     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13458   11648    13353     4    84 4/15/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .999094 cc2=  .710419 lx=  9.49734 if=  71 il=  82 4/13/2020  n=  11 now=   21533 end=      13324     11648     13353 U=     5.58 T=   70.8 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  71. x2=  82. y1=  -.03 y2= -2.01 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .999095 cc2=  .710419 lx=  9.49634 if=  71 il=  82 4/13/2020  n=  11 now=   21533 end=      13324     11648     13353 U=     5.58 T=   70.8 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  71. x2=  82. y1=  -.03 y2= -2.01 BEST
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13324   11648    13353     4    83 4/14/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .998862 cc2=  .697351 lx=  9.49734 if=  72 il=  82 4/13/2020  n=  10 now=   21533 end=      13324     11648     13353 U=     5.68 T=   70.6 p1= -38.1 p2=   161.6 ed=    84 4/15/2020   x1=  72. x2=  82. y1=  -.25 y2= -2.01 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998868 cc2=  .697351 lx=  9.50134 if=  72 il=  82 4/13/2020  n=  10 now=   21533 end=      13324     11648     13353 U=     5.68 T=   70.6 p1= -38.1 p2=   161.6 ed=    84 4/15/2020   x1=  72. x2=  82. y1=  -.25 y2= -2.01 BEST
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13324   11648    13353     4    84 4/15/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .998574 cc2=  .682346 lx=  9.49734 if=  73 il=  82 4/13/2020  n=   9 now=   21533 end=      13324     11648     13353 U=     5.56 T=   70.8 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  73. x2=  82. y1=  -.39 y2= -2.01 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998577 cc2=  .682346 lx=  9.49434 if=  73 il=  82 4/13/2020  n=   9 now=   21533 end=      13324     11648     13353 U=     5.56 T=   70.8 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  73. x2=  82. y1=  -.39 y2= -2.01 BEST
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13324   11648    13353     4    83 4/14/2020 
AAA1     1 US_Michigan_Wayne Confirmed cc1=  .998061 cc2=  .664728 lx=  9.49734 if=  74 il=  82 4/13/2020  n=   8 now=   21533 end=      13324     11648     13353 U=     5.52 T=   70.9 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  74. x2=  82. y1=  -.56 y2= -2.01 BEST
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998062 cc2=  .664728 lx=  9.49834 if=  74 il=  82 4/13/2020  n=   8 now=   21533 end=      13324     11648     13353 U=     5.52 T=   70.9 p1= -38.1 p2=   161.6 ed=    83 4/14/2020   x1=  74. x2=  82. y1=  -.56 y2= -2.01 BEST
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13324   11648    13353     4    83 4/14/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997498 cc2=  .643944 lx=  9.51734 if=  75 il=  82 4/13/2020  n=   7 now=   21533 end=      13593     11648     13353 U=     5.99 T=   70.8 p1= -36.9 p2=   158.4 ed=    84 4/15/2020   x1=  75. x2=  82. y1=  -.70 y2= -1.87     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    13593   11648    13353     4    84 4/15/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997432 cc2=  .619468 lx=  9.57734 if=  76 il=  82 4/13/2020  n=   6 now=   21533 end=      14434     11648     13353 U=     7.70 T=   70.1 p1= -33.0 p2=   149.2 ed=    88 4/19/2020   x1=  76. x2=  82. y1=  -.76 y2= -1.54     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    14434   11648    13353     4    88 4/19/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .996529 cc2=  .588281 lx=  9.67734 if=  77 il=  82 4/13/2020  n=   5 now=   21533 end=      15952     11648     13353 U=    10.55 T=   69.8 p1= -25.9 p2=   135.0 ed=    94 4/25/2020   x1=  77. x2=  82. y1=  -.68 y2= -1.16     
GP: Confirmed US_Michigan_Wayne 4/13/2020        82   21533    15952   11648    13353     4    94 4/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997086 cc2=  .828055 lx=  9.77734 if=  49 il=  83 4/14/2020  n=  34 now=   21533 end=      17629     12209     14564 U=    10.36 T=   72.6 p1= -18.1 p2=   122.1 ed=    97 4/28/2020   x1=  49. x2=  83. y1=  2.28 y2= -1.00     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    17629   12209    14564     6    97 4/28/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997542 cc2=  .826043 lx=  9.74734 if=  50 il=  83 4/14/2020  n=  33 now=   21533 end=      17108     12209     14564 U=     9.81 T=   72.3 p1= -20.5 p2=   125.9 ed=    95 4/26/2020   x1=  50. x2=  83. y1=  2.28 y2= -1.09     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    17108   12209    14564     6    95 4/26/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997661 cc2=  .823583 lx=  9.71734 if=  51 il=  83 4/14/2020  n=  32 now=   21533 end=      16603     12209     14564 U=     9.47 T=   71.8 p1= -22.9 p2=   129.7 ed=    94 4/25/2020   x1=  51. x2=  83. y1=  2.20 y2= -1.18     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    16603   12209    14564     6    94 4/25/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .997770 cc2=  .820993 lx=  9.70734 if=  52 il=  83 4/14/2020  n=  31 now=   21533 end=      16437     12209     14564 U=     9.45 T=   71.5 p1= -23.7 p2=   131.0 ed=    93 4/24/2020   x1=  52. x2=  83. y1=  2.07 y2= -1.21     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    16437   12209    14564     6    93 4/24/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998171 cc2=  .818566 lx=  9.67734 if=  53 il=  83 4/14/2020  n=  30 now=   21533 end=      15952     12209     14564 U=     8.96 T=   71.2 p1= -25.9 p2=   135.0 ed=    92 4/23/2020   x1=  53. x2=  83. y1=  2.03 y2= -1.32     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    15952   12209    14564     6    92 4/23/2020 
AAA2     1 US_Michigan_Wayne Confirmed cc1=  .998379 cc2=  .815805 lx=  9.66734 if=  54 il=  83 4/14/2020  n=  29 now=   21533 end=      15793     12209     14564 U=     8.77 T=   71.1 p1= -26.7 p2=   136.3 ed=    91 4/22/2020   x1=  54. x2=  83. y1=  1.95 y2= -1.36     
GP: Confirmed US_Michigan_Wayne 4/14/2020        83   21533    15793   12209    14564     6    91 4/22/2020 
