TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        4834.00000        8.48343
TAB:  US_Washington_Yakima Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1371    1015     1518    16   110 5/11/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997671 cc2=  .831005 lx=  7.22343 if=  60 il=  95 4/26/2020  n=  35 now=    4834 end=       1371      1015      1518 U=    12.99 T=   79.4 p1= -71.6 p2=   352.6 ed=   110 5/11/2020   x1=  60. x2=  95. y1=  1.49 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1371    1015     1518    16   110 5/11/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997494 cc2=  .828463 lx=  7.22343 if=  61 il=  95 4/26/2020  n=  34 now=    4834 end=       1371      1015      1518 U=    12.62 T=   79.8 p1= -71.6 p2=   352.6 ed=   109 5/10/2020   x1=  61. x2=  95. y1=  1.49 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1371    1015     1518    16   109 5/10/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997709 cc2=  .826211 lx=  7.25343 if=  62 il=  95 4/26/2020  n=  33 now=    4834 end=       1412      1015      1518 U=    13.19 T=   80.4 p1= -70.8 p2=   342.4 ed=   111 5/12/2020   x1=  62. x2=  95. y1=  1.39 y2= -1.11     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1412    1015     1518    16   111 5/12/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997938 cc2=  .823860 lx=  7.28343 if=  63 il=  95 4/26/2020  n=  32 now=    4834 end=       1455      1015      1518 U=    14.20 T=   80.5 p1= -69.9 p2=   332.2 ed=   114 5/15/2020   x1=  63. x2=  95. y1=  1.23 y2= -1.02 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997938 cc2=  .823860 lx=  7.28443 if=  63 il=  95 4/26/2020  n=  32 now=    4834 end=       1455      1015      1518 U=    14.20 T=   80.5 p1= -69.9 p2=   332.2 ed=   114 5/15/2020   x1=  63. x2=  95. y1=  1.23 y2= -1.02 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1455    1015     1518    16   114 5/15/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997769 cc2=  .820992 lx=  7.29343 if=  64 il=  95 4/26/2020  n=  31 now=    4834 end=       1470      1015      1518 U=    14.42 T=   80.7 p1= -69.6 p2=   328.8 ed=   114 5/15/2020   x1=  64. x2=  95. y1=  1.16 y2=  -.99 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997769 cc2=  .820992 lx=  7.29243 if=  64 il=  95 4/26/2020  n=  31 now=    4834 end=       1470      1015      1518 U=    14.42 T=   80.7 p1= -69.6 p2=   328.8 ed=   114 5/15/2020   x1=  64. x2=  95. y1=  1.16 y2=  -.99 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1470    1015     1518    16   114 5/15/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997565 cc2=  .817960 lx=  7.30343 if=  65 il=  95 4/26/2020  n=  30 now=    4834 end=       1485      1015      1518 U=    14.28 T=   81.2 p1= -69.3 p2=   325.5 ed=   114 5/15/2020   x1=  65. x2=  95. y1=  1.14 y2=  -.97 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997566 cc2=  .817960 lx=  7.29843 if=  65 il=  95 4/26/2020  n=  30 now=    4834 end=       1485      1015      1518 U=    14.28 T=   81.2 p1= -69.3 p2=   325.5 ed=   114 5/15/2020   x1=  65. x2=  95. y1=  1.14 y2=  -.97 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1485    1015     1518    16   114 5/15/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997597 cc2=  .815023 lx=  7.33343 if=  66 il=  95 4/26/2020  n=  29 now=    4834 end=       1530      1015      1518 U=    14.77 T=   81.9 p1= -68.3 p2=   315.9 ed=   116 5/17/2020   x1=  66. x2=  95. y1=  1.07 y2=  -.89 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997598 cc2=  .815023 lx=  7.32843 if=  66 il=  95 4/26/2020  n=  29 now=    4834 end=       1530      1015      1518 U=    14.77 T=   81.9 p1= -68.3 p2=   315.9 ed=   116 5/17/2020   x1=  66. x2=  95. y1=  1.07 y2=  -.89 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1530    1015     1518    16   116 5/17/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997812 cc2=  .812117 lx=  7.37343 if=  67 il=  95 4/26/2020  n=  28 now=    4834 end=       1593      1015      1518 U=    16.61 T=   81.8 p1= -67.0 p2=   303.5 ed=   120 5/21/2020   x1=  67. x2=  95. y1=   .89 y2=  -.80 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997812 cc2=  .812117 lx=  7.37743 if=  67 il=  95 4/26/2020  n=  28 now=    4834 end=       1593      1015      1518 U=    16.61 T=   81.8 p1= -67.0 p2=   303.5 ed=   120 5/21/2020   x1=  67. x2=  95. y1=   .89 y2=  -.80 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1593    1015     1518    16   120 5/21/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997719 cc2=  .808736 lx=  7.35343 if=  68 il=  95 4/26/2020  n=  27 now=    4834 end=       1561      1015      1518 U=    15.86 T=   81.6 p1= -67.7 p2=   309.7 ed=   119 5/20/2020   x1=  68. x2=  95. y1=   .86 y2=  -.84 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997719 cc2=  .808736 lx=  7.35643 if=  68 il=  95 4/26/2020  n=  27 now=    4834 end=       1561      1015      1518 U=    15.86 T=   81.6 p1= -67.7 p2=   309.7 ed=   119 5/20/2020   x1=  68. x2=  95. y1=   .86 y2=  -.84 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1561    1015     1518    16   119 5/20/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997464 cc2=  .805014 lx=  7.35343 if=  69 il=  95 4/26/2020  n=  26 now=    4834 end=       1561      1015      1518 U=    15.64 T=   81.8 p1= -67.7 p2=   309.7 ed=   118 5/19/2020   x1=  69. x2=  95. y1=   .82 y2=  -.84 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997465 cc2=  .805014 lx=  7.35043 if=  69 il=  95 4/26/2020  n=  26 now=    4834 end=       1561      1015      1518 U=    15.64 T=   81.8 p1= -67.7 p2=   309.7 ed=   118 5/19/2020   x1=  69. x2=  95. y1=   .82 y2=  -.84 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1561    1015     1518    16   118 5/19/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997173 cc2=  .801057 lx=  7.36343 if=  70 il=  95 4/26/2020  n=  25 now=    4834 end=       1577      1015      1518 U=    15.20 T=   82.5 p1= -67.4 p2=   306.5 ed=   118 5/19/2020   x1=  70. x2=  95. y1=   .83 y2=  -.82 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997174 cc2=  .801057 lx=  7.35843 if=  70 il=  95 4/26/2020  n=  25 now=    4834 end=       1577      1015      1518 U=    15.20 T=   82.5 p1= -67.4 p2=   306.5 ed=   118 5/19/2020   x1=  70. x2=  95. y1=   .83 y2=  -.82 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1577    1015     1518    16   118 5/19/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997706 cc2=  .797706 lx=  7.45343 if=  71 il=  95 4/26/2020  n=  24 now=    4834 end=       1725      1015      1518 U=    17.81 T=   83.7 p1= -64.3 p2=   280.2 ed=   125 5/26/2020   x1=  71. x2=  95. y1=   .71 y2=  -.63     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1725    1015     1518    16   125 5/26/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997336 cc2=  .788822 lx=  7.54343 if=  73 il=  95 4/26/2020  n=  22 now=    4834 end=       1888      1015      1518 U=    19.88 T=   85.5 p1= -60.9 p2=   256.0 ed=   132 6/2/2020    x1=  73. x2=  95. y1=   .63 y2=  -.48     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1888    1015     1518    16   132 6/2/2020  
AAA2     1 US_Washington_Yakima Confirmed cc1=  .996955 cc2=  .783755 lx=  7.54343 if=  74 il=  95 4/26/2020  n=  21 now=    4834 end=       1888      1015      1518 U=    20.19 T=   85.4 p1= -60.9 p2=   256.0 ed=   133 6/3/2020    x1=  74. x2=  95. y1=   .56 y2=  -.48     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1888    1015     1518    16   133 6/3/2020  
AAA2     1 US_Washington_Yakima Confirmed cc1=  .996583 cc2=  .778365 lx=  7.50343 if=  75 il=  95 4/26/2020  n=  20 now=    4834 end=       1814      1015      1518 U=    19.63 T=   84.3 p1= -62.5 p2=   266.5 ed=   130 5/31/2020   x1=  75. x2=  95. y1=   .48 y2=  -.54     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1814    1015     1518    16   130 5/31/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .996511 cc2=  .772904 lx=  7.43343 if=  76 il=  95 4/26/2020  n=  19 now=    4834 end=       1691      1015      1518 U=    17.71 T=   83.1 p1= -65.0 p2=   285.9 ed=   124 5/25/2020   x1=  76. x2=  95. y1=   .40 y2=  -.67     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1691    1015     1518    16   124 5/25/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .996178 cc2=  .766762 lx=  7.38343 if=  77 il=  95 4/26/2020  n=  18 now=    4834 end=       1609      1015      1518 U=    16.28 T=   82.4 p1= -66.7 p2=   300.4 ed=   120 5/21/2020   x1=  77. x2=  95. y1=   .33 y2=  -.77     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1609    1015     1518    16   120 5/21/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .995579 cc2=  .759877 lx=  7.36343 if=  78 il=  95 4/26/2020  n=  17 now=    4834 end=       1577      1015      1518 U=    15.80 T=   82.1 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  78. x2=  95. y1=   .26 y2=  -.82 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .995579 cc2=  .759877 lx=  7.36043 if=  78 il=  95 4/26/2020  n=  17 now=    4834 end=       1577      1015      1518 U=    15.80 T=   82.1 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  78. x2=  95. y1=   .26 y2=  -.82 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1577    1015     1518    16   119 5/20/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .994884 cc2=  .752348 lx=  7.33343 if=  79 il=  95 4/26/2020  n=  16 now=    4834 end=       1530      1015      1518 U=    14.58 T=   82.0 p1= -68.3 p2=   315.9 ed=   116 5/17/2020   x1=  79. x2=  95. y1=   .21 y2=  -.89 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .994884 cc2=  .752348 lx=  7.33043 if=  79 il=  95 4/26/2020  n=  16 now=    4834 end=       1530      1015      1518 U=    14.58 T=   82.0 p1= -68.3 p2=   315.9 ed=   116 5/17/2020   x1=  79. x2=  95. y1=   .21 y2=  -.89 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1530    1015     1518    16   116 5/17/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .993968 cc2=  .743968 lx=  7.36343 if=  80 il=  95 4/26/2020  n=  15 now=    4834 end=       1577      1015      1518 U=    15.98 T=   81.9 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  80. x2=  95. y1=   .12 y2=  -.82 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .993968 cc2=  .743968 lx=  7.36443 if=  80 il=  95 4/26/2020  n=  15 now=    4834 end=       1577      1015      1518 U=    15.98 T=   81.9 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  80. x2=  95. y1=   .12 y2=  -.82 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1577    1015     1518    16   119 5/20/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .993172 cc2=  .734973 lx=  7.31343 if=  81 il=  95 4/26/2020  n=  14 now=    4834 end=       1500      1015      1518 U=    14.43 T=   81.4 p1= -69.0 p2=   322.3 ed=   115 5/16/2020   x1=  81. x2=  95. y1=   .03 y2=  -.94 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .993172 cc2=  .734973 lx=  7.31143 if=  81 il=  95 4/26/2020  n=  14 now=    4834 end=       1500      1015      1518 U=    14.43 T=   81.4 p1= -69.0 p2=   322.3 ed=   115 5/16/2020   x1=  81. x2=  95. y1=   .03 y2=  -.94 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1500    1015     1518    16   115 5/16/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .991838 cc2=  .724576 lx=  7.28343 if=  82 il=  95 4/26/2020  n=  13 now=    4834 end=       1455      1015      1518 U=    12.81 T=   81.9 p1= -69.9 p2=   332.2 ed=   112 5/13/2020   x1=  82. x2=  95. y1=   .00 y2= -1.02 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .991838 cc2=  .724576 lx=  7.27943 if=  82 il=  95 4/26/2020  n=  13 now=    4834 end=       1455      1015      1518 U=    12.81 T=   81.9 p1= -69.9 p2=   332.2 ed=   112 5/13/2020   x1=  82. x2=  95. y1=   .00 y2= -1.02 BEST
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1455    1015     1518    16   112 5/13/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .991250 cc2=  .713899 lx=  7.43343 if=  83 il=  95 4/26/2020  n=  12 now=    4834 end=       1691      1015      1518 U=    17.51 T=   83.2 p1= -65.0 p2=   285.9 ed=   124 5/25/2020   x1=  83. x2=  95. y1=   .01 y2=  -.67     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834     1691    1015     1518    16   124 5/25/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .952322 cc2=  .544074 lx= 10.48343 if=  90 il=  95 4/26/2020  n=   5 now=    4834 end=      35718      1015      1518 U=   116.28 T=  242.7 p1= 638.9 p2=    13.5 ed=   517 6/22/2021   x1=  90. x2=  95. y1=  1.31 y2=  1.27     
GP: Confirmed US_Washington_Yakima 4/26/2020        95    4834    -        1015     1518    16   517 6/22/2021 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997526 cc2=  .850084 lx=  7.31343 if=  51 il=  96 4/27/2020  n=  45 now=    4834 end=       1500      1034      1518 U=    15.63 T=   80.6 p1= -69.0 p2=   322.3 ed=   117 5/18/2020   x1=  51. x2=  96. y1=  1.89 y2=  -.99 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997526 cc2=  .850084 lx=  7.31643 if=  51 il=  96 4/27/2020  n=  45 now=    4834 end=       1500      1034      1518 U=    15.63 T=   80.6 p1= -69.0 p2=   322.3 ed=   117 5/18/2020   x1=  51. x2=  96. y1=  1.89 y2=  -.99 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1500    1034     1518    16   117 5/18/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997617 cc2=  .848546 lx=  7.30343 if=  52 il=  96 4/27/2020  n=  44 now=    4834 end=       1485      1034      1518 U=    15.75 T=   80.0 p1= -69.3 p2=   325.5 ed=   117 5/18/2020   x1=  52. x2=  96. y1=  1.78 y2= -1.02 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997617 cc2=  .848546 lx=  7.30143 if=  52 il=  96 4/27/2020  n=  44 now=    4834 end=       1485      1034      1518 U=    15.75 T=   80.0 p1= -69.3 p2=   325.5 ed=   117 5/18/2020   x1=  52. x2=  96. y1=  1.78 y2= -1.02 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1485    1034     1518    16   117 5/18/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .998042 cc2=  .847286 lx=  7.28343 if=  53 il=  96 4/27/2020  n=  43 now=    4834 end=       1455      1034      1518 U=    15.11 T=   79.8 p1= -69.9 p2=   332.2 ed=   115 5/16/2020   x1=  53. x2=  96. y1=  1.77 y2= -1.07 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998042 cc2=  .847286 lx=  7.28243 if=  53 il=  96 4/27/2020  n=  43 now=    4834 end=       1455      1034      1518 U=    15.11 T=   79.8 p1= -69.9 p2=   332.2 ed=   115 5/16/2020   x1=  53. x2=  96. y1=  1.77 y2= -1.07 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1455    1034     1518    16   115 5/16/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998256 cc2=  .845758 lx=  7.26343 if=  54 il=  96 4/27/2020  n=  42 now=    4834 end=       1427      1034      1518 U=    14.47 T=   79.6 p1= -70.5 p2=   338.8 ed=   113 5/14/2020   x1=  54. x2=  96. y1=  1.77 y2= -1.13     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1427    1034     1518    16   113 5/14/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998283 cc2=  .843980 lx=  7.25343 if=  55 il=  96 4/27/2020  n=  41 now=    4834 end=       1412      1034      1518 U=    14.16 T=   79.5 p1= -70.8 p2=   342.4 ed=   112 5/13/2020   x1=  55. x2=  96. y1=  1.73 y2= -1.16     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1412    1034     1518    16   112 5/13/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998256 cc2=  .842083 lx=  7.25343 if=  56 il=  96 4/27/2020  n=  40 now=    4834 end=       1412      1034      1518 U=    14.12 T=   79.6 p1= -70.8 p2=   342.4 ed=   112 5/13/2020   x1=  56. x2=  96. y1=  1.67 y2= -1.16     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1412    1034     1518    16   112 5/13/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998234 cc2=  .840120 lx=  7.24343 if=  57 il=  96 4/27/2020  n=  39 now=    4834 end=       1398      1034      1518 U=    13.62 T=   79.7 p1= -71.1 p2=   345.8 ed=   111 5/12/2020   x1=  57. x2=  96. y1=  1.67 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1398    1034     1518    16   111 5/12/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998097 cc2=  .837969 lx=  7.24343 if=  58 il=  96 4/27/2020  n=  38 now=    4834 end=       1398      1034      1518 U=    13.60 T=   79.7 p1= -71.1 p2=   345.8 ed=   111 5/12/2020   x1=  58. x2=  96. y1=  1.60 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1398    1034     1518    16   111 5/12/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997945 cc2=  .835724 lx=  7.23343 if=  59 il=  96 4/27/2020  n=  37 now=    4834 end=       1384      1034      1518 U=    13.35 T=   79.6 p1= -71.4 p2=   349.3 ed=   111 5/12/2020   x1=  59. x2=  96. y1=  1.54 y2= -1.23     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1384    1034     1518    16   111 5/12/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997774 cc2=  .833375 lx=  7.24343 if=  60 il=  96 4/27/2020  n=  36 now=    4834 end=       1398      1034      1518 U=    13.36 T=   80.0 p1= -71.1 p2=   345.8 ed=   111 5/12/2020   x1=  60. x2=  96. y1=  1.50 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1398    1034     1518    16   111 5/12/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997620 cc2=  .830953 lx=  7.24343 if=  61 il=  96 4/27/2020  n=  35 now=    4834 end=       1398      1034      1518 U=    12.99 T=   80.5 p1= -71.1 p2=   345.8 ed=   111 5/12/2020   x1=  61. x2=  96. y1=  1.50 y2= -1.20     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1398    1034     1518    16   111 5/12/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997843 cc2=  .828813 lx=  7.27343 if=  62 il=  96 4/27/2020  n=  34 now=    4834 end=       1441      1034      1518 U=    13.59 T=   81.0 p1= -70.2 p2=   335.5 ed=   113 5/14/2020   x1=  62. x2=  96. y1=  1.40 y2= -1.10 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997845 cc2=  .828813 lx=  7.26843 if=  62 il=  96 4/27/2020  n=  34 now=    4834 end=       1441      1034      1518 U=    13.59 T=   81.0 p1= -70.2 p2=   335.5 ed=   113 5/14/2020   x1=  62. x2=  96. y1=  1.40 y2= -1.10 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1441    1034     1518    16   113 5/14/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .998080 cc2=  .826581 lx=  7.29343 if=  63 il=  96 4/27/2020  n=  33 now=    4834 end=       1470      1034      1518 U=    14.47 T=   80.9 p1= -69.6 p2=   328.8 ed=   115 5/16/2020   x1=  63. x2=  96. y1=  1.24 y2= -1.04 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998081 cc2=  .826581 lx=  7.29743 if=  63 il=  96 4/27/2020  n=  33 now=    4834 end=       1470      1034      1518 U=    14.47 T=   80.9 p1= -69.6 p2=   328.8 ed=   115 5/16/2020   x1=  63. x2=  96. y1=  1.24 y2= -1.04 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1470    1034     1518    16   115 5/16/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997934 cc2=  .823856 lx=  7.30343 if=  64 il=  96 4/27/2020  n=  32 now=    4834 end=       1485      1034      1518 U=    14.70 T=   81.1 p1= -69.3 p2=   325.5 ed=   115 5/16/2020   x1=  64. x2=  96. y1=  1.16 y2= -1.02 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997934 cc2=  .823856 lx=  7.30543 if=  64 il=  96 4/27/2020  n=  32 now=    4834 end=       1485      1034      1518 U=    14.70 T=   81.1 p1= -69.3 p2=   325.5 ed=   115 5/16/2020   x1=  64. x2=  96. y1=  1.16 y2= -1.02 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1485    1034     1518    16   115 5/16/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997757 cc2=  .820980 lx=  7.31343 if=  65 il=  96 4/27/2020  n=  31 now=    4834 end=       1500      1034      1518 U=    14.57 T=   81.6 p1= -69.0 p2=   322.3 ed=   115 5/16/2020   x1=  65. x2=  96. y1=  1.14 y2=  -.99 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997757 cc2=  .820980 lx=  7.31143 if=  65 il=  96 4/27/2020  n=  31 now=    4834 end=       1500      1034      1518 U=    14.57 T=   81.6 p1= -69.0 p2=   322.3 ed=   115 5/16/2020   x1=  65. x2=  96. y1=  1.14 y2=  -.99 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1500    1034     1518    16   115 5/16/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997805 cc2=  .818200 lx=  7.34343 if=  66 il=  96 4/27/2020  n=  30 now=    4834 end=       1546      1034      1518 U=    15.09 T=   82.3 p1= -68.0 p2=   312.7 ed=   117 5/18/2020   x1=  66. x2=  96. y1=  1.08 y2=  -.91 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997806 cc2=  .818200 lx=  7.33943 if=  66 il=  96 4/27/2020  n=  30 now=    4834 end=       1546      1034      1518 U=    15.09 T=   82.3 p1= -68.0 p2=   312.7 ed=   117 5/18/2020   x1=  66. x2=  96. y1=  1.08 y2=  -.91 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1546    1034     1518    16   117 5/18/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .998021 cc2=  .815446 lx=  7.38343 if=  67 il=  96 4/27/2020  n=  29 now=    4834 end=       1609      1034      1518 U=    16.97 T=   82.2 p1= -66.7 p2=   300.4 ed=   122 5/23/2020   x1=  67. x2=  96. y1=   .89 y2=  -.82     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1609    1034     1518    16   122 5/23/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997939 cc2=  .812243 lx=  7.36343 if=  68 il=  96 4/27/2020  n=  28 now=    4834 end=       1577      1034      1518 U=    16.22 T=   82.0 p1= -67.4 p2=   306.5 ed=   120 5/21/2020   x1=  68. x2=  96. y1=   .86 y2=  -.86 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997939 cc2=  .812243 lx=  7.36543 if=  68 il=  96 4/27/2020  n=  28 now=    4834 end=       1577      1034      1518 U=    16.22 T=   82.0 p1= -67.4 p2=   306.5 ed=   120 5/21/2020   x1=  68. x2=  96. y1=   .86 y2=  -.86 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1577    1034     1518    16   120 5/21/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997716 cc2=  .808734 lx=  7.36343 if=  69 il=  96 4/27/2020  n=  27 now=    4834 end=       1577      1034      1518 U=    16.00 T=   82.2 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  69. x2=  96. y1=   .83 y2=  -.86 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997716 cc2=  .808734 lx=  7.36043 if=  69 il=  96 4/27/2020  n=  27 now=    4834 end=       1577      1034      1518 U=    16.00 T=   82.2 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  69. x2=  96. y1=   .83 y2=  -.86 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1577    1034     1518    16   119 5/20/2020 
AAA1     1 US_Washington_Yakima Confirmed cc1=  .997466 cc2=  .805016 lx=  7.36343 if=  70 il=  96 4/27/2020  n=  26 now=    4834 end=       1577      1034      1518 U=    15.41 T=   82.7 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  70. x2=  96. y1=   .83 y2=  -.86 BEST
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997467 cc2=  .805016 lx=  7.36743 if=  70 il=  96 4/27/2020  n=  26 now=    4834 end=       1577      1034      1518 U=    15.41 T=   82.7 p1= -67.4 p2=   306.5 ed=   119 5/20/2020   x1=  70. x2=  96. y1=   .83 y2=  -.86 BEST
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1577    1034     1518    16   119 5/20/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997961 cc2=  .801845 lx=  7.45343 if=  71 il=  96 4/27/2020  n=  25 now=    4834 end=       1725      1034      1518 U=    18.08 T=   83.9 p1= -64.3 p2=   280.2 ed=   126 5/27/2020   x1=  71. x2=  96. y1=   .71 y2=  -.67     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1725    1034     1518    16   126 5/27/2020 
AAA2     1 US_Washington_Yakima Confirmed cc1=  .997641 cc2=  .793517 lx=  7.52343 if=  73 il=  96 4/27/2020  n=  23 now=    4834 end=       1850      1034      1518 U=    19.83 T=   85.3 p1= -61.7 p2=   261.3 ed=   132 6/2/2020    x1=  73. x2=  96. y1=   .62 y2=  -.54     
GP: Confirmed US_Washington_Yakima 4/27/2020        96    4834     1850    1034     1518    16   132 6/2/2020  
