TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9751.00000        9.18513
TAB:  Czechia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA1     1 Czechia Confirmed cc1=  .997992 cc2=  .755457 lx=  9.00513 if=  82 il=  98 4/29/2020  n=  16 now=    9751 end=       8144      7579      8093 U=    11.32 T=   68.2 p1= -16.5 p2=   119.7 ed=    94 4/25/2020   x1=  82. x2=  98. y1= -1.22 y2= -2.63 BEST
AAA2     1 Czechia Confirmed cc1=  .997995 cc2=  .755457 lx=  9.00313 if=  82 il=  98 4/29/2020  n=  16 now=    9751 end=       8144      7579      8093 U=    11.32 T=   68.2 p1= -16.5 p2=   119.7 ed=    94 4/25/2020   x1=  82. x2=  98. y1= -1.22 y2= -2.63 BEST
GP: Confirmed Czechia 4/29/2020        98    9751     8144    7579     8093    22    94 4/25/2020 
AAA1     1 Czechia Confirmed cc1=  .998495 cc2=  .748495 lx=  8.99513 if=  83 il=  98 4/29/2020  n=  15 now=    9751 end=       8063      7579      8093 U=    10.01 T=   70.2 p1= -17.3 p2=   120.9 ed=    93 4/24/2020   x1=  83. x2=  98. y1= -1.28 y2= -2.78 BEST
AAA2     1 Czechia Confirmed cc1=  .998501 cc2=  .748495 lx=  8.99313 if=  83 il=  98 4/29/2020  n=  15 now=    9751 end=       8063      7579      8093 U=    10.01 T=   70.2 p1= -17.3 p2=   120.9 ed=    93 4/24/2020   x1=  83. x2=  98. y1= -1.28 y2= -2.78 BEST
GP: Confirmed Czechia 4/29/2020        98    9751     8063    7579     8093    22    93 4/24/2020 
AAA2     1 Czechia Confirmed cc1=  .997912 cc2=  .730651 lx=  8.98513 if=  85 il=  98 4/29/2020  n=  13 now=    9751 end=       7983      7579      8093 U=     9.13 T=   71.0 p1= -18.1 p2=   122.1 ed=    92 4/23/2020   x1=  85. x2=  98. y1= -1.53 y2= -2.96     
GP: Confirmed Czechia 4/29/2020        98    9751     7983    7579     8093    22    92 4/23/2020 
AAA2     1 Czechia Confirmed cc1=  .997893 cc2=  .720543 lx=  8.98513 if=  86 il=  98 4/29/2020  n=  12 now=    9751 end=       7983      7579      8093 U=     8.97 T=   71.5 p1= -18.1 p2=   122.1 ed=    92 4/23/2020   x1=  86. x2=  98. y1= -1.62 y2= -2.96     
GP: Confirmed Czechia 4/29/2020        98    9751     7983    7579     8093    22    92 4/23/2020 
AAA2     1 Czechia Confirmed cc1=  .997739 cc2=  .709064 lx=  8.97513 if=  87 il=  98 4/29/2020  n=  11 now=    9751 end=       7904      7579      8093 U=     7.57 T=   74.0 p1= -18.9 p2=   123.4 ed=    91 4/22/2020   x1=  87. x2=  98. y1= -1.72 y2= -3.17     
GP: Confirmed Czechia 4/29/2020        98    9751     7904    7579     8093    22    91 4/22/2020 
AAA2     1 Czechia Confirmed cc1=  .997343 cc2=  .695831 lx=  8.98513 if=  88 il=  98 4/29/2020  n=  10 now=    9751 end=       7983      7579      8093 U=     8.51 T=   72.8 p1= -18.1 p2=   122.1 ed=    92 4/23/2020   x1=  88. x2=  98. y1= -1.78 y2= -2.96     
GP: Confirmed Czechia 4/29/2020        98    9751     7983    7579     8093    22    92 4/23/2020 
AAA1     1 Czechia Confirmed cc1=  .997528 cc2=  .681301 lx=  8.99513 if=  89 il=  98 4/29/2020  n=   9 now=    9751 end=       8063      7579      8093 U=     9.76 T=   70.9 p1= -17.3 p2=   120.9 ed=    93 4/24/2020   x1=  89. x2=  98. y1= -1.86 y2= -2.78 BEST
AAA2     1 Czechia Confirmed cc1=  .997545 cc2=  .681301 lx=  8.99913 if=  89 il=  98 4/29/2020  n=   9 now=    9751 end=       8063      7579      8093 U=     9.76 T=   70.9 p1= -17.3 p2=   120.9 ed=    93 4/24/2020   x1=  89. x2=  98. y1= -1.86 y2= -2.78 BEST
GP: Confirmed Czechia 4/29/2020        98    9751     8063    7579     8093    22    93 4/24/2020 
AAA2     1 Czechia Confirmed cc1=  .997809 cc2=  .664476 lx=  9.03513 if=  90 il=  98 4/29/2020  n=   8 now=    9751 end=       8392      7579      8093 U=    14.55 T=   64.8 p1= -13.9 p2=   116.2 ed=    99 4/30/2020   x1=  90. x2=  98. y1= -1.73 y2= -2.28     
GP: Confirmed Czechia 4/29/2020        98    9751     8392    7579     8093    22    99 4/30/2020 
AAA2     1 Czechia Confirmed cc1=  .997160 cc2=  .643607 lx=  9.06513 if=  91 il=  98 4/29/2020  n=   7 now=    9751 end=       8648      7579      8093 U=    18.48 T=   60.6 p1= -11.3 p2=   112.8 ed=   104 5/5/2020    x1=  91. x2=  98. y1= -1.65 y2= -2.03     
GP: Confirmed Czechia 4/29/2020        98    9751     8648    7579     8093    22   104 5/5/2020  
AAA2     1 Czechia Confirmed cc1=  .995854 cc2=  .617889 lx=  9.04513 if=  92 il=  98 4/29/2020  n=   6 now=    9751 end=       8477      7579      8093 U=    15.46 T=   64.2 p1= -13.1 p2=   115.0 ed=   100 5/1/2020    x1=  92. x2=  98. y1= -1.80 y2= -2.19     
GP: Confirmed Czechia 4/29/2020        98    9751     8477    7579     8093    22   100 5/1/2020  
AAA2     1 Czechia Confirmed cc1=  .995542 cc2=  .587294 lx= 10.11513 if=  93 il=  98 4/29/2020  n=   5 now=    9751 end=      24713      7579      8093 U=   145.89 T=  122.4 p1= 153.4 p2=    39.5 ed=   466 5/2/2021    x1=  93. x2=  98. y1=   .20 y2=   .17     
GP: Confirmed Czechia 4/29/2020        98    9751    24713    7579     8093    22   466 5/2/2021  
AAA2     1 Czechia Confirmed cc1=  .998753 cc2=  .870716 lx=  9.03513 if=  39 il=  99 4/30/2020  n=  60 now=    9751 end=       8392      7682      8105 U=    13.34 T=   66.6 p1= -13.9 p2=   116.2 ed=    98 4/29/2020   x1=  39. x2=  99. y1=  2.07 y2= -2.42     
GP: Confirmed Czechia 4/30/2020        99    9751     8392    7682     8105    22    98 4/29/2020 
AAA2     1 Czechia Confirmed cc1=  .998924 cc2=  .869825 lx=  9.02513 if=  40 il=  99 4/30/2020  n=  59 now=    9751 end=       8309      7682      8105 U=    12.78 T=   66.5 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  40. x2=  99. y1=  2.07 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .999001 cc2=  .868812 lx=  9.02513 if=  41 il=  99 4/30/2020  n=  58 now=    9751 end=       8309      7682      8105 U=    12.75 T=   66.5 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  41. x2=  99. y1=  2.00 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .999081 cc2=  .867775 lx=  9.02513 if=  42 il=  99 4/30/2020  n=  57 now=    9751 end=       8309      7682      8105 U=    12.71 T=   66.6 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  42. x2=  99. y1=  1.94 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .999164 cc2=  .866711 lx=  9.02513 if=  43 il=  99 4/30/2020  n=  56 now=    9751 end=       8309      7682      8105 U=    12.66 T=   66.8 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  43. x2=  99. y1=  1.88 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA1     1 Czechia Confirmed cc1=  .999258 cc2=  .865628 lx=  9.01513 if=  44 il=  99 4/30/2020  n=  55 now=    9751 end=       8226      7682      8105 U=    12.24 T=   66.2 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  44. x2=  99. y1=  1.81 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999269 cc2=  .865628 lx=  9.01913 if=  44 il=  99 4/30/2020  n=  55 now=    9751 end=       8226      7682      8105 U=    12.24 T=   66.2 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  44. x2=  99. y1=  1.81 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999366 cc2=  .864526 lx=  9.01513 if=  45 il=  99 4/30/2020  n=  54 now=    9751 end=       8226      7682      8105 U=    12.04 T=   66.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  45. x2=  99. y1=  1.80 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999368 cc2=  .864526 lx=  9.01713 if=  45 il=  99 4/30/2020  n=  54 now=    9751 end=       8226      7682      8105 U=    12.04 T=   66.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  45. x2=  99. y1=  1.80 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999389 cc2=  .863306 lx=  9.01513 if=  46 il=  99 4/30/2020  n=  53 now=    9751 end=       8226      7682      8105 U=    12.04 T=   66.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  46. x2=  99. y1=  1.72 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999389 cc2=  .863306 lx=  9.01513 if=  46 il=  99 4/30/2020  n=  53 now=    9751 end=       8226      7682      8105 U=    12.04 T=   66.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  46. x2=  99. y1=  1.72 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999427 cc2=  .862066 lx=  9.01513 if=  47 il=  99 4/30/2020  n=  52 now=    9751 end=       8226      7682      8105 U=    11.82 T=   67.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  47. x2=  99. y1=  1.72 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999428 cc2=  .862066 lx=  9.01413 if=  47 il=  99 4/30/2020  n=  52 now=    9751 end=       8226      7682      8105 U=    11.82 T=   67.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  47. x2=  99. y1=  1.72 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999400 cc2=  .860725 lx=  9.01513 if=  48 il=  99 4/30/2020  n=  51 now=    9751 end=       8226      7682      8105 U=    11.73 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  48. x2=  99. y1=  1.67 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999403 cc2=  .860725 lx=  9.01313 if=  48 il=  99 4/30/2020  n=  51 now=    9751 end=       8226      7682      8105 U=    11.73 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  48. x2=  99. y1=  1.67 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999364 cc2=  .859336 lx=  9.01513 if=  49 il=  99 4/30/2020  n=  50 now=    9751 end=       8226      7682      8105 U=    11.94 T=   67.0 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  49. x2=  99. y1=  1.51 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999368 cc2=  .859336 lx=  9.01313 if=  49 il=  99 4/30/2020  n=  50 now=    9751 end=       8226      7682      8105 U=    11.94 T=   67.0 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  49. x2=  99. y1=  1.51 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999375 cc2=  .857953 lx=  9.01513 if=  50 il=  99 4/30/2020  n=  49 now=    9751 end=       8226      7682      8105 U=    11.73 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  50. x2=  99. y1=  1.50 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999386 cc2=  .857953 lx=  9.01213 if=  50 il=  99 4/30/2020  n=  49 now=    9751 end=       8226      7682      8105 U=    11.73 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  50. x2=  99. y1=  1.50 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999337 cc2=  .856480 lx=  9.01513 if=  51 il=  99 4/30/2020  n=  48 now=    9751 end=       8226      7682      8105 U=    11.75 T=   67.5 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  51. x2=  99. y1=  1.40 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999351 cc2=  .856480 lx=  9.01113 if=  51 il=  99 4/30/2020  n=  48 now=    9751 end=       8226      7682      8105 U=    11.75 T=   67.5 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  51. x2=  99. y1=  1.40 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999299 cc2=  .854962 lx=  9.01513 if=  52 il=  99 4/30/2020  n=  47 now=    9751 end=       8226      7682      8105 U=    11.72 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  52. x2=  99. y1=  1.33 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999318 cc2=  .854962 lx=  9.01113 if=  52 il=  99 4/30/2020  n=  47 now=    9751 end=       8226      7682      8105 U=    11.72 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  52. x2=  99. y1=  1.33 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999256 cc2=  .853391 lx=  9.01513 if=  53 il=  99 4/30/2020  n=  46 now=    9751 end=       8226      7682      8105 U=    11.71 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  53. x2=  99. y1=  1.25 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999280 cc2=  .853391 lx=  9.01013 if=  53 il=  99 4/30/2020  n=  46 now=    9751 end=       8226      7682      8105 U=    11.71 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  53. x2=  99. y1=  1.25 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999208 cc2=  .851767 lx=  9.01513 if=  54 il=  99 4/30/2020  n=  45 now=    9751 end=       8226      7682      8105 U=    11.60 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  54. x2=  99. y1=  1.20 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999238 cc2=  .851767 lx=  9.01013 if=  54 il=  99 4/30/2020  n=  45 now=    9751 end=       8226      7682      8105 U=    11.60 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  54. x2=  99. y1=  1.20 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999159 cc2=  .850087 lx=  9.01513 if=  55 il=  99 4/30/2020  n=  44 now=    9751 end=       8226      7682      8105 U=    11.61 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  55. x2=  99. y1=  1.11 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999187 cc2=  .850087 lx=  9.01013 if=  55 il=  99 4/30/2020  n=  44 now=    9751 end=       8226      7682      8105 U=    11.61 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  55. x2=  99. y1=  1.11 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999103 cc2=  .848347 lx=  9.01513 if=  56 il=  99 4/30/2020  n=  43 now=    9751 end=       8226      7682      8105 U=    11.51 T=   68.2 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  56. x2=  99. y1=  1.06 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999131 cc2=  .848347 lx=  9.01013 if=  56 il=  99 4/30/2020  n=  43 now=    9751 end=       8226      7682      8105 U=    11.51 T=   68.2 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  56. x2=  99. y1=  1.06 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999066 cc2=  .846567 lx=  9.01513 if=  57 il=  99 4/30/2020  n=  42 now=    9751 end=       8226      7682      8105 U=    11.71 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  57. x2=  99. y1=   .91 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999086 cc2=  .846567 lx=  9.01113 if=  57 il=  99 4/30/2020  n=  42 now=    9751 end=       8226      7682      8105 U=    11.71 T=   67.6 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  57. x2=  99. y1=   .91 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .999000 cc2=  .844697 lx=  9.01513 if=  58 il=  99 4/30/2020  n=  41 now=    9751 end=       8226      7682      8105 U=    11.68 T=   67.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  58. x2=  99. y1=   .83 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .999025 cc2=  .844697 lx=  9.01113 if=  58 il=  99 4/30/2020  n=  41 now=    9751 end=       8226      7682      8105 U=    11.68 T=   67.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  58. x2=  99. y1=   .83 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998926 cc2=  .842752 lx=  9.01513 if=  59 il=  99 4/30/2020  n=  40 now=    9751 end=       8226      7682      8105 U=    11.67 T=   67.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  59. x2=  99. y1=   .75 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998957 cc2=  .842752 lx=  9.01013 if=  59 il=  99 4/30/2020  n=  40 now=    9751 end=       8226      7682      8105 U=    11.67 T=   67.7 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  59. x2=  99. y1=   .75 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998846 cc2=  .840732 lx=  9.00513 if=  60 il=  99 4/30/2020  n=  39 now=    9751 end=       8144      7682      8105 U=    11.07 T=   67.6 p1= -16.5 p2=   119.7 ed=    93 4/24/2020   x1=  60. x2=  99. y1=   .69 y2= -2.84 BEST
AAA2     1 Czechia Confirmed cc1=  .998880 cc2=  .840732 lx=  9.01013 if=  60 il=  99 4/30/2020  n=  39 now=    9751 end=       8144      7682      8105 U=    11.07 T=   67.6 p1= -16.5 p2=   119.7 ed=    93 4/24/2020   x1=  60. x2=  99. y1=   .69 y2= -2.84 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8144    7682     8105    22    93 4/24/2020 
AAA1     1 Czechia Confirmed cc1=  .998759 cc2=  .838631 lx=  9.01513 if=  61 il=  99 4/30/2020  n=  38 now=    9751 end=       8226      7682      8105 U=    11.44 T=   68.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  61. x2=  99. y1=   .64 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998793 cc2=  .838631 lx=  9.01013 if=  61 il=  99 4/30/2020  n=  38 now=    9751 end=       8226      7682      8105 U=    11.44 T=   68.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  61. x2=  99. y1=   .64 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998711 cc2=  .836490 lx=  9.01513 if=  62 il=  99 4/30/2020  n=  37 now=    9751 end=       8226      7682      8105 U=    11.37 T=   68.5 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  62. x2=  99. y1=   .57 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998731 cc2=  .836490 lx=  9.01113 if=  62 il=  99 4/30/2020  n=  37 now=    9751 end=       8226      7682      8105 U=    11.37 T=   68.5 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  62. x2=  99. y1=   .57 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998724 cc2=  .834325 lx=  9.01513 if=  63 il=  99 4/30/2020  n=  36 now=    9751 end=       8226      7682      8105 U=    11.42 T=   68.4 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  63. x2=  99. y1=   .47 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998727 cc2=  .834325 lx=  9.01313 if=  63 il=  99 4/30/2020  n=  36 now=    9751 end=       8226      7682      8105 U=    11.42 T=   68.4 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  63. x2=  99. y1=   .47 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998719 cc2=  .832053 lx=  9.01513 if=  64 il=  99 4/30/2020  n=  35 now=    9751 end=       8226      7682      8105 U=    11.46 T=   68.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  64. x2=  99. y1=   .37 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998720 cc2=  .832053 lx=  9.01613 if=  64 il=  99 4/30/2020  n=  35 now=    9751 end=       8226      7682      8105 U=    11.46 T=   68.3 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  64. x2=  99. y1=   .37 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998697 cc2=  .829666 lx=  9.01513 if=  65 il=  99 4/30/2020  n=  34 now=    9751 end=       8226      7682      8105 U=    11.60 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  65. x2=  99. y1=   .25 y2= -2.68 BEST
AAA2     1 Czechia Confirmed cc1=  .998711 cc2=  .829666 lx=  9.01813 if=  65 il=  99 4/30/2020  n=  34 now=    9751 end=       8226      7682      8105 U=    11.60 T=   67.9 p1= -15.6 p2=   118.5 ed=    95 4/26/2020   x1=  65. x2=  99. y1=   .25 y2= -2.68 BEST
GP: Confirmed Czechia 4/30/2020        99    9751     8226    7682     8105    22    95 4/26/2020 
AAA2     1 Czechia Confirmed cc1=  .998602 cc2=  .827103 lx=  9.02513 if=  66 il=  99 4/30/2020  n=  33 now=    9751 end=       8309      7682      8105 U=    12.29 T=   67.7 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  66. x2=  99. y1=   .14 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .998477 cc2=  .824399 lx=  9.02513 if=  67 il=  99 4/30/2020  n=  32 now=    9751 end=       8309      7682      8105 U=    12.20 T=   68.0 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  67. x2=  99. y1=   .08 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .998368 cc2=  .821592 lx=  9.02513 if=  68 il=  99 4/30/2020  n=  31 now=    9751 end=       8309      7682      8105 U=    12.09 T=   68.2 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  68. x2=  99. y1=   .02 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .998327 cc2=  .818722 lx=  9.02513 if=  69 il=  99 4/30/2020  n=  30 now=    9751 end=       8309      7682      8105 U=    12.18 T=   68.0 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  69. x2=  99. y1=  -.08 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .998233 cc2=  .815659 lx=  9.02513 if=  70 il=  99 4/30/2020  n=  29 now=    9751 end=       8309      7682      8105 U=    12.10 T=   68.2 p1= -14.8 p2=   117.4 ed=    96 4/27/2020   x1=  70. x2=  99. y1=  -.15 y2= -2.54     
GP: Confirmed Czechia 4/30/2020        99    9751     8309    7682     8105    22    96 4/27/2020 
AAA2     1 Czechia Confirmed cc1=  .998278 cc2=  .812582 lx=  9.03513 if=  71 il=  99 4/30/2020  n=  28 now=    9751 end=       8392      7682      8105 U=    12.89 T=   67.8 p1= -13.9 p2=   116.2 ed=    98 4/29/2020   x1=  71. x2=  99. y1=  -.25 y2= -2.42     
GP: Confirmed Czechia 4/30/2020        99    9751     8392    7682     8105    22    98 4/29/2020 
AAA2     1 Czechia Confirmed cc1=  .998203 cc2=  .809220 lx=  9.03513 if=  72 il=  99 4/30/2020  n=  27 now=    9751 end=       8392      7682      8105 U=    12.89 T=   67.7 p1= -13.9 p2=   116.2 ed=    98 4/29/2020   x1=  72. x2=  99. y1=  -.33 y2= -2.42     
GP: Confirmed Czechia 4/30/2020        99    9751     8392    7682     8105    22    98 4/29/2020 
AAA2     1 Czechia Confirmed cc1=  .998192 cc2=  .805742 lx=  9.04513 if=  73 il=  99 4/30/2020  n=  26 now=    9751 end=       8477      7682      8105 U=    13.90 T=   66.8 p1= -13.1 p2=   115.0 ed=    99 4/30/2020   x1=  73. x2=  99. y1=  -.45 y2= -2.32     
GP: Confirmed Czechia 4/30/2020        99    9751     8477    7682     8105    22    99 4/30/2020 
AAA2     1 Czechia Confirmed cc1=  .997979 cc2=  .801863 lx=  9.04513 if=  74 il=  99 4/30/2020  n=  25 now=    9751 end=       8477      7682      8105 U=    13.66 T=   67.3 p1= -13.1 p2=   115.0 ed=    99 4/30/2020   x1=  74. x2=  99. y1=  -.49 y2= -2.32     
GP: Confirmed Czechia 4/30/2020        99    9751     8477    7682     8105    22    99 4/30/2020 
AAA2     1 Czechia Confirmed cc1=  .997872 cc2=  .797872 lx=  9.05513 if=  75 il=  99 4/30/2020  n=  24 now=    9751 end=       8562      7682      8105 U=    14.40 T=   67.0 p1= -12.2 p2=   113.9 ed=   101 5/2/2020    x1=  75. x2=  99. y1=  -.55 y2= -2.22     
GP: Confirmed Czechia 4/30/2020        99    9751     8562    7682     8105    22   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .997480 cc2=  .784279 lx=  9.08513 if=  78 il=  99 4/30/2020  n=  21 now=    9751 end=       8823      7682      8105 U=    17.49 T=   64.4 p1=  -9.5 p2=   110.5 ed=   105 5/6/2020    x1=  78. x2=  99. y1=  -.78 y2= -1.98     
